eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0,0,0,4,2,4,3,0,0,0,0
1,72,36,0,1,1,0,5,3,5,4,1,1,1,1
2,74,37,2,0,1,0,7,4,7,5,2,1,1,2
3,76,38,4,0,1,0,9,5,9,6,2,1,1,3
4,76,38,4,0,1,0,9,5,9,6,0,0,0,3
5,74,37,2,0,1,0,7,4,7,5,-2,-1,-1,2
6,72,36,0,0,1,0,5,3,5,4,-2,-1,-1,1
7,71,35,11,1,2,0,4,2,4,3,-1,-1,-1,0
8,71,35,11,0,2,0,4,2,4,3,0,0,0,0
9,74,37,2,0,2,0,7,4,7,5,3,2,1,1
10,74,37,2,0,2,0,7,4,7,5,0,0,0,1
11,71,35,11,0,2,0,4,2,4,3,-3,-2,-1,0
12,71,35,11,0,2,0,4,2,4,3,-3,-2,-1,0
13,69,34,9,1,3,0,2,1,2,2,-2,-1,-1,-1
14,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
15,74,37,2,0,3,0,7,4,7,5,5,3,1,0
16,74,37,2,0,3,0,7,4,7,5,0,0,0,0
17,72,36,0,0,3,0,5,3,5,4,-2,-1,-1,-1
18,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,-2
19,69,34,9,1,4,0,2,1,2,2,-2,-1,-1,-3
20,69,34,9,0,4,0,2,1,2,2,0,0,0,-3
21,69,34,9,0,4,0,2,1,2,2,0,0,0,-3
22,69,34,9,0,4,0,2,1,2,2,0,0,0,-3
23,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,-4
24,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,-4
25,67,33,7,1,5,0,0,0,0,1,5,3,1,-3
26,67,33,7,0,5,0,0,0,0,1,0,0,0,-3
27,69,34,9,0,5,0,2,1,2,2,2,1,1,-2
28,71,35,11,0,5,0,4,2,4,3,2,1,1,-1
29,71,35,11,0,5,0,4,2,4,3,0,0,0,-1
30,76,38,4,0,5,0,9,5,9,6,5,3,1,0
31,74,37,2,1,6,0,7,4,7,5,-2,-1,-1,-1
32,69,34,9,0,6,0,2,1,2,2,-5,-3,-1,-2
33,69,34,9,0,6,0,2,1,2,2,-5,-3,-1,-2
34,69,34,9,0,6,0,2,1,2,2,-5,-3,-1,-2
35,69,34,9,0,6,0,2,1,2,2,0,0,0,-2
36,69,34,9,0,6,0,2,1,2,2,0,0,0,-2
37,67,33,7,1,7,0,0,0,0,1,-2,-1,-1,-3
38,67,33,7,0,7,0,0,0,0,1,0,0,0,-3
39,67,33,7,0,7,0,0,0,0,1,0,0,0,-3
