eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0,0,0,4,2,4,3,0,0,0,0
1,71,35,11,0,0,0,4,2,4,3,0,0,0,0
2,67,33,7,1,1,0,0,0,0,1,-4,-2,-1,-1
3,67,33,7,0,1,0,0,0,0,1,0,0,0,-1
4,67,33,7,0,1,0,0,0,0,1,0,0,0,-1
5,71,35,11,0,1,0,4,2,4,3,4,2,1,0
6,71,35,11,0,1,0,4,2,4,3,4,2,1,0
7,69,34,9,0,1,0,2,1,2,2,-2,-1,-1,-1
8,67,33,7,1,2,0,0,0,0,1,-2,-1,-1,-2
9,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
10,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
11,71,35,11,0,2,0,4,2,4,3,4,2,1,-1
12,71,35,11,0,2,0,4,2,4,3,4,2,1,-1
13,72,36,0,0,2,0,5,3,5,4,1,1,1,0
14,74,37,2,1,3,0,7,4,7,5,2,1,1,1
15,76,38,4,0,3,0,9,5,9,6,2,1,1,2
16,76,38,4,0,3,0,9,5,9,6,2,1,1,2
17,76,38,4,0,3,0,9,5,9,6,2,1,1,2
18,76,38,4,0,3,0,9,5,9,6,2,1,1,2
19,74,37,2,1,4,0,7,4,7,5,-2,-1,-1,1
20,74,37,2,1,4,0,7,4,7,5,-2,-1,-1,1
21,74,37,2,1,4,0,7,4,7,5,-2,-1,-1,1
22,74,37,2,1,4,0,7,4,7,5,-2,-1,-1,1
23,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,0
24,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,0
25,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,0
26,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,0
27,71,35,11,0,4,0,4,2,4,3,0,0,0,0
28,67,33,7,1,5,0,0,0,0,1,-4,-2,-1,-1
29,67,33,7,0,5,0,0,0,0,1,0,0,0,-1
30,67,33,7,0,5,0,0,0,0,1,0,0,0,-1
31,71,35,11,0,5,0,4,2,4,3,4,2,1,0
32,71,35,11,0,5,0,4,2,4,3,4,2,1,0
33,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-1
34,67,33,7,1,6,0,0,0,0,1,-2,-1,-1,-2
35,67,33,7,0,6,0,0,0,0,1,0,0,0,-2
36,67,33,7,0,6,0,0,0,0,1,0,0,0,-2
37,71,35,11,0,6,0,4,2,4,3,4,2,1,-1
38,71,35,11,0,6,0,4,2,4,3,4,2,1,-1
39,72,36,0,0,6,0,5,3,5,4,1,1,1,0
40,74,37,2,1,7,0,7,4,7,5,2,1,1,1
41,76,38,4,0,7,0,9,5,9,6,2,1,1,2
42,76,38,4,0,7,0,9,5,9,6,2,1,1,2
43,76,38,4,0,7,0,9,5,9,6,2,1,1,2
44,76,38,4,0,7,0,9,5,9,6,2,1,1,2
45,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,1
46,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,1
47,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,1
48,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,1
49,76,38,4,0,8,0,9,5,9,6,2,1,1,2
50,76,38,4,0,8,0,9,5,9,6,2,1,1,2
51,76,38,4,0,8,0,9,5,9,6,2,1,1,2
52,76,38,4,0,8,0,9,5,9,6,2,1,1,2
53,74,37,2,1,9,0,7,4,7,5,-2,-1,-1,1
54,74,37,2,1,9,0,7,4,7,5,-2,-1,-1,1
55,74,37,2,1,9,0,7,4,7,5,-2,-1,-1,1
56,74,37,2,1,9,0,7,4,7,5,-2,-1,-1,1
57,72,36,0,0,9,0,5,3,5,4,-2,-1,-1,0
58,72,36,0,0,9,0,5,3,5,4,-2,-1,-1,0
59,72,36,0,0,9,0,5,3,5,4,0,0,0,0
60,71,35,11,0,9,0,4,2,4,3,-1,-1,-1,-1
61,69,34,9,0,9,0,2,1,2,2,-2,-1,-1,-2
62,69,34,9,0,9,0,2,1,2,2,-2,-1,-1,-2
63,71,35,11,1,10,0,4,2,4,3,2,1,1,-1
64,71,35,11,1,10,0,4,2,4,3,2,1,1,-1
65,67,33,7,0,10,0,0,0,0,1,-4,-2,-1,-2
66,67,33,7,0,10,0,0,0,0,1,-4,-2,-1,-2
67,69,34,9,0,10,0,2,1,2,2,2,1,1,-1
68,69,34,9,0,10,0,2,1,2,2,2,1,1,-1
69,71,35,11,1,11,0,4,2,4,3,2,1,1,0
70,71,35,11,1,11,0,4,2,4,3,2,1,1,0
71,72,36,0,0,11,0,5,3,5,4,1,1,1,1
72,72,36,0,0,11,0,5,3,5,4,1,1,1,1
73,74,37,2,0,11,0,7,4,7,5,2,1,1,2
74,74,37,2,0,11,0,7,4,7,5,2,1,1,2
75,69,34,9,1,12,0,2,1,2,2,-5,-3,-1,1
76,69,34,9,1,12,0,2,1,2,2,-5,-3,-1,1
77,71,35,11,0,12,0,4,2,4,3,2,1,1,2
78,71,35,11,0,12,0,4,2,4,3,2,1,1,2
79,71,35,11,0,12,0,4,2,4,3,2,1,1,2
80,69,34,9,0,12,0,2,1,2,2,-2,-1,-1,1
81,67,33,7,1,13,0,0,0,0,1,-2,-1,-1,0
