eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0,0,0,7,4,7,5,0,0,0,0
1,74,37,2,1,1,0,7,4,7,5,0,0,0,0
2,74,37,2,0,1,0,7,4,7,5,0,0,0,0
3,74,37,2,0,1,0,7,4,7,5,0,0,0,0
4,74,37,2,0,1,0,7,4,7,5,0,0,0,0
5,76,38,4,0,1,0,9,5,9,6,2,1,1,1
6,74,37,2,0,1,0,7,4,7,5,-2,-1,-1,0
7,74,37,2,0,1,0,7,4,7,5,-2,-1,-1,0
8,72,36,0,0,1,0,5,3,5,4,-2,-1,-1,-1
9,71,35,11,1,2,0,4,2,4,3,-1,-1,-1,-2
10,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-3
11,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-3
12,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,-4
13,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,-4
14,67,33,7,0,2,0,0,0,0,1,0,0,0,-4
15,67,33,7,0,2,0,0,0,0,1,0,0,0,-4
16,79,40,7,1,3,0,12,7,0,1,12,7,1,-3
17,79,40,7,1,3,0,12,7,0,1,12,7,1,-3
18,79,40,7,0,3,0,12,7,0,1,0,0,0,-3
19,79,40,7,0,3,0,12,7,0,1,0,0,0,-3
20,79,40,7,0,3,0,12,7,0,1,0,0,0,-3
21,81,41,9,0,3,0,14,8,2,2,2,1,1,-2
22,81,41,9,0,3,0,14,8,2,2,0,0,0,-2
23,79,40,7,0,3,0,12,7,0,1,-2,-1,-1,-3
24,78,39,6,1,4,0,11,6,11,7,-1,-1,-1,-4
25,78,39,6,1,4,0,11,6,11,7,-1,-1,-1,-4
26,76,38,4,0,4,0,9,5,9,6,-2,-1,-1,-5
27,76,38,4,0,4,0,9,5,9,6,-2,-1,-1,-5
28,76,38,4,0,4,0,9,5,9,6,0,0,0,-5
29,74,37,2,0,4,0,7,4,7,5,-2,-1,-1,-6
30,74,37,2,0,4,0,7,4,7,5,0,0,0,-6
31,74,37,2,0,4,0,7,4,7,5,0,0,0,-6
32,74,37,2,1,5,0,7,4,7,5,0,0,0,-6
33,74,37,2,1,5,0,7,4,7,5,0,0,0,-6
34,79,40,7,0,5,0,12,7,0,1,5,3,1,-5
35,79,40,7,0,5,0,12,7,0,1,0,0,0,-5
36,74,37,2,0,5,0,7,4,7,5,-5,-3,-1,-6
37,74,37,2,0,5,0,7,4,7,5,-5,-3,-1,-6
38,74,37,2,0,5,0,7,4,7,5,-5,-3,-1,-6
39,74,37,2,0,5,0,7,4,7,5,0,0,0,-6
40,79,40,7,0,5,0,12,7,0,1,5,3,1,-5
41,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,-6
42,76,38,4,0,5,0,9,5,9,6,-2,-1,-1,-7
43,74,37,2,1,6,0,7,4,7,5,-2,-1,-1,-8
44,72,36,0,0,6,0,5,3,5,4,-2,-1,-1,-9
45,72,36,0,0,6,0,5,3,5,4,-2,-1,-1,-9
46,72,36,0,0,6,0,5,3,5,4,-2,-1,-1,-9
47,71,35,11,0,6,0,4,2,4,3,-1,-1,-1,-10
48,71,35,11,0,6,0,4,2,4,3,0,0,0,-10
49,71,35,11,0,6,0,4,2,4,3,0,0,0,-10
50,74,37,2,0,6,0,7,4,7,5,3,2,1,-9
51,74,37,2,0,6,0,7,4,7,5,3,2,1,-9
52,72,36,0,1,7,0,5,3,5,4,-2,-1,-1,-10
53,72,36,0,1,7,0,5,3,5,4,-2,-1,-1,-10
54,71,35,11,0,7,0,4,2,4,3,-1,-1,-1,-11
55,72,36,0,0,7,0,5,3,5,4,1,1,1,-10
56,74,37,2,0,7,0,7,4,7,5,2,1,1,-9
57,76,38,4,0,7,0,9,5,9,6,2,1,1,-8
58,78,39,6,0,7,0,11,6,11,7,2,1,1,-7
59,79,40,7,0,7,0,12,7,0,1,1,1,1,-6
60,72,36,0,0,7,0,5,3,5,4,-7,-4,-1,-7
61,71,35,11,1,8,0,4,2,4,3,-1,-1,-1,-8
62,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,-9
63,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,-9
64,67,33,7,0,8,0,0,0,0,1,-2,-1,-1,-10
65,67,33,7,0,8,0,0,0,0,1,-2,-1,-1,-10
66,74,37,2,1,9,0,7,4,7,5,7,4,1,-9
67,74,37,2,1,9,0,7,4,7,5,7,4,1,-9
68,74,37,2,1,9,0,7,4,7,5,7,4,1,-9
69,74,37,2,1,9,0,7,4,7,5,7,4,1,-9
70,79,40,7,0,9,0,12,7,0,1,5,3,1,-8
71,79,40,7,0,9,0,12,7,0,1,0,0,0,-8
72,74,37,2,0,9,0,7,4,7,5,-5,-3,-1,-9
73,74,37,2,0,9,0,7,4,7,5,-5,-3,-1,-9
74,74,37,2,0,9,0,7,4,7,5,-5,-3,-1,-9
75,74,37,2,0,9,0,7,4,7,5,0,0,0,-9
76,79,40,7,0,9,0,12,7,0,1,5,3,1,-8
77,78,39,6,0,9,0,11,6,11,7,-1,-1,-1,-9
78,76,38,4,0,9,0,9,5,9,6,-2,-1,-1,-10
79,74,37,2,1,10,0,7,4,7,5,-2,-1,-1,-11
80,72,36,0,0,10,0,5,3,5,4,-2,-1,-1,-12
81,72,36,0,0,10,0,5,3,5,4,-2,-1,-1,-12
82,72,36,0,0,10,0,5,3,5,4,-2,-1,-1,-12
83,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-13
84,71,35,11,0,10,0,4,2,4,3,0,0,0,-13
85,71,35,11,0,10,0,4,2,4,3,0,0,0,-13
86,74,37,2,0,10,0,7,4,7,5,3,2,1,-12
87,74,37,2,0,10,0,7,4,7,5,3,2,1,-12
88,72,36,0,1,11,0,5,3,5,4,-2,-1,-1,-13
89,72,36,0,1,11,0,5,3,5,4,-2,-1,-1,-13
90,71,35,11,0,11,0,4,2,4,3,-1,-1,-1,-14
91,72,36,0,0,11,0,5,3,5,4,1,1,1,-13
92,74,37,2,0,11,0,7,4,7,5,2,1,1,-12
93,76,38,4,0,11,0,9,5,9,6,2,1,1,-11
94,78,39,6,0,11,0,11,6,11,7,2,1,1,-10
95,79,40,7,0,11,0,12,7,0,1,1,1,1,-9
96,72,36,0,0,11,0,5,3,5,4,-7,-4,-1,-10
97,71,35,11,1,12,0,4,2,4,3,-1,-1,-1,-11
98,69,34,9,0,12,0,2,1,2,2,-2,-1,-1,-12
99,69,34,9,0,12,0,2,1,2,2,-2,-1,-1,-12
100,67,33,7,0,12,0,0,0,0,1,-2,-1,-1,-13
