eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1,1,0,0,0,0,1,5,3,1,1
2,69,34,9,0,1,0,2,1,2,2,2,1,1,2
3,69,34,9,0,1,0,2,1,2,2,2,1,1,2
4,71,35,11,0,1,0,4,2,4,3,2,1,1,3
5,69,34,9,0,1,0,2,1,2,2,-2,-1,-1,2
6,67,33,7,0,1,0,0,0,0,1,-2,-1,-1,1
7,74,37,2,1,2,0,7,4,7,5,7,4,1,2
8,76,38,4,0,2,0,9,5,9,6,2,1,1,3
9,76,38,4,0,2,0,9,5,9,6,2,1,1,3
10,74,37,2,0,2,0,7,4,7,5,-2,-1,-1,2
11,74,37,2,0,2,0,7,4,7,5,0,0,0,2
12,74,37,2,0,2,0,7,4,7,5,0,0,0,2
13,76,38,4,1,3,0,9,5,9,6,2,1,1,3
14,78,39,6,0,3,0,11,6,11,7,2,1,1,4
15,78,39,6,0,3,0,11,6,11,7,2,1,1,4
16,79,40,7,0,3,0,12,7,0,1,1,1,1,5
17,78,39,6,0,3,0,11,6,11,7,-1,-1,-1,4
18,76,38,4,0,3,0,9,5,9,6,-2,-1,-1,3
19,76,38,4,1,4,0,9,5,9,6,0,0,0,3
20,74,37,2,0,4,0,7,4,7,5,-2,-1,-1,2
21,76,38,4,0,4,0,9,5,9,6,2,1,1,3
22,74,37,2,0,4,0,7,4,7,5,-2,-1,-1,2
23,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,1
24,71,35,11,0,4,0,4,2,4,3,-3,-2,-1,1
25,74,37,2,1,5,0,7,4,7,5,3,2,1,2
26,74,37,2,0,5,0,7,4,7,5,0,0,0,2
27,74,37,2,0,5,0,7,4,7,5,0,0,0,2
28,71,35,11,0,5,0,4,2,4,3,-3,-2,-1,1
29,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,0
30,67,33,7,0,5,0,0,0,0,1,-2,-1,-1,-1
31,72,36,0,1,6,0,5,3,5,4,5,3,1,0
32,71,35,11,0,6,0,4,2,4,3,-1,-1,-1,-1
33,71,35,11,0,6,0,4,2,4,3,-1,-1,-1,-1
34,71,35,11,0,6,0,4,2,4,3,-1,-1,-1,-1
35,71,35,11,0,6,0,4,2,4,3,0,0,0,-1
36,71,35,11,0,6,0,4,2,4,3,0,0,0,-1
37,69,34,9,1,7,0,2,1,2,2,-2,-1,-1,-2
38,69,34,9,0,7,0,2,1,2,2,0,0,0,-2
39,74,37,2,0,7,0,7,4,7,5,5,3,1,-1
40,69,34,9,0,7,0,2,1,2,2,-5,-3,-1,-2
41,67,33,7,0,7,0,0,0,0,1,-2,-1,-1,-3
42,69,34,9,0,7,0,2,1,2,2,2,1,1,-2
43,67,33,7,1,8,0,0,0,0,1,-2,-1,-1,-3
44,67,33,7,0,8,0,0,0,0,1,0,0,0,-3
45,67,33,7,0,8,0,0,0,0,1,0,0,0,-3
46,67,33,7,0,8,0,0,0,0,1,0,0,0,-3
47,74,37,2,0,8,0,7,4,7,5,7,4,1,-2
48,74,37,2,0,8,0,7,4,7,5,7,4,1,-2
49,74,37,2,1,9,0,7,4,7,5,0,0,0,-2
50,74,37,2,0,9,0,7,4,7,5,0,0,0,-2
51,74,37,2,0,9,0,7,4,7,5,0,0,0,-2
52,71,35,11,0,9,0,4,2,4,3,-3,-2,-1,-3
53,69,34,9,0,9,0,2,1,2,2,-2,-1,-1,-4
54,67,33,7,0,9,0,0,0,0,1,-2,-1,-1,-5
55,72,36,0,1,10,0,5,3,5,4,5,3,1,-4
56,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-5
57,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-5
58,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-5
59,71,35,11,0,10,0,4,2,4,3,0,0,0,-5
60,71,35,11,0,10,0,4,2,4,3,0,0,0,-5
61,69,34,9,1,11,0,2,1,2,2,-2,-1,-1,-6
62,69,34,9,0,11,0,2,1,2,2,0,0,0,-6
63,74,37,2,0,11,0,7,4,7,5,5,3,1,-5
64,69,34,9,0,11,0,2,1,2,2,-5,-3,-1,-6
65,67,33,7,0,11,0,0,0,0,1,-2,-1,-1,-7
66,69,34,9,0,11,0,2,1,2,2,2,1,1,-6
67,67,33,7,1,12,0,0,0,0,1,-2,-1,-1,-7
68,67,33,7,0,12,0,0,0,0,1,0,0,0,-7
69,67,33,7,0,12,0,0,0,0,1,0,0,0,-7
