eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,71,35,11,1,1,0,4,2,4,3,9,5,1,1
2,71,35,11,0,1,0,4,2,4,3,0,0,0,1
3,71,35,11,0,1,0,4,2,4,3,0,0,0,1
4,71,35,11,0,1,0,4,2,4,3,0,0,0,1
5,72,36,0,0,1,0,5,3,5,4,1,1,1,2
6,71,35,11,0,1,0,4,2,4,3,-1,-1,-1,1
7,71,35,11,1,2,0,4,2,4,3,0,0,0,1
8,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,0
9,69,34,9,0,2,0,2,1,2,2,0,0,0,0
10,69,34,9,0,2,0,2,1,2,2,0,0,0,0
11,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,-1
12,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,-1
13,69,34,9,1,3,0,2,1,2,2,7,4,1,0
14,69,34,9,0,3,0,2,1,2,2,0,0,0,0
15,69,34,9,0,3,0,2,1,2,2,0,0,0,0
16,69,34,9,0,3,0,2,1,2,2,0,0,0,0
17,72,36,0,0,3,0,5,3,5,4,3,2,1,1
18,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,0
19,69,34,9,1,4,0,2,1,2,2,0,0,0,-1
20,67,33,7,0,4,0,0,0,0,1,-2,-1,-1,-2
21,67,33,7,0,4,0,0,0,0,1,-2,-1,-1,-2
