eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
2,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
3,67,33,7,1,1,0,0,0,0,1,5,3,1,1
4,62,30,2,0,1,0,-5,-3,7,5,-5,-3,-1,0
5,62,30,2,0,1,0,-5,-3,7,5,-5,-3,-1,0
6,62,30,2,0,1,0,-5,-3,7,5,-5,-3,-1,0
7,66,32,6,0,1,0,-1,-1,11,7,4,2,1,1
8,64,31,4,0,1,0,-3,-2,9,6,-2,-1,-1,0
9,60,29,0,1,2,0,-7,-4,5,4,-4,-2,-1,-1
10,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
11,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
12,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
13,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
14,62,30,2,0,2,0,-5,-3,7,5,2,1,1,0
15,66,32,6,1,3,0,-1,-1,11,7,4,2,1,1
16,66,32,6,0,3,0,-1,-1,11,7,0,0,0,1
17,66,32,6,0,3,0,-1,-1,11,7,0,0,0,1
18,64,31,4,0,3,0,-3,-2,9,6,-2,-1,-1,0
19,64,31,4,0,3,0,-3,-2,9,6,-2,-1,-1,0
20,62,30,2,0,3,0,-5,-3,7,5,-2,-1,-1,-1
21,59,28,11,1,4,0,-8,-5,4,3,-3,-2,-1,-2
22,59,28,11,0,4,0,-8,-5,4,3,0,0,0,-2
23,59,28,11,0,4,0,-8,-5,4,3,0,0,0,-2
24,62,30,2,0,4,0,-5,-3,7,5,3,2,1,-1
25,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-1
26,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-1
27,67,33,7,1,5,0,0,0,0,1,5,3,1,0
28,71,35,11,0,5,0,4,2,4,3,4,2,1,1
29,71,35,11,0,5,0,4,2,4,3,4,2,1,1
30,71,35,11,0,5,0,4,2,4,3,0,0,0,1
31,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,0
32,67,33,7,0,5,0,0,0,0,1,-2,-1,-1,-1
33,64,31,4,1,6,0,-3,-2,9,6,-3,-2,-1,-2
34,69,34,9,0,6,0,2,1,2,2,5,3,1,-1
35,69,34,9,0,6,0,2,1,2,2,0,0,0,-1
36,67,33,7,0,6,0,0,0,0,1,-2,-1,-1,-2
37,66,32,6,1,7,0,-1,-1,11,7,-1,-1,-1,-3
38,62,30,2,0,7,0,-5,-3,7,5,-4,-2,-1,-4
39,64,31,4,0,7,0,-3,-2,9,6,2,1,1,-3
40,66,32,6,0,7,0,-1,-1,11,7,2,1,1,-2
41,67,33,7,1,8,0,0,0,0,1,1,1,1,-1
42,67,33,7,0,8,0,0,0,0,1,0,0,0,-1
