eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0,0,0,0,0,0,1,0,0,0,0
1,67,33,7,1,1,0,0,0,0,1,0,0,0,0
2,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,-1
3,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,-1
4,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,-1
5,64,31,4,0,1,0,-3,-2,9,6,-2,-1,-1,-2
6,64,31,4,0,1,0,-3,-2,9,6,-2,-1,-1,-2
7,62,30,2,1,2,0,-5,-3,7,5,-2,-1,-1,-3
8,67,33,7,0,2,0,0,0,0,1,5,3,1,-2
9,67,33,7,0,2,0,0,0,0,1,5,3,1,-2
10,67,33,7,0,2,0,0,0,0,1,5,3,1,-2
11,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
12,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
13,69,34,9,1,3,0,2,1,2,2,2,1,1,-1
14,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
15,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
16,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
17,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
18,69,34,9,0,3,0,2,1,2,2,0,0,0,-1
19,69,34,9,1,4,0,2,1,2,2,0,0,0,-1
20,69,34,9,0,4,0,2,1,2,2,0,0,0,-1
21,69,34,9,0,4,0,2,1,2,2,0,0,0,-1
22,71,35,11,0,4,0,4,2,4,3,2,1,1,0
23,71,35,11,0,4,0,4,2,4,3,0,0,0,0
24,69,34,9,0,4,0,2,1,2,2,-2,-1,-1,-1
25,67,33,7,1,5,0,0,0,0,1,-2,-1,-1,-2
26,66,32,6,0,5,0,-1,-1,11,7,-1,-1,-1,-3
27,64,31,4,0,5,0,-3,-2,9,6,-2,-1,-1,-4
28,62,30,2,0,5,0,-5,-3,7,5,-2,-1,-1,-5
29,71,35,11,0,5,0,4,2,4,3,9,5,1,-4
30,71,35,11,0,5,0,4,2,4,3,9,5,1,-4
31,67,33,7,1,6,0,0,0,0,1,-4,-2,-1,-5
32,66,32,6,0,6,0,-1,-1,11,7,-1,-1,-1,-6
33,66,32,6,0,6,0,-1,-1,11,7,-1,-1,-1,-6
34,66,32,6,0,6,0,-1,-1,11,7,-1,-1,-1,-6
35,64,31,4,0,6,0,-3,-2,9,6,-2,-1,-1,-7
36,64,31,4,0,6,0,-3,-2,9,6,-2,-1,-1,-7
37,62,30,2,1,7,0,-5,-3,7,5,-2,-1,-1,-8
38,67,33,7,0,7,0,0,0,0,1,5,3,1,-7
39,67,33,7,0,7,0,0,0,0,1,5,3,1,-7
40,67,33,7,0,7,0,0,0,0,1,5,3,1,-7
41,71,35,11,0,7,0,4,2,4,3,4,2,1,-6
42,71,35,11,0,7,0,4,2,4,3,0,0,0,-6
43,71,35,11,1,8,0,4,2,4,3,0,0,0,-6
44,71,35,11,0,8,0,4,2,4,3,0,0,0,-6
45,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,-7
