eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1,1,0,0,0,0,1,5,3,1,1
2,67,33,7,1,1,0,0,0,0,1,5,3,1,1
3,67,33,7,0,1,0,0,0,0,1,0,0,0,1
4,67,33,7,0,1,0,0,0,0,1,0,0,0,1
5,69,34,9,0,1,0,2,1,2,2,2,1,1,2
6,69,34,9,0,1,0,2,1,2,2,2,1,1,2
7,71,35,11,0,1,0,4,2,4,3,2,1,1,3
8,71,35,11,0,1,0,4,2,4,3,2,1,1,3
9,71,35,11,0,1,0,4,2,4,3,0,0,0,3
10,67,33,7,1,2,0,0,0,0,1,-4,-2,-1,2
11,62,30,2,0,2,0,-5,-3,7,5,-5,-3,-1,1
12,62,30,2,0,2,0,-5,-3,7,5,-5,-3,-1,1
13,62,30,2,0,2,0,-5,-3,7,5,0,0,0,1
14,62,30,2,0,2,0,-5,-3,7,5,0,0,0,1
15,71,35,11,0,2,0,4,2,4,3,9,5,1,2
16,71,35,11,0,2,0,4,2,4,3,9,5,1,2
17,69,34,9,1,3,0,2,1,2,2,-2,-1,-1,1
18,69,34,9,1,3,0,2,1,2,2,-2,-1,-1,1
19,69,34,9,0,3,0,2,1,2,2,0,0,0,1
20,69,34,9,0,3,0,2,1,2,2,0,0,0,1
21,71,35,11,0,3,0,4,2,4,3,2,1,1,2
22,72,36,0,0,3,0,5,3,5,4,1,1,1,3
23,74,37,2,0,3,0,7,4,7,5,2,1,1,4
24,74,37,2,0,3,0,7,4,7,5,2,1,1,4
25,71,35,11,1,4,0,4,2,4,3,-3,-2,-1,3
26,71,35,11,1,4,0,4,2,4,3,-3,-2,-1,3
27,67,33,7,0,4,0,0,0,0,1,-4,-2,-1,2
28,67,33,7,0,4,0,0,0,0,1,-4,-2,-1,2
29,67,33,7,0,4,0,0,0,0,1,0,0,0,2
30,67,33,7,0,4,0,0,0,0,1,0,0,0,2
31,67,33,7,0,4,0,0,0,0,1,0,0,0,2
32,67,33,7,0,4,0,0,0,0,1,0,0,0,2
33,71,35,11,0,4,0,4,2,4,3,4,2,1,3
34,71,35,11,1,5,0,4,2,4,3,0,0,0,3
35,71,35,11,0,5,0,4,2,4,3,0,0,0,3
36,71,35,11,0,5,0,4,2,4,3,0,0,0,3
37,71,35,11,0,5,0,4,2,4,3,0,0,0,3
38,71,35,11,0,5,0,4,2,4,3,0,0,0,3
39,71,35,11,0,5,0,4,2,4,3,0,0,0,3
40,71,35,11,0,5,0,4,2,4,3,0,0,0,3
41,71,35,11,0,5,0,4,2,4,3,0,0,0,3
42,74,37,2,1,6,0,7,4,7,5,3,2,1,4
43,74,37,2,0,6,0,7,4,7,5,0,0,0,4
44,72,36,0,0,6,0,5,3,5,4,-2,-1,-1,3
45,71,35,11,0,6,0,4,2,4,3,-1,-1,-1,2
46,69,34,9,0,6,0,2,1,2,2,-2,-1,-1,1
47,69,34,9,0,6,0,2,1,2,2,0,0,0,1
48,69,34,9,0,6,0,2,1,2,2,0,0,0,1
49,67,33,7,0,6,0,0,0,0,1,-2,-1,-1,0
50,66,32,6,1,7,0,-1,-1,11,7,-1,-1,-1,-1
51,69,34,9,0,7,0,2,1,2,2,3,2,1,0
52,72,36,0,0,7,0,5,3,5,4,3,2,1,1
53,72,36,0,0,7,0,5,3,5,4,0,0,0,1
54,71,35,11,0,7,0,4,2,4,3,-1,-1,-1,0
55,67,33,7,0,7,0,0,0,0,1,-4,-2,-1,-1
56,67,33,7,0,7,0,0,0,0,1,-4,-2,-1,-1
57,71,35,11,0,7,0,4,2,4,3,4,2,1,0
58,69,34,9,1,8,0,2,1,2,2,-2,-1,-1,-1
59,69,34,9,0,8,0,2,1,2,2,0,0,0,-1
60,66,32,6,0,8,0,-1,-1,11,7,-3,-2,-1,-2
61,66,32,6,0,8,0,-1,-1,11,7,0,0,0,-2
62,67,33,7,0,8,0,0,0,0,1,1,1,1,-1
63,67,33,7,0,8,0,0,0,0,1,0,0,0,-1
