eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,72,36,0,1,1,0,5,3,5,4,10,6,1,1
2,72,36,0,1,1,0,5,3,5,4,10,6,1,1
3,74,37,2,0,1,0,7,4,7,5,2,1,1,2
4,74,37,2,0,1,0,7,4,7,5,2,1,1,2
5,74,37,2,0,1,0,7,4,7,5,2,1,1,2
6,72,36,0,0,1,0,5,3,5,4,-2,-1,-1,1
7,71,35,11,1,2,0,4,2,4,3,-1,-1,-1,0
8,71,35,11,1,2,0,4,2,4,3,-1,-1,-1,0
9,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-1
10,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-1
11,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-1
12,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,-2
13,71,35,11,1,3,0,4,2,4,3,4,2,1,-1
14,71,35,11,1,3,0,4,2,4,3,4,2,1,-1
15,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,-2
16,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,-2
17,69,34,9,0,3,0,2,1,2,2,0,0,0,-2
18,69,34,9,0,3,0,2,1,2,2,0,0,0,-2
19,62,30,2,0,3,0,-5,-3,7,5,-7,-4,-1,-3
20,62,30,2,0,3,0,-5,-3,7,5,-7,-4,-1,-3
21,72,36,0,1,4,0,5,3,5,4,10,6,1,-2
22,72,36,0,1,4,0,5,3,5,4,10,6,1,-2
23,74,37,2,0,4,0,7,4,7,5,2,1,1,-1
24,74,37,2,0,4,0,7,4,7,5,2,1,1,-1
25,74,37,2,0,4,0,7,4,7,5,2,1,1,-1
26,72,36,0,0,4,0,5,3,5,4,-2,-1,-1,-2
27,71,35,11,1,5,0,4,2,4,3,-1,-1,-1,-3
28,71,35,11,1,5,0,4,2,4,3,-1,-1,-1,-3
29,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-4
30,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-4
31,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-4
32,67,33,7,0,5,0,0,0,0,1,-2,-1,-1,-5
33,71,35,11,1,6,0,4,2,4,3,4,2,1,-4
34,71,35,11,1,6,0,4,2,4,3,4,2,1,-4
35,69,34,9,0,6,0,2,1,2,2,-2,-1,-1,-5
36,69,34,9,0,6,0,2,1,2,2,-2,-1,-1,-5
37,71,35,11,0,6,0,4,2,4,3,2,1,1,-4
38,71,35,11,0,6,0,4,2,4,3,2,1,1,-4
39,69,34,9,0,6,0,2,1,2,2,-2,-1,-1,-5
40,67,33,7,1,7,0,0,0,0,1,-2,-1,-1,-6
41,67,33,7,0,7,0,0,0,0,1,0,0,0,-6
42,67,33,7,0,7,0,0,0,0,1,0,0,0,-6
43,69,34,9,0,7,0,2,1,2,2,2,1,1,-5
44,69,34,9,0,7,0,2,1,2,2,2,1,1,-5
45,69,34,9,0,7,0,2,1,2,2,0,0,0,-5
46,69,34,9,0,7,0,2,1,2,2,0,0,0,-5
47,74,37,2,1,8,0,7,4,7,5,5,3,1,-4
48,74,37,2,1,8,0,7,4,7,5,5,3,1,-4
49,72,36,0,0,8,0,5,3,5,4,-2,-1,-1,-5
50,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,-6
51,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,-7
52,67,33,7,1,9,0,0,0,0,1,-2,-1,-1,-8
53,62,30,2,0,9,0,-5,-3,7,5,-5,-3,-1,-9
54,62,30,2,0,9,0,-5,-3,7,5,-5,-3,-1,-9
55,71,35,11,1,10,0,4,2,4,3,9,5,1,-8
56,71,35,11,1,10,0,4,2,4,3,9,5,1,-8
57,69,34,9,0,10,0,2,1,2,2,-2,-1,-1,-9
58,69,34,9,0,10,0,2,1,2,2,-2,-1,-1,-9
59,69,34,9,0,10,0,2,1,2,2,-2,-1,-1,-9
60,69,34,9,0,10,0,2,1,2,2,-2,-1,-1,-9
61,67,33,7,1,11,0,0,0,0,1,-2,-1,-1,-10
62,67,33,7,1,11,0,0,0,0,1,-2,-1,-1,-10
63,67,33,7,1,11,0,0,0,0,1,-2,-1,-1,-10
64,67,33,7,1,11,0,0,0,0,1,-2,-1,-1,-10
65,67,33,7,0,11,0,0,0,0,1,0,0,0,-10
