eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
2,67,33,7,1,1,0,0,0,0,1,5,3,1,1
3,71,35,11,0,1,0,4,2,4,3,4,2,1,2
4,71,35,11,0,1,0,4,2,4,3,4,2,1,2
5,67,33,7,0,1,0,0,0,0,1,-4,-2,-1,1
6,67,33,7,0,1,0,0,0,0,1,0,0,0,1
7,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,0
8,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,0
9,67,33,7,0,1,0,0,0,0,1,1,1,1,1
10,69,34,9,1,2,0,2,1,2,2,2,1,1,2
11,71,35,11,0,2,0,4,2,4,3,2,1,1,3
12,71,35,11,0,2,0,4,2,4,3,2,1,1,3
13,71,35,11,0,2,0,4,2,4,3,2,1,1,3
14,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,2
15,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,1
16,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,1
17,69,34,9,0,2,0,2,1,2,2,2,1,1,2
18,71,35,11,1,3,0,4,2,4,3,2,1,1,3
19,74,37,2,0,3,0,7,4,7,5,3,2,1,4
20,74,37,2,0,3,0,7,4,7,5,3,2,1,4
21,74,37,2,0,3,0,7,4,7,5,0,0,0,4
22,72,36,0,0,3,0,5,3,5,4,-2,-1,-1,3
23,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,2
24,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,2
25,71,35,11,0,3,0,4,2,4,3,0,0,0,2
26,69,34,9,1,4,0,2,1,2,2,-2,-1,-1,1
27,69,34,9,0,4,0,2,1,2,2,0,0,0,1
28,69,34,9,0,4,0,2,1,2,2,0,0,0,1
29,69,34,9,0,4,0,2,1,2,2,0,0,0,1
30,69,34,9,0,4,0,2,1,2,2,0,0,0,1
31,69,34,9,0,4,0,2,1,2,2,0,0,0,1
32,69,34,9,0,4,0,2,1,2,2,0,0,0,1
33,71,35,11,0,4,0,4,2,4,3,2,1,1,2
34,72,36,0,1,5,0,5,3,5,4,1,1,1,3
35,72,36,0,0,5,0,5,3,5,4,0,0,0,3
36,72,36,0,0,5,0,5,3,5,4,0,0,0,3
37,72,36,0,0,5,0,5,3,5,4,0,0,0,3
38,74,37,2,0,5,0,7,4,7,5,2,1,1,4
39,72,36,0,0,5,0,5,3,5,4,-2,-1,-1,3
40,71,35,11,0,5,0,4,2,4,3,-1,-1,-1,2
41,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,1
42,67,33,7,1,6,0,0,0,0,1,-2,-1,-1,0
43,71,35,11,0,6,0,4,2,4,3,4,2,1,1
44,71,35,11,0,6,0,4,2,4,3,4,2,1,1
45,74,37,2,0,6,0,7,4,7,5,3,2,1,2
46,74,37,2,0,6,0,7,4,7,5,3,2,1,2
47,67,33,7,0,6,0,0,0,0,1,-7,-4,-1,1
48,67,33,7,0,6,0,0,0,0,1,-7,-4,-1,1
49,67,33,7,0,6,0,0,0,0,1,0,0,0,1
50,69,34,9,1,7,0,2,1,2,2,2,1,1,2
51,71,35,11,0,7,0,4,2,4,3,2,1,1,3
52,71,35,11,0,7,0,4,2,4,3,2,1,1,3
53,69,34,9,0,7,0,2,1,2,2,-2,-1,-1,2
54,66,32,6,0,7,0,-1,-1,11,7,-3,-2,-1,1
55,64,31,4,0,7,0,-3,-2,9,6,-2,-1,-1,0
56,64,31,4,0,7,0,-3,-2,9,6,-2,-1,-1,0
57,66,32,6,0,7,0,-1,-1,11,7,2,1,1,1
58,67,33,7,1,8,0,0,0,0,1,1,1,1,2
59,67,33,7,0,8,0,0,0,0,1,0,0,0,2
60,67,33,7,0,8,0,0,0,0,1,0,0,0,2
61,67,33,7,0,8,0,0,0,0,1,0,0,0,2
62,67,33,7,0,8,0,0,0,0,1,0,0,0,2
63,69,34,9,0,8,0,2,1,2,2,2,1,1,3
64,69,34,9,0,8,0,2,1,2,2,2,1,1,3
65,71,35,11,0,8,0,4,2,4,3,2,1,1,4
66,72,36,0,1,9,0,5,3,5,4,1,1,1,5
67,72,36,0,0,9,0,5,3,5,4,0,0,0,5
68,72,36,0,0,9,0,5,3,5,4,0,0,0,5
69,72,36,0,0,9,0,5,3,5,4,0,0,0,5
70,74,37,2,0,9,0,7,4,7,5,2,1,1,6
71,72,36,0,0,9,0,5,3,5,4,-2,-1,-1,5
72,71,35,11,0,9,0,4,2,4,3,-1,-1,-1,4
73,69,34,9,0,9,0,2,1,2,2,-2,-1,-1,3
74,67,33,7,1,10,0,0,0,0,1,-2,-1,-1,2
75,71,35,11,0,10,0,4,2,4,3,4,2,1,3
76,71,35,11,0,10,0,4,2,4,3,4,2,1,3
77,74,37,2,0,10,0,7,4,7,5,3,2,1,4
78,74,37,2,0,10,0,7,4,7,5,3,2,1,4
79,67,33,7,0,10,0,0,0,0,1,-7,-4,-1,3
80,67,33,7,0,10,0,0,0,0,1,-7,-4,-1,3
81,67,33,7,0,10,0,0,0,0,1,0,0,0,3
82,69,34,9,1,11,0,2,1,2,2,2,1,1,4
83,71,35,11,0,11,0,4,2,4,3,2,1,1,5
84,71,35,11,0,11,0,4,2,4,3,2,1,1,5
85,69,34,9,0,11,0,2,1,2,2,-2,-1,-1,4
86,66,32,6,0,11,0,-1,-1,11,7,-3,-2,-1,3
87,64,31,4,0,11,0,-3,-2,9,6,-2,-1,-1,2
88,64,31,4,0,11,0,-3,-2,9,6,-2,-1,-1,2
89,66,32,6,0,11,0,-1,-1,11,7,2,1,1,3
90,67,33,7,1,12,0,0,0,0,1,1,1,1,4
91,67,33,7,0,12,0,0,0,0,1,0,0,0,4
92,67,33,7,0,12,0,0,0,0,1,0,0,0,4
93,67,33,7,0,12,0,0,0,0,1,0,0,0,4
