eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0,0,0,4,2,4,3,0,0,0,0
1,71,35,11,1,1,0,4,2,4,3,0,0,0,0
2,71,35,11,0,1,0,4,2,4,3,0,0,0,0
3,71,35,11,0,1,0,4,2,4,3,0,0,0,0
4,71,35,11,0,1,0,4,2,4,3,0,0,0,0
5,71,35,11,0,1,0,4,2,4,3,0,0,0,0
6,74,37,2,0,1,0,7,4,7,5,3,2,1,1
7,74,37,2,0,1,0,7,4,7,5,0,0,0,1
8,76,38,4,0,1,0,9,5,9,6,2,1,1,2
9,74,37,2,1,2,0,7,4,7,5,-2,-1,-1,1
10,74,37,2,0,2,0,7,4,7,5,0,0,0,1
11,72,36,0,0,2,0,5,3,5,4,-2,-1,-1,0
12,71,35,11,0,2,0,4,2,4,3,-1,-1,-1,-1
13,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,-2
14,69,34,9,0,2,0,2,1,2,2,0,0,0,-2
15,69,34,9,0,2,0,2,1,2,2,0,0,0,-2
16,67,33,7,0,2,0,0,0,0,1,-2,-1,-1,-3
17,66,32,6,1,3,0,-1,-1,11,7,-1,-1,-1,-4
18,69,34,9,0,3,0,2,1,2,2,3,2,1,-3
19,69,34,9,0,3,0,2,1,2,2,0,0,0,-3
20,71,35,11,0,3,0,4,2,4,3,2,1,1,-2
21,72,36,0,0,3,0,5,3,5,4,1,1,1,-1
22,72,36,0,0,3,0,5,3,5,4,0,0,0,-1
23,72,36,0,0,3,0,5,3,5,4,0,0,0,-1
24,72,36,0,0,3,0,5,3,5,4,0,0,0,-1
25,71,35,11,1,4,0,4,2,4,3,-1,-1,-1,-2
26,71,35,11,0,4,0,4,2,4,3,0,0,0,-2
27,69,34,9,0,4,0,2,1,2,2,-2,-1,-1,-3
28,69,34,9,0,4,0,2,1,2,2,0,0,0,-3
29,67,33,7,0,4,0,0,0,0,1,-2,-1,-1,-4
30,67,33,7,0,4,0,0,0,0,1,0,0,0,-4
31,67,33,7,0,4,0,0,0,0,1,0,0,0,-4
32,62,30,2,0,4,0,-5,-3,7,5,-5,-3,-1,-5
33,67,33,7,1,5,0,0,0,0,1,5,3,1,-4
34,67,33,7,0,5,0,0,0,0,1,0,0,0,-4
35,67,33,7,0,5,0,0,0,0,1,0,0,0,-4
36,67,33,7,0,5,0,0,0,0,1,0,0,0,-4
37,69,34,9,0,5,0,2,1,2,2,2,1,1,-3
38,72,36,0,0,5,0,5,3,5,4,3,2,1,-2
39,71,35,11,0,5,0,4,2,4,3,-1,-1,-1,-3
40,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-4
41,67,33,7,1,6,0,0,0,0,1,-2,-1,-1,-5
42,62,30,2,0,6,0,-5,-3,7,5,-5,-3,-1,-6
43,62,30,2,0,6,0,-5,-3,7,5,-5,-3,-1,-6
44,62,30,2,0,6,0,-5,-3,7,5,0,0,0,-6
45,62,30,2,0,6,0,-5,-3,7,5,0,0,0,-6
46,62,30,2,0,6,0,-5,-3,7,5,0,0,0,-6
47,62,30,2,0,6,0,-5,-3,7,5,0,0,0,-6
48,62,30,2,0,6,0,-5,-3,7,5,0,0,0,-6
49,67,33,7,1,7,0,0,0,0,1,5,3,1,-5
50,67,33,7,0,7,0,0,0,0,1,0,0,0,-5
51,67,33,7,0,7,0,0,0,0,1,0,0,0,-5
52,67,33,7,0,7,0,0,0,0,1,0,0,0,-5
53,69,34,9,0,7,0,2,1,2,2,2,1,1,-4
54,71,35,11,0,7,0,4,2,4,3,2,1,1,-3
55,71,35,11,0,7,0,4,2,4,3,2,1,1,-3
56,69,34,9,0,7,0,2,1,2,2,-2,-1,-1,-4
57,67,33,7,1,8,0,0,0,0,1,-2,-1,-1,-5
58,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
59,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
60,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
61,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
62,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
63,67,33,7,0,8,0,0,0,0,1,0,0,0,-5
64,71,35,11,0,8,0,4,2,4,3,4,2,1,-4
65,71,35,11,1,9,0,4,2,4,3,0,0,0,-4
66,71,35,11,0,9,0,4,2,4,3,0,0,0,-4
67,71,35,11,0,9,0,4,2,4,3,0,0,0,-4
