eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,62,30,2,1,1,0,-5,-3,7,5,0,0,0,0
2,59,28,11,0,1,0,-8,-5,4,3,-3,-2,-1,-1
3,62,30,2,0,1,0,-5,-3,7,5,3,2,1,0
4,67,33,7,0,1,0,0,0,0,1,5,3,1,1
5,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,0
6,66,32,6,0,1,0,-1,-1,11,7,-1,-1,-1,0
7,66,32,6,1,2,0,-1,-1,11,7,0,0,0,0
8,64,31,4,0,2,0,-3,-2,9,6,-2,-1,-1,-1
9,64,31,4,0,2,0,-3,-2,9,6,0,0,0,-1
10,64,31,4,0,2,0,-3,-2,9,6,0,0,0,-1
11,64,31,4,0,2,0,-3,-2,9,6,0,0,0,-1
12,64,31,4,0,2,0,-3,-2,9,6,0,0,0,-1
13,64,31,4,1,3,0,-3,-2,9,6,0,0,0,-1
14,66,32,6,0,3,0,-1,-1,11,7,2,1,1,0
15,67,33,7,0,3,0,0,0,0,1,1,1,1,1
16,66,32,6,0,3,0,-1,-1,11,7,-1,-1,-1,0
17,67,33,7,0,3,0,0,0,0,1,1,1,1,1
18,67,33,7,0,3,0,0,0,0,1,1,1,1,1
19,62,30,2,0,3,0,-5,-3,7,5,-5,-3,-1,0
20,62,30,2,0,3,0,-5,-3,7,5,0,0,0,0
21,62,30,2,0,3,0,-5,-3,7,5,0,0,0,0
22,62,30,2,1,4,0,-5,-3,7,5,0,0,0,0
23,62,30,2,0,4,0,-5,-3,7,5,0,0,0,0
24,62,30,2,0,4,0,-5,-3,7,5,0,0,0,0
25,67,33,7,0,4,0,0,0,0,1,5,3,1,1
26,69,34,9,0,4,0,2,1,2,2,2,1,1,2
27,71,35,11,0,4,0,4,2,4,3,2,1,1,3
28,69,34,9,1,5,0,2,1,2,2,-2,-1,-1,2
29,64,31,4,0,5,0,-3,-2,9,6,-5,-3,-1,1
30,64,31,4,0,5,0,-3,-2,9,6,-5,-3,-1,1
31,64,31,4,0,5,0,-3,-2,9,6,-5,-3,-1,1
32,66,32,6,0,5,0,-1,-1,11,7,2,1,1,2
33,66,32,6,0,5,0,-1,-1,11,7,2,1,1,2
34,66,32,6,1,6,0,-1,-1,11,7,0,0,0,2
35,66,32,6,0,6,0,-1,-1,11,7,0,0,0,2
36,66,32,6,0,6,0,-1,-1,11,7,0,0,0,2
37,62,30,2,0,6,0,-5,-3,7,5,-4,-2,-1,1
38,64,31,4,0,6,0,-3,-2,9,6,2,1,1,2
39,66,32,6,0,6,0,-1,-1,11,7,2,1,1,3
40,67,33,7,1,7,0,0,0,0,1,1,1,1,4
41,67,33,7,0,7,0,0,0,0,1,0,0,0,4
42,67,33,7,0,7,0,0,0,0,1,0,0,0,4
