eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0,0,0,5,3,5,4,0,0,0,0
1,67,33,7,0,0,0,5,3,5,4,1,1,1,0
2,69,34,9,1,1,0,7,4,7,5,2,1,1,1
3,69,34,9,0,1,0,7,4,7,5,0,0,0,1
4,69,34,9,0,1,0,7,4,7,5,0,0,0,1
5,69,34,9,0,1,0,7,4,7,5,0,0,0,1
6,69,34,9,0,1,0,7,4,7,5,0,0,0,1
7,74,37,2,0,1,0,12,7,0,1,5,3,1,2
8,74,37,2,0,1,0,12,7,0,1,5,3,1,2
9,74,37,2,0,1,0,12,7,0,1,1,1,1,2
10,66,32,6,1,2,0,4,2,4,3,-8,-5,-1,1
11,64,31,4,0,2,0,2,1,2,2,-2,-1,-1,0
12,64,31,4,0,2,0,2,1,2,2,-2,-1,-1,0
13,62,30,2,0,2,0,0,0,0,1,-2,-1,-1,-1
14,62,30,2,0,2,0,0,0,0,1,-2,-1,-1,-1
15,74,37,2,0,2,0,12,7,0,1,12,7,1,0
16,74,37,2,0,2,0,12,7,0,1,12,7,1,0
17,73,36,1,0,2,0,11,6,11,7,-1,-1,-1,-1
18,71,35,11,1,3,0,9,5,9,6,-2,-1,-1,-2
19,73,36,1,0,3,0,11,6,11,7,2,1,1,-1
20,74,37,2,0,3,0,12,7,0,1,1,1,1,0
21,76,38,4,0,3,0,14,8,2,2,2,1,1,1
22,76,38,4,0,3,0,14,8,2,2,0,0,0,1
23,74,37,2,0,3,0,12,7,0,1,-2,-1,-1,0
24,74,37,2,0,3,0,12,7,0,1,-2,-1,-1,0
25,74,37,2,0,3,0,12,7,0,1,-2,-1,-1,0
26,73,36,1,1,4,0,11,6,11,7,-1,-1,-1,-1
27,71,35,11,0,4,0,9,5,9,6,-2,-1,-1,-2
28,71,35,11,0,4,0,9,5,9,6,-2,-1,-1,-2
29,71,35,11,0,4,0,9,5,9,6,-2,-1,-1,-2
30,69,34,9,0,4,0,7,4,7,5,-2,-1,-1,-3
31,69,34,9,0,4,0,7,4,7,5,0,0,0,-3
32,69,34,9,0,4,0,7,4,7,5,0,0,0,-3
33,73,36,1,0,4,0,11,6,11,7,2,1,1,-1
34,74,37,2,1,5,0,12,7,0,1,1,1,1,0
35,69,34,9,0,5,0,7,4,7,5,-5,-3,-1,-1
36,69,34,9,0,5,0,7,4,7,5,-5,-3,-1,-1
37,73,36,1,0,5,0,11,6,11,7,4,2,1,0
38,71,35,11,0,5,0,9,5,9,6,-2,-1,-1,-1
39,74,37,2,0,5,0,12,7,0,1,3,2,1,0
40,74,37,2,0,5,0,12,7,0,1,3,2,1,0
41,74,37,2,0,5,0,12,7,0,1,1,1,1,0
42,69,34,9,1,6,0,7,4,7,5,-5,-3,-1,-1
43,67,33,7,0,6,0,5,3,5,4,-2,-1,-1,-2
44,67,33,7,0,6,0,5,3,5,4,-2,-1,-1,-2
45,66,32,6,0,6,0,4,2,4,3,-1,-1,-1,-3
46,66,32,6,0,6,0,4,2,4,3,-1,-1,-1,-3
47,69,34,9,0,6,0,7,4,7,5,3,2,1,-2
48,69,34,9,0,6,0,7,4,7,5,3,2,1,-2
49,69,34,9,0,6,0,7,4,7,5,3,2,1,-2
50,67,33,7,1,7,0,5,3,5,4,-2,-1,-1,-3
51,66,32,6,0,7,0,4,2,4,3,-1,-1,-1,-4
52,66,32,6,0,7,0,4,2,4,3,-1,-1,-1,-4
53,67,33,7,0,7,0,5,3,5,4,1,1,1,-3
54,69,34,9,0,7,0,7,4,7,5,2,1,1,-2
55,71,35,11,0,7,0,9,5,9,6,2,1,1,-1
56,74,37,2,0,7,0,12,7,0,1,3,2,1,0
57,74,37,2,0,7,0,12,7,0,1,1,1,1,0
58,64,31,4,1,8,0,2,1,2,2,-10,-6,-1,-1
59,62,30,2,0,8,0,0,0,0,1,-2,-1,-1,-2
60,62,30,2,0,8,0,0,0,0,1,-2,-1,-1,-2
61,62,30,2,0,8,0,0,0,0,1,-2,-1,-1,-2
