eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0,0,0,7,4,7,5,0,0,0,0
1,74,37,2,0,0,0,7,4,7,5,0,0,0,0
2,74,37,2,1,1,0,7,4,7,5,0,0,0,0
3,74,37,2,0,1,0,7,4,7,5,0,0,0,0
4,72,36,0,0,1,0,5,3,5,4,-2,-1,-1,-1
5,71,35,11,0,1,0,4,2,4,3,-1,-1,-1,-2
6,72,36,0,0,1,0,5,3,5,4,1,1,1,-1
7,74,37,2,0,1,0,7,4,7,5,2,1,1,0
8,71,35,11,1,2,0,4,2,4,3,-3,-2,-1,-1
9,74,37,2,0,2,0,7,4,7,5,3,2,1,0
10,74,37,2,0,2,0,7,4,7,5,3,2,1,0
11,74,37,2,0,2,0,7,4,7,5,3,2,1,0
12,76,38,4,0,2,0,9,5,9,6,2,1,1,1
13,74,37,2,0,2,0,7,4,7,5,-2,-1,-1,0
14,71,35,11,1,3,0,4,2,4,3,-3,-2,-1,-1
15,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,-2
16,71,35,11,0,3,0,4,2,4,3,2,1,1,-1
17,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,-2
18,67,33,7,0,3,0,0,0,0,1,-2,-1,-1,-3
19,69,34,9,0,3,0,2,1,2,2,2,1,1,-2
20,71,35,11,1,4,0,4,2,4,3,2,1,1,-1
21,67,33,7,0,4,0,0,0,0,1,-4,-2,-1,-2
22,67,33,7,0,4,0,0,0,0,1,0,0,0,-2
23,67,33,7,0,4,0,0,0,0,1,0,0,0,-2
24,69,34,9,1,5,0,2,1,2,2,2,1,1,-1
25,69,34,9,0,5,0,2,1,2,2,0,0,0,-1
26,69,34,9,0,5,0,2,1,2,2,0,0,0,-1
27,69,34,9,0,5,0,2,1,2,2,0,0,0,-1
28,73,36,1,0,5,0,6,3,6,4,4,2,1,0
29,69,34,9,0,5,0,2,1,2,2,-4,-2,-1,-1
30,74,37,2,1,6,0,7,4,7,5,5,3,1,0
31,74,37,2,0,6,0,7,4,7,5,0,0,0,0
32,74,37,2,0,6,0,7,4,7,5,0,0,0,0
33,74,37,2,0,6,0,7,4,7,5,0,0,0,0
34,74,37,2,0,6,0,7,4,7,5,0,0,0,0
35,74,37,2,0,6,0,7,4,7,5,0,0,0,0
36,74,37,2,1,7,0,7,4,7,5,0,0,0,0
37,71,35,11,0,7,0,4,2,4,3,-3,-2,-1,-1
38,67,33,7,0,7,0,0,0,0,1,-4,-2,-1,-2
39,67,33,7,0,7,0,0,0,0,1,0,0,0,-2
40,69,34,9,0,7,0,2,1,2,2,2,1,1,-1
41,73,36,1,0,7,0,6,3,6,4,4,2,1,0
42,73,36,1,0,7,0,6,3,6,4,4,2,1,0
43,74,37,2,1,8,0,7,4,7,5,1,1,1,1
44,74,37,2,1,8,0,7,4,7,5,1,1,1,1
45,69,34,9,0,8,0,2,1,2,2,-5,-3,-1,0
46,69,34,9,0,8,0,2,1,2,2,-5,-3,-1,0
47,69,34,9,0,8,0,2,1,2,2,-5,-3,-1,0
48,69,34,9,0,8,0,2,1,2,2,0,0,0,0
49,69,34,9,0,8,0,2,1,2,2,0,0,0,0
50,71,35,11,1,9,0,4,2,4,3,2,1,1,1
51,71,35,11,0,9,0,4,2,4,3,0,0,0,1
52,71,35,11,0,9,0,4,2,4,3,0,0,0,1
53,71,35,11,0,9,0,4,2,4,3,0,0,0,1
54,74,37,2,0,9,0,7,4,7,5,3,2,1,2
55,74,37,2,0,9,0,7,4,7,5,0,0,0,2
56,69,34,9,1,10,0,2,1,2,2,-5,-3,-1,1
57,69,34,9,0,10,0,2,1,2,2,0,0,0,1
58,69,34,9,0,10,0,2,1,2,2,0,0,0,1
59,69,34,9,0,10,0,2,1,2,2,0,0,0,1
60,71,35,11,1,11,0,4,2,4,3,2,1,1,2
61,71,35,11,0,11,0,4,2,4,3,0,0,0,2
62,71,35,11,0,11,0,4,2,4,3,0,0,0,2
63,71,35,11,0,11,0,4,2,4,3,0,0,0,2
64,71,35,11,0,11,0,4,2,4,3,0,0,0,2
65,74,37,2,0,11,0,7,4,7,5,3,2,1,3
66,76,38,4,1,12,0,9,5,9,6,2,1,1,4
67,74,37,2,0,12,0,7,4,7,5,-2,-1,-1,3
68,67,33,7,0,12,0,0,0,0,1,-7,-4,-1,2
69,67,33,7,0,12,0,0,0,0,1,-7,-4,-1,2
70,67,33,7,0,12,0,0,0,0,1,0,0,0,2
71,67,33,7,0,12,0,0,0,0,1,0,0,0,2
72,76,38,4,1,13,0,9,5,9,6,9,5,1,3
73,76,38,4,0,13,0,9,5,9,6,0,0,0,3
74,76,38,4,0,13,0,9,5,9,6,0,0,0,3
75,76,38,4,0,13,0,9,5,9,6,0,0,0,3
76,79,40,7,0,13,0,12,7,0,1,3,2,1,4
77,76,38,4,0,13,0,9,5,9,6,-3,-2,-1,3
78,74,37,2,1,14,0,7,4,7,5,-2,-1,-1,2
79,74,37,2,0,14,0,7,4,7,5,0,0,0,2
80,74,37,2,0,14,0,7,4,7,5,0,0,0,2
81,74,37,2,0,14,0,7,4,7,5,0,0,0,2
82,74,37,2,1,15,0,7,4,7,5,0,0,0,2
83,72,36,0,0,15,0,5,3,5,4,-2,-1,-1,1
84,71,35,11,0,15,0,4,2,4,3,-1,-1,-1,0
85,69,34,9,0,15,0,2,1,2,2,-2,-1,-1,-1
86,72,36,0,0,15,0,5,3,5,4,3,2,1,0
87,69,34,9,0,15,0,2,1,2,2,-3,-2,-1,-1
88,67,33,7,1,16,0,0,0,0,1,-2,-1,-1,-2
89,69,34,9,0,16,0,2,1,2,2,2,1,1,-1
90,69,34,9,0,16,0,2,1,2,2,2,1,1,-1
91,71,35,11,1,17,0,4,2,4,3,2,1,1,0
92,71,35,11,1,17,0,4,2,4,3,2,1,1,0
93,74,37,2,0,17,0,7,4,7,5,3,2,1,1
94,74,37,2,0,17,0,7,4,7,5,3,2,1,1
95,74,37,2,0,17,0,7,4,7,5,3,2,1,1
96,76,38,4,0,17,0,9,5,9,6,2,1,1,2
97,78,39,6,0,17,0,11,6,11,7,2,1,1,3
98,79,40,7,1,18,0,12,7,0,1,1,1,1,4
99,74,37,2,0,18,0,7,4,7,5,-5,-3,-1,3
100,74,37,2,0,18,0,7,4,7,5,0,0,0,3
101,72,36,0,0,18,0,5,3,5,4,-2,-1,-1,2
102,71,35,11,1,19,0,4,2,4,3,-1,-1,-1,1
103,69,34,9,0,19,0,2,1,2,2,-2,-1,-1,0
104,69,34,9,0,19,0,2,1,2,2,-2,-1,-1,0
105,67,33,7,1,20,0,0,0,0,1,-2,-1,-1,-1
