eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0,0,0,4,2,4,3,0,0,0,0
1,71,35,11,1,1,0,4,2,4,3,0,0,0,0
2,69,34,9,0,1,0,2,1,2,2,-2,-1,-1,-1
3,69,34,9,0,1,0,2,1,2,2,-2,-1,-1,-1
4,67,33,7,0,1,0,0,0,0,1,-2,-1,-1,-2
5,74,37,2,0,1,0,7,4,7,5,7,4,1,-1
6,74,37,2,0,1,0,7,4,7,5,7,4,1,-1
7,74,37,2,1,2,0,7,4,7,5,0,0,0,-1
8,76,38,4,0,2,0,9,5,9,6,2,1,1,0
9,76,38,4,0,2,0,9,5,9,6,2,1,1,0
10,74,37,2,0,2,0,7,4,7,5,-2,-1,-1,-1
11,74,37,2,0,2,0,7,4,7,5,0,0,0,-1
12,74,37,2,0,2,0,7,4,7,5,0,0,0,-1
13,79,40,7,1,3,0,12,7,0,1,5,3,1,0
14,78,39,6,0,3,0,11,6,11,7,-1,-1,-1,-1
15,76,38,4,0,3,0,9,5,9,6,-2,-1,-1,-2
16,74,37,2,0,3,0,7,4,7,5,-2,-1,-1,-3
17,71,35,11,0,3,0,4,2,4,3,-3,-2,-1,-4
18,74,37,2,0,3,0,7,4,7,5,3,2,1,-3
19,72,36,0,1,4,0,5,3,5,4,-2,-1,-1,-4
20,69,34,9,0,4,0,2,1,2,2,-3,-2,-1,-5
21,72,36,0,0,4,0,5,3,5,4,3,2,1,-4
22,71,35,11,0,4,0,4,2,4,3,-1,-1,-1,-5
23,74,37,2,0,4,0,7,4,7,5,3,2,1,-4
24,74,37,2,0,4,0,7,4,7,5,3,2,1,-4
25,74,37,2,1,5,0,7,4,7,5,0,0,0,-4
26,71,35,11,0,5,0,4,2,4,3,-3,-2,-1,-5
27,74,37,2,0,5,0,7,4,7,5,3,2,1,-4
28,79,40,7,0,5,0,12,7,0,1,5,3,1,-3
29,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,-4
30,76,38,4,0,5,0,9,5,9,6,-2,-1,-1,-5
31,74,37,2,1,6,0,7,4,7,5,-2,-1,-1,-6
32,71,35,11,0,6,0,4,2,4,3,-3,-2,-1,-7
33,71,35,11,0,6,0,4,2,4,3,-3,-2,-1,-7
34,71,35,11,0,6,0,4,2,4,3,-3,-2,-1,-7
35,74,37,2,0,6,0,7,4,7,5,3,2,1,-6
36,74,37,2,0,6,0,7,4,7,5,3,2,1,-6
37,74,37,2,1,7,0,7,4,7,5,0,0,0,-6
38,76,38,4,0,7,0,9,5,9,6,2,1,1,-5
39,74,37,2,0,7,0,7,4,7,5,-2,-1,-1,-6
40,74,37,2,0,7,0,7,4,7,5,0,0,0,-6
41,72,36,0,0,7,0,5,3,5,4,-2,-1,-1,-7
42,71,35,11,0,7,0,4,2,4,3,-1,-1,-1,-8
43,69,34,9,1,8,0,2,1,2,2,-2,-1,-1,-9
44,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
45,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
46,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
47,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
48,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
49,74,37,2,1,9,0,7,4,7,5,5,3,1,-8
50,71,35,11,0,9,0,4,2,4,3,-3,-2,-1,-9
51,71,35,11,0,9,0,4,2,4,3,0,0,0,-9
52,71,35,11,0,9,0,4,2,4,3,0,0,0,-9
53,69,34,9,0,9,0,2,1,2,2,-2,-1,-1,-10
54,67,33,7,0,9,0,0,0,0,1,-2,-1,-1,-11
55,72,36,0,1,10,0,5,3,5,4,5,3,1,-10
56,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-11
57,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-11
58,71,35,11,0,10,0,4,2,4,3,-1,-1,-1,-11
59,69,34,9,1,11,0,2,1,2,2,-2,-1,-1,-12
60,69,34,9,1,11,0,2,1,2,2,-2,-1,-1,-12
61,69,34,9,1,11,0,2,1,2,2,-2,-1,-1,-12
62,68,33,8,0,11,0,1,0,1,1,-1,-1,-1,-13
63,69,34,9,0,11,0,2,1,2,2,1,1,1,-12
64,74,37,2,0,11,0,7,4,7,5,5,3,1,-11
65,72,36,0,0,11,0,5,3,5,4,-2,-1,-1,-12
66,69,34,9,0,11,0,2,1,2,2,-3,-2,-1,-13
67,67,33,7,1,12,0,0,0,0,1,-2,-1,-1,-14
68,67,33,7,0,12,0,0,0,0,1,0,0,0,-14
69,67,33,7,0,12,0,0,0,0,1,0,0,0,-14
