eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0,0,0,7,4,7,5,0,0,0,0
1,74,37,2,1,1,0,7,4,7,5,0,0,0,0
2,73,36,1,0,1,0,6,3,6,4,-1,-1,-1,-1
3,74,37,2,0,1,0,7,4,7,5,1,1,1,0
4,76,38,4,0,1,0,9,5,9,6,2,1,1,1
5,74,37,2,0,1,0,7,4,7,5,-2,-1,-1,0
6,74,37,2,0,1,0,7,4,7,5,-2,-1,-1,0
7,71,35,11,1,2,0,4,2,4,3,-3,-2,-1,-1
8,67,33,7,0,2,0,0,0,0,1,-4,-2,-1,-2
9,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
10,67,33,7,0,2,0,0,0,0,1,0,0,0,-2
11,74,37,2,0,2,0,7,4,7,5,7,4,1,-1
12,74,37,2,0,2,0,7,4,7,5,7,4,1,-1
13,74,37,2,1,3,0,7,4,7,5,0,0,0,-1
14,73,36,1,0,3,0,6,3,6,4,-1,-1,-1,-2
15,74,37,2,0,3,0,7,4,7,5,1,1,1,-1
16,76,38,4,0,3,0,9,5,9,6,2,1,1,0
17,74,37,2,0,3,0,7,4,7,5,-2,-1,-1,-1
18,74,37,2,0,3,0,7,4,7,5,-2,-1,-1,-1
19,71,35,11,1,4,0,4,2,4,3,-3,-2,-1,-2
20,71,35,11,0,4,0,4,2,4,3,0,0,0,-2
21,71,35,11,0,4,0,4,2,4,3,0,0,0,-2
22,71,35,11,0,4,0,4,2,4,3,0,0,0,-2
23,74,37,2,0,4,0,7,4,7,5,3,2,1,-1
24,74,37,2,0,4,0,7,4,7,5,3,2,1,-1
25,74,37,2,1,5,0,7,4,7,5,0,0,0,-1
26,76,38,4,0,5,0,9,5,9,6,2,1,1,0
27,78,39,6,0,5,0,11,6,11,7,2,1,1,1
28,79,40,7,0,5,0,12,7,0,1,1,1,1,2
29,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,1
30,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,1
31,78,39,6,1,6,0,11,6,11,7,0,0,0,1
32,76,38,4,0,6,0,9,5,9,6,-2,-1,-1,0
33,76,38,4,0,6,0,9,5,9,6,0,0,0,0
34,76,38,4,0,6,0,9,5,9,6,0,0,0,0
35,69,34,9,0,6,0,2,1,2,2,-7,-4,-1,-1
36,69,34,9,0,6,0,2,1,2,2,-7,-4,-1,-1
37,69,34,9,1,7,0,2,1,2,2,0,0,0,-1
38,71,35,11,0,7,0,4,2,4,3,2,1,1,0
39,69,34,9,0,7,0,2,1,2,2,-2,-1,-1,-1
40,78,39,6,0,7,0,11,6,11,7,9,5,1,0
41,76,38,4,0,7,0,9,5,9,6,-2,-1,-1,-1
42,76,38,4,0,7,0,9,5,9,6,-2,-1,-1,-1
43,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,-2
44,74,37,2,0,8,0,7,4,7,5,0,0,0,-2
45,74,37,2,0,8,0,7,4,7,5,0,0,0,-2
46,74,37,2,0,8,0,7,4,7,5,0,0,0,-2
47,74,37,2,0,8,0,7,4,7,5,0,0,0,-2
48,74,37,2,0,8,0,7,4,7,5,0,0,0,-2
49,74,37,2,1,9,0,7,4,7,5,0,0,0,-2
50,76,38,4,0,9,0,9,5,9,6,2,1,1,-1
51,78,39,6,0,9,0,11,6,11,7,2,1,1,0
52,79,40,7,0,9,0,12,7,0,1,1,1,1,1
53,78,39,6,0,9,0,11,6,11,7,-1,-1,-1,0
54,78,39,6,0,9,0,11,6,11,7,-1,-1,-1,0
55,78,39,6,1,10,0,11,6,11,7,0,0,0,0
56,76,38,4,0,10,0,9,5,9,6,-2,-1,-1,-1
57,76,38,4,0,10,0,9,5,9,6,0,0,0,-1
58,76,38,4,0,10,0,9,5,9,6,0,0,0,-1
59,69,34,9,0,10,0,2,1,2,2,-7,-4,-1,-2
60,69,34,9,0,10,0,2,1,2,2,-7,-4,-1,-2
61,69,34,9,1,11,0,2,1,2,2,0,0,0,-2
62,71,35,11,0,11,0,4,2,4,3,2,1,1,-1
63,69,34,9,0,11,0,2,1,2,2,-2,-1,-1,-2
64,78,39,6,0,11,0,11,6,11,7,9,5,1,-1
65,76,38,4,0,11,0,9,5,9,6,-2,-1,-1,-2
66,76,38,4,0,11,0,9,5,9,6,-2,-1,-1,-2
67,74,37,2,1,12,0,7,4,7,5,-2,-1,-1,-3
68,74,37,2,0,12,0,7,4,7,5,0,0,0,-3
69,74,37,2,0,12,0,7,4,7,5,0,0,0,-3
