eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,0,0,0,0,0,0,1,5,3,1,1
2,67,33,7,0,0,0,0,0,0,1,5,3,1,1
3,69,34,9,0,0,0,2,1,2,2,2,1,1,2
4,69,34,9,0,0,0,2,1,2,2,2,1,1,2
5,69,34,9,0,0,0,2,1,2,2,0,0,0,2
6,71,35,11,1,1,0,4,2,4,3,2,1,1,3
7,71,35,11,0,1,0,4,2,4,3,0,0,0,3
8,71,35,11,0,1,0,4,2,4,3,0,0,0,3
9,71,35,11,0,1,0,4,2,4,3,0,0,0,3
10,71,35,11,0,1,0,4,2,4,3,0,0,0,3
11,74,37,2,0,1,0,7,4,7,5,3,2,1,4
12,74,37,2,0,1,0,7,4,7,5,0,0,0,4
13,74,37,2,0,1,0,7,4,7,5,0,0,0,4
14,72,36,0,0,1,0,5,3,5,4,-2,-1,-1,3
15,71,35,11,0,1,0,4,2,4,3,-1,-1,-1,2
16,71,35,11,0,1,0,4,2,4,3,-1,-1,-1,2
17,69,34,9,1,2,0,2,1,2,2,-2,-1,-1,1
18,69,34,9,1,2,0,2,1,2,2,-2,-1,-1,1
19,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
20,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
21,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
22,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
23,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
24,62,30,2,0,2,0,-5,-3,7,5,-7,-4,-1,0
25,67,33,7,0,2,0,0,0,0,1,5,3,1,1
26,67,33,7,0,2,0,0,0,0,1,5,3,1,1
27,69,34,9,0,2,0,2,1,2,2,2,1,1,2
28,69,34,9,0,2,0,2,1,2,2,2,1,1,2
29,71,35,11,1,3,0,4,2,4,3,2,1,1,3
30,71,35,11,1,3,0,4,2,4,3,2,1,1,3
31,74,37,2,0,3,0,7,4,7,5,3,2,1,4
32,74,37,2,0,3,0,7,4,7,5,3,2,1,4
33,74,37,2,0,3,0,7,4,7,5,3,2,1,4
34,74,37,2,0,3,0,7,4,7,5,3,2,1,4
35,74,37,2,0,3,0,7,4,7,5,3,2,1,4
36,74,37,2,0,3,0,7,4,7,5,3,2,1,4
37,72,36,0,0,3,0,5,3,5,4,-2,-1,-1,3
38,72,36,0,0,3,0,5,3,5,4,-2,-1,-1,3
39,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,2
40,71,35,11,0,3,0,4,2,4,3,-1,-1,-1,2
41,69,34,9,1,4,0,2,1,2,2,-2,-1,-1,1
42,69,34,9,1,4,0,2,1,2,2,-2,-1,-1,1
43,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
44,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
45,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
46,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
47,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
48,62,30,2,0,4,0,-5,-3,7,5,-7,-4,-1,0
49,67,33,7,0,4,0,0,0,0,1,5,3,1,1
50,67,33,7,0,4,0,0,0,0,1,5,3,1,1
51,69,34,9,0,4,0,2,1,2,2,2,1,1,2
52,69,34,9,0,4,0,2,1,2,2,2,1,1,2
53,71,35,11,1,5,0,4,2,4,3,2,1,1,3
54,71,35,11,1,5,0,4,2,4,3,2,1,1,3
55,74,37,2,0,5,0,7,4,7,5,3,2,1,4
56,74,37,2,0,5,0,7,4,7,5,3,2,1,4
57,74,37,2,0,5,0,7,4,7,5,3,2,1,4
58,74,37,2,0,5,0,7,4,7,5,3,2,1,4
59,76,38,4,1,6,0,9,5,9,6,2,1,1,5
60,76,38,4,1,6,0,9,5,9,6,2,1,1,5
61,74,37,2,0,6,0,7,4,7,5,-2,-1,-1,4
62,74,37,2,0,6,0,7,4,7,5,-2,-1,-1,4
63,71,35,11,0,6,0,4,2,4,3,-3,-2,-1,3
64,71,35,11,0,6,0,4,2,4,3,-3,-2,-1,3
65,71,35,11,1,7,0,4,2,4,3,0,0,0,3
66,71,35,11,1,7,0,4,2,4,3,0,0,0,3
67,69,34,9,0,7,0,2,1,2,2,-2,-1,-1,2
68,72,36,0,0,7,0,5,3,5,4,3,2,1,3
69,72,36,0,1,8,0,5,3,5,4,0,0,0,3
70,72,36,0,1,8,0,5,3,5,4,0,0,0,3
71,72,36,0,1,8,0,5,3,5,4,0,0,0,3
72,72,36,0,1,8,0,5,3,5,4,0,0,0,3
73,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,2
74,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,2
75,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,1
76,69,34,9,0,8,0,2,1,2,2,-2,-1,-1,1
77,67,33,7,1,9,0,0,0,0,1,-2,-1,-1,0
78,67,33,7,1,9,0,0,0,0,1,-2,-1,-1,0
79,69,34,9,0,9,0,2,1,2,2,2,1,1,1
80,69,34,9,0,9,0,2,1,2,2,2,1,1,1
81,71,35,11,0,9,0,4,2,4,3,2,1,1,2
82,71,35,11,0,9,0,4,2,4,3,2,1,1,2
83,69,34,9,1,10,0,2,1,2,2,-2,-1,-1,1
84,69,34,9,1,10,0,2,1,2,2,-2,-1,-1,1
85,67,33,7,0,10,0,0,0,0,1,-2,-1,-1,0
86,67,33,7,0,10,0,0,0,0,1,-2,-1,-1,0
87,67,33,7,0,10,0,0,0,0,1,-2,-1,-1,0
88,66,32,6,0,10,0,-1,-1,11,7,-1,-1,-1,-1
89,64,31,4,1,11,0,-3,-2,9,6,-2,-1,-1,-2
90,64,31,4,1,11,0,-3,-2,9,6,-2,-1,-1,-2
91,62,30,2,0,11,0,-5,-3,7,5,-2,-1,-1,-3
