eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,1,1,0,4,2,4,3,0,0,0,0
1,67,33,7,0,1,0,0,0,0,1,-4,-2,-1,-1
2,67,33,7,0,1,0,0,0,0,1,-4,-2,-1,-1
3,67,33,7,0,1,0,0,0,0,1,-4,-2,-1,-1
4,67,33,7,0,1,0,0,0,0,1,-4,-2,-1,-1
5,69,34,9,0,1,0,2,1,2,2,2,1,1,0
6,71,35,11,1,2,0,4,2,4,3,2,1,1,1
7,71,35,11,0,2,0,4,2,4,3,0,0,0,1
8,71,35,11,0,2,0,4,2,4,3,0,0,0,1
9,69,34,9,0,2,0,2,1,2,2,-2,-1,-1,0
10,71,35,11,0,2,0,4,2,4,3,2,1,1,1
11,72,36,0,0,2,0,5,3,5,4,1,1,1,2
12,74,37,2,1,3,0,7,4,7,5,2,1,1,3
13,74,37,2,0,3,0,7,4,7,5,0,0,0,3
14,74,37,2,0,3,0,7,4,7,5,0,0,0,3
15,74,37,2,0,3,0,7,4,7,5,0,0,0,3
16,74,37,2,0,3,0,7,4,7,5,0,0,0,3
17,74,37,2,1,4,0,7,4,7,5,0,0,0,3
18,74,37,2,1,4,0,7,4,7,5,0,0,0,3
19,76,38,4,0,4,0,9,5,9,6,2,1,1,4
20,76,38,4,0,4,0,9,5,9,6,2,1,1,4
21,81,41,9,0,4,0,14,8,2,2,5,3,1,5
22,81,41,9,0,4,0,14,8,2,2,5,3,1,5
23,79,40,7,1,5,0,12,7,0,1,-2,-1,-1,4
24,79,40,7,1,5,0,12,7,0,1,-2,-1,-1,4
25,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,3
26,78,39,6,0,5,0,11,6,11,7,-1,-1,-1,3
27,76,38,4,0,5,0,9,5,9,6,-2,-1,-1,2
28,76,38,4,0,5,0,9,5,9,6,-2,-1,-1,2
29,76,38,4,1,6,0,9,5,9,6,0,0,0,2
30,76,38,4,1,6,0,9,5,9,6,0,0,0,2
31,74,37,2,0,6,0,7,4,7,5,-2,-1,-1,1
32,74,37,2,0,6,0,7,4,7,5,-2,-1,-1,1
33,74,37,2,0,6,0,7,4,7,5,0,0,0,1
34,74,37,2,0,6,0,7,4,7,5,0,0,0,1
35,74,37,2,0,6,0,7,4,7,5,0,0,0,1
36,74,37,2,0,6,0,7,4,7,5,0,0,0,1
37,79,40,7,1,7,0,12,7,0,1,5,3,1,2
