eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0,0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1,1,0,0,0,0,1,5,3,1,1
2,59,28,11,0,1,0,-8,-5,4,3,-8,-5,-1,0
3,59,28,11,0,1,0,-8,-5,4,3,-8,-5,-1,0
4,64,31,4,0,1,0,-3,-2,9,6,5,3,1,1
5,62,30,2,0,1,0,-5,-3,7,5,-2,-1,-1,0
6,62,30,2,0,1,0,-5,-3,7,5,-2,-1,-1,0
7,60,29,0,1,2,0,-7,-4,5,4,-2,-1,-1,-1
8,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
9,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
10,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
11,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
12,60,29,0,0,2,0,-7,-4,5,4,0,0,0,-1
13,69,34,9,1,3,0,2,1,2,2,9,5,1,0
14,67,33,7,0,3,0,0,0,0,1,-2,-1,-1,-1
15,67,33,7,0,3,0,0,0,0,1,-2,-1,-1,-1
16,66,32,6,0,3,0,-1,-1,11,7,-1,-1,-1,-2
17,67,33,7,0,3,0,0,0,0,1,1,1,1,-1
18,67,33,7,0,3,0,0,0,0,1,1,1,1,-1
19,62,30,2,1,4,0,-5,-3,7,5,-5,-3,-1,-2
20,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-2
21,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-2
22,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-2
23,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-2
24,62,30,2,0,4,0,-5,-3,7,5,0,0,0,-2
25,67,33,7,1,5,0,0,0,0,1,5,3,1,-1
26,71,35,11,0,5,0,4,2,4,3,4,2,1,0
27,71,35,11,0,5,0,4,2,4,3,4,2,1,0
28,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-1
29,67,33,7,0,5,0,0,0,0,1,-2,-1,-1,-2
30,67,33,7,0,5,0,0,0,0,1,-2,-1,-1,-2
31,64,31,4,1,6,0,-3,-2,9,6,-2,-1,-1,-4
32,64,31,4,0,6,0,-3,-2,9,6,0,0,0,-4
33,64,31,4,0,6,0,-3,-2,9,6,0,0,0,-4
34,64,31,4,0,6,0,-3,-2,9,6,0,0,0,-4
35,62,30,2,0,6,0,-5,-3,7,5,-2,-1,-1,-5
36,62,30,2,0,6,0,-5,-3,7,5,-2,-1,-1,-5
37,64,31,4,1,7,0,-3,-2,9,6,2,1,1,-4
38,67,33,7,0,7,0,0,0,0,1,3,2,1,-3
39,67,33,7,0,7,0,0,0,0,1,3,2,1,-3
40,66,32,6,0,7,0,-1,-1,11,7,-1,-1,-1,-4
41,69,34,9,0,7,0,2,1,2,2,3,2,1,-3
42,69,34,9,0,7,0,2,1,2,2,3,2,1,-3
43,67,33,7,1,8,0,0,0,0,1,-2,-1,-1,-4
44,67,33,7,0,8,0,0,0,0,1,0,0,0,-4
45,67,33,7,0,8,0,0,0,0,1,0,0,0,-4
46,67,33,7,0,8,0,0,0,0,1,0,0,0,-4
47,62,30,2,0,8,0,-5,-3,7,5,-5,-3,-1,-5
48,62,30,2,0,8,0,-5,-3,7,5,-5,-3,-1,-5
49,62,30,2,1,9,0,-5,-3,7,5,0,0,0,-5
50,67,33,7,0,9,0,0,0,0,1,5,3,1,-4
51,67,33,7,0,9,0,0,0,0,1,0,0,0,-4
52,67,33,7,0,9,0,0,0,0,1,0,0,0,-4
53,66,32,6,0,9,0,-1,-1,11,7,-1,-1,-1,-5
54,64,31,4,0,9,0,-3,-2,9,6,-2,-1,-1,-6
55,62,30,2,1,10,0,-5,-3,7,5,-2,-1,-1,-7
56,66,32,6,0,10,0,-1,-1,11,7,4,2,1,-6
57,66,32,6,0,10,0,-1,-1,11,7,0,0,0,-6
58,66,32,6,0,10,0,-1,-1,11,7,0,0,0,-6
59,66,32,6,0,10,0,-1,-1,11,7,0,0,0,-6
60,66,32,6,0,10,0,-1,-1,11,7,0,0,0,-6
61,64,31,4,1,11,0,-3,-2,9,6,-2,-1,-1,-7
62,66,32,6,0,11,0,-1,-1,11,7,2,1,1,-6
63,66,32,6,0,11,0,-1,-1,11,7,2,1,1,-6
64,67,33,7,0,11,0,0,0,0,1,1,1,1,-5
65,66,32,6,0,11,0,-1,-1,11,7,-1,-1,-1,-6
66,64,31,4,0,11,0,-3,-2,9,6,-2,-1,-1,-7
67,64,31,4,1,12,0,-3,-2,9,6,0,0,0,-7
68,62,30,2,0,12,0,-5,-3,7,5,-2,-1,-1,-8
69,61,29,1,0,12,0,-6,-4,6,4,-1,-1,-1,-9
70,62,30,2,0,12,0,-5,-3,7,5,1,1,1,-8
71,64,31,4,0,12,0,-3,-2,9,6,2,1,1,-7
72,66,32,6,0,12,0,-1,-1,11,7,2,1,1,-6
73,67,33,7,1,13,0,0,0,0,1,1,1,1,-5
74,62,30,2,0,13,0,-5,-3,7,5,-5,-3,-1,-6
75,62,30,2,0,13,0,-5,-3,7,5,-5,-3,-1,-6
76,64,31,4,0,13,0,-3,-2,9,6,2,1,1,-5
77,62,30,2,0,13,0,-5,-3,7,5,-2,-1,-1,-6
78,62,30,2,0,13,0,-5,-3,7,5,-2,-1,-1,-6
79,60,29,0,1,14,0,-7,-4,5,4,-2,-1,-1,-7
80,60,29,0,0,14,0,-7,-4,5,4,0,0,0,-7
81,60,29,0,0,14,0,-7,-4,5,4,0,0,0,-7
82,60,29,0,0,14,0,-7,-4,5,4,0,0,0,-7
83,66,32,6,0,14,0,-1,-1,11,7,6,3,1,-6
84,66,32,6,0,14,0,-1,-1,11,7,6,3,1,-6
85,69,34,9,1,15,0,2,1,2,2,3,2,1,-5
86,67,33,7,0,15,0,0,0,0,1,-2,-1,-1,-6
87,67,33,7,0,15,0,0,0,0,1,-2,-1,-1,-6
