eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0,0,0,4,2,4,3,0,0,0,0
1,67,33,7,1,1,0,0,0,0,1,-4,-2,-1,-1
2,67,33,7,1,1,0,0,0,0,1,-4,-2,-1,-1
3,71,35,11,0,1,0,4,2,4,3,4,2,1,0
4,71,35,11,0,1,0,4,2,4,3,4,2,1,0
5,74,37,2,0,1,0,7,4,7,5,3,2,1,1
6,74,37,2,0,1,0,7,4,7,5,3,2,1,1
7,79,40,7,1,2,0,12,7,0,1,5,3,1,2
8,79,40,7,1,2,0,12,7,0,1,5,3,1,2
9,79,40,7,0,2,0,12,7,0,1,0,0,0,2
10,79,40,7,0,2,0,12,7,0,1,0,0,0,2
11,79,40,7,0,2,0,12,7,0,1,0,0,0,2
12,79,40,7,0,2,0,12,7,0,1,0,0,0,2
13,71,35,11,0,2,0,4,2,4,3,-8,-5,-1,1
14,71,35,11,1,3,0,4,2,4,3,0,0,0,1
15,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,0
16,69,34,9,0,3,0,2,1,2,2,-2,-1,-1,0
17,66,32,6,0,3,0,-1,-1,11,7,-3,-2,-1,-1
18,66,32,6,0,3,0,-1,-1,11,7,-3,-2,-1,-1
19,66,32,6,0,3,0,-1,-1,11,7,-3,-2,-1,-1
20,69,34,9,1,4,0,2,1,2,2,3,2,1,0
21,67,33,7,0,4,0,0,0,0,1,-2,-1,-1,-1
22,67,33,7,0,4,0,0,0,0,1,-2,-1,-1,-1
23,67,33,7,1,5,0,0,0,0,1,0,0,0,-1
24,67,33,7,1,5,0,0,0,0,1,0,0,0,-1
25,67,33,7,1,5,0,0,0,0,1,0,0,0,-1
26,67,33,7,1,5,0,0,0,0,1,0,0,0,-1
27,71,35,11,0,5,0,4,2,4,3,4,2,1,0
28,71,35,11,0,5,0,4,2,4,3,4,2,1,0
29,71,35,11,0,5,0,4,2,4,3,4,2,1,0
30,71,35,11,0,5,0,4,2,4,3,4,2,1,0
31,69,34,9,0,5,0,2,1,2,2,-2,-1,-1,-1
32,67,33,7,1,6,0,0,0,0,1,-2,-1,-1,-2
33,71,35,11,0,6,0,4,2,4,3,4,2,1,-1
34,71,35,11,0,6,0,4,2,4,3,4,2,1,-1
35,74,37,2,0,6,0,7,4,7,5,3,2,1,0
36,74,37,2,0,6,0,7,4,7,5,3,2,1,0
37,79,40,7,1,7,0,12,7,0,1,5,3,1,1
38,79,40,7,1,7,0,12,7,0,1,5,3,1,1
39,74,37,2,0,7,0,7,4,7,5,-5,-3,-1,0
40,74,37,2,0,7,0,7,4,7,5,-5,-3,-1,0
41,74,37,2,0,7,0,7,4,7,5,-5,-3,-1,0
42,74,37,2,0,7,0,7,4,7,5,-5,-3,-1,0
43,76,38,4,0,7,0,9,5,9,6,2,1,1,1
44,74,37,2,1,8,0,7,4,7,5,-2,-1,-1,0
45,72,36,0,0,8,0,5,3,5,4,-2,-1,-1,-1
46,72,36,0,0,8,0,5,3,5,4,-2,-1,-1,-1
47,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,-2
48,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,-2
49,71,35,11,0,8,0,4,2,4,3,-1,-1,-1,-2
50,74,37,2,1,9,0,7,4,7,5,3,2,1,-1
51,69,34,9,0,9,0,2,1,2,2,-5,-3,-1,-2
52,69,34,9,0,9,0,2,1,2,2,-5,-3,-1,-2
53,69,34,9,1,10,0,2,1,2,2,0,0,0,-2
54,69,34,9,1,10,0,2,1,2,2,0,0,0,-2
55,69,34,9,1,10,0,2,1,2,2,0,0,0,-2
56,69,34,9,1,10,0,2,1,2,2,0,0,0,-2
57,74,37,2,0,10,0,7,4,7,5,5,3,1,-1
58,74,37,2,0,10,0,7,4,7,5,5,3,1,-1
59,74,37,2,0,10,0,7,4,7,5,5,3,1,-1
60,74,37,2,0,10,0,7,4,7,5,5,3,1,-1
61,76,38,4,1,11,0,9,5,9,6,2,1,1,0
62,76,38,4,1,11,0,9,5,9,6,2,1,1,0
63,76,38,4,0,11,0,9,5,9,6,0,0,0,0
64,76,38,4,0,11,0,9,5,9,6,0,0,0,0
65,74,37,2,0,11,0,7,4,7,5,-2,-1,-1,-1
66,74,37,2,0,11,0,7,4,7,5,-2,-1,-1,-1
67,76,38,4,1,12,0,9,5,9,6,2,1,1,0
68,76,38,4,1,12,0,9,5,9,6,2,1,1,0
69,76,38,4,0,12,0,9,5,9,6,0,0,0,0
70,76,38,4,0,12,0,9,5,9,6,0,0,0,0
71,74,37,2,0,12,0,7,4,7,5,-2,-1,-1,-1
72,74,37,2,0,12,0,7,4,7,5,-2,-1,-1,-1
73,74,37,2,0,12,0,7,4,7,5,-2,-1,-1,-1
74,76,38,4,1,13,0,9,5,9,6,2,1,1,0
75,78,39,6,0,13,0,11,6,11,7,2,1,1,1
76,78,39,6,0,13,0,11,6,11,7,2,1,1,1
77,81,41,9,0,13,0,14,8,2,2,3,2,1,2
78,81,41,9,0,13,0,14,8,2,2,3,2,1,2
79,79,40,7,1,14,0,12,7,0,1,-2,-1,-1,1
80,79,40,7,1,14,0,12,7,0,1,-2,-1,-1,1
81,79,40,7,1,15,0,12,7,0,1,0,0,0,1
82,79,40,7,1,15,0,12,7,0,1,0,0,0,1
83,79,40,7,1,15,0,12,7,0,1,0,0,0,1
84,79,40,7,1,15,0,12,7,0,1,0,0,0,1
85,79,40,7,1,15,0,12,7,0,1,0,0,0,1
86,79,40,7,1,15,0,12,7,0,1,0,0,0,1
87,83,42,11,0,15,0,16,9,4,3,4,2,1,2
88,83,42,11,0,15,0,16,9,4,3,4,2,1,2
89,83,42,11,0,15,0,16,9,4,3,4,2,1,2
90,83,42,11,0,15,0,16,9,4,3,4,2,1,2
91,79,40,7,1,16,0,12,7,0,1,-4,-2,-1,1
92,79,40,7,1,16,0,12,7,0,1,-4,-2,-1,1
93,78,39,6,0,16,0,11,6,11,7,-1,-1,-1,0
94,78,39,6,0,16,0,11,6,11,7,-1,-1,-1,0
95,76,38,4,0,16,0,9,5,9,6,-2,-1,-1,-1
96,76,38,4,0,16,0,9,5,9,6,-2,-1,-1,-1
97,74,37,2,1,17,0,7,4,7,5,-2,-1,-1,-2
98,74,37,2,1,17,0,7,4,7,5,-2,-1,-1,-2
99,71,35,11,0,17,0,4,2,4,3,-3,-2,-1,-3
100,71,35,11,0,17,0,4,2,4,3,-3,-2,-1,-3
101,76,38,4,0,17,0,9,5,9,6,5,3,1,-2
102,76,38,4,0,17,0,9,5,9,6,5,3,1,-2
103,74,37,2,1,18,0,7,4,7,5,-2,-1,-1,-3
104,74,37,2,1,18,0,7,4,7,5,-2,-1,-1,-3
105,72,36,0,0,18,0,5,3,5,4,-2,-1,-1,-4
106,72,36,0,0,18,0,5,3,5,4,-2,-1,-1,-4
107,69,34,9,0,18,0,2,1,2,2,-3,-2,-1,-5
108,69,34,9,0,18,0,2,1,2,2,-3,-2,-1,-5
109,69,34,9,0,18,0,2,1,2,2,-3,-2,-1,-5
110,71,35,11,1,19,0,4,2,4,3,2,1,1,-4
111,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
112,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
113,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
114,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
115,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
116,71,35,11,1,20,0,4,2,4,3,0,0,0,-4
117,79,40,7,0,20,0,12,7,0,1,8,5,1,-3
118,79,40,7,0,20,0,12,7,0,1,8,5,1,-3
119,79,40,7,0,20,0,12,7,0,1,8,5,1,-3
120,79,40,7,0,20,0,12,7,0,1,8,5,1,-3
121,79,40,7,1,21,0,12,7,0,1,0,0,0,-3
122,79,40,7,1,21,0,12,7,0,1,0,0,0,-3
123,78,39,6,0,21,0,11,6,11,7,-1,-1,-1,-4
124,78,39,6,0,21,0,11,6,11,7,-1,-1,-1,-4
125,76,38,4,0,21,0,9,5,9,6,-2,-1,-1,-5
126,76,38,4,0,21,0,9,5,9,6,-2,-1,-1,-5
127,74,37,2,1,22,0,7,4,7,5,-2,-1,-1,-6
128,74,37,2,1,22,0,7,4,7,5,-2,-1,-1,-6
129,71,35,11,0,22,0,4,2,4,3,-3,-2,-1,-7
130,71,35,11,0,22,0,4,2,4,3,-3,-2,-1,-7
131,76,38,4,0,22,0,9,5,9,6,5,3,1,-6
132,76,38,4,0,22,0,9,5,9,6,5,3,1,-6
133,74,37,2,1,23,0,7,4,7,5,-2,-1,-1,-7
134,74,37,2,1,23,0,7,4,7,5,-2,-1,-1,-7
135,72,36,0,0,23,0,5,3,5,4,-2,-1,-1,-8
136,72,36,0,0,23,0,5,3,5,4,-2,-1,-1,-8
137,69,34,9,0,23,0,2,1,2,2,-3,-2,-1,-9
138,69,34,9,0,23,0,2,1,2,2,-3,-2,-1,-9
139,69,34,9,0,23,0,2,1,2,2,-3,-2,-1,-9
140,67,33,7,1,24,0,0,0,0,1,-2,-1,-1,-10
141,67,33,7,1,25,0,0,0,0,1,0,0,0,-10
142,67,33,7,1,25,0,0,0,0,1,0,0,0,-10
143,67,33,7,1,25,0,0,0,0,1,0,0,0,-10
144,67,33,7,1,25,0,0,0,0,1,0,0,0,-10
145,67,33,7,1,25,0,0,0,0,1,0,0,0,-10
