eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,69,67,32,7,5,0,0,0,0
1,74,37,2,62,67,32,7,5,0,0,0,0
2,67,33,7,65,60,28,0,1,-7,-4,-1,-1
3,67,33,7,62,60,28,0,1,0,0,0,-1
4,67,33,7,62,60,28,0,1,0,0,0,-1
5,67,33,7,66,60,28,0,1,0,0,0,-1
6,69,34,9,66,62,29,2,2,2,1,1,0
7,67,33,7,63,60,28,0,1,-2,-1,-1,-1
8,67,33,7,63,60,28,0,1,-2,-1,-1,-1
9,69,34,9,63,62,29,2,2,2,1,1,0
10,71,35,11,67,64,30,4,3,2,1,1,1
11,71,35,11,61,64,30,4,3,0,0,0,1
12,71,35,11,61,64,30,4,3,0,0,0,1
13,74,37,2,65,67,32,7,5,3,2,1,2
14,74,37,2,65,67,32,7,5,3,2,1,2
15,74,37,2,65,67,32,7,5,3,2,1,2
16,74,37,2,65,67,32,7,5,3,2,1,2
17,74,37,2,59,67,32,7,5,0,0,0,2
18,67,33,7,69,60,28,0,1,-7,-4,-1,1
19,67,33,7,61,60,28,0,1,0,0,0,1
20,67,33,7,61,60,28,0,1,0,0,0,1
21,67,33,7,56,60,28,0,1,0,0,0,1
22,69,34,9,62,62,29,2,2,2,1,1,2
23,67,33,7,61,60,28,0,1,-2,-1,-1,1
24,67,33,7,61,60,28,0,1,-2,-1,-1,1
25,69,34,9,58,62,29,2,2,2,1,1,2
26,71,35,11,69,64,30,4,3,2,1,1,3
27,71,35,11,60,64,30,4,3,0,0,0,3
28,71,35,11,60,64,30,4,3,0,0,0,3
29,71,35,11,61,64,30,4,3,0,0,0,3
30,71,35,11,61,64,30,4,3,0,0,0,3
31,71,35,11,61,64,30,4,3,0,0,0,3
32,71,35,11,61,64,30,4,3,0,0,0,3
33,71,35,11,56,64,30,4,3,0,0,0,3
34,72,36,0,63,65,31,5,4,1,1,1,4
35,71,35,11,64,64,30,4,3,-1,-1,-1,3
36,71,35,11,64,64,30,4,3,-1,-1,-1,3
37,71,35,11,64,64,30,4,3,-1,-1,-1,3
38,72,36,0,70,65,31,5,4,1,1,1,4
39,71,35,11,62,64,30,4,3,-1,-1,-1,3
40,72,36,0,61,65,31,5,4,1,1,1,4
41,74,37,2,62,67,32,7,5,2,1,1,5
42,76,38,4,69,69,33,9,6,2,1,1,6
43,76,38,4,60,69,33,9,6,0,0,0,6
44,76,38,4,60,69,33,9,6,0,0,0,6
45,76,38,4,68,69,33,9,6,0,0,0,6
46,76,38,4,68,69,33,9,6,0,0,0,6
47,72,36,0,61,65,31,5,4,-4,-2,-1,5
48,72,36,0,61,65,31,5,4,-4,-2,-1,5
49,76,38,4,58,69,33,9,6,4,2,1,6
50,74,37,2,72,67,32,7,5,-2,-1,-1,5
51,76,38,4,62,69,33,9,6,2,1,1,6
52,76,38,4,62,69,33,9,6,2,1,1,6
53,74,37,2,58,67,32,7,5,-2,-1,-1,5
54,72,36,0,68,65,31,5,4,-2,-1,-1,4
55,72,36,0,66,65,31,5,4,0,0,0,4
56,74,37,2,61,67,32,7,5,2,1,1,5
57,72,36,0,64,65,31,5,4,-2,-1,-1,4
