eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,61,55,25,7,5,0,0,0,0
1,67,33,7,62,60,28,0,1,5,3,1,1
2,69,34,9,64,62,29,2,2,2,1,1,2
3,69,34,9,64,62,29,2,2,2,1,1,2
4,69,34,9,62,62,29,2,2,0,0,0,2
5,71,35,11,65,64,30,4,3,2,1,1,3
6,69,34,9,68,62,29,2,2,-2,-1,-1,2
7,69,34,9,68,62,29,2,2,-2,-1,-1,2
8,69,34,9,61,62,29,2,2,0,0,0,2
9,67,33,7,62,60,28,0,1,-2,-1,-1,1
10,67,33,7,65,60,28,0,1,0,0,0,1
11,67,33,7,65,60,28,0,1,0,0,0,1
12,67,33,7,58,60,28,0,1,0,0,0,1
13,67,33,7,70,60,28,0,1,0,0,0,1
14,66,32,6,64,59,27,11,7,-1,-1,-1,0
15,66,32,6,64,59,27,11,7,-1,-1,-1,0
16,66,32,6,64,59,27,11,7,-1,-1,-1,0
17,64,31,4,62,57,26,9,6,-2,-1,-1,-1
18,64,31,4,61,57,26,9,6,0,0,0,-1
19,64,31,4,61,57,26,9,6,0,0,0,-1
20,66,32,6,64,59,27,11,7,2,1,1,0
21,67,33,7,66,60,28,0,1,1,1,1,1
22,66,32,6,62,59,27,11,7,-1,-1,-1,0
23,66,32,6,62,59,27,11,7,-1,-1,-1,0
24,64,31,4,57,57,26,9,6,-2,-1,-1,-1
25,64,31,4,69,57,26,9,6,0,0,0,-1
26,62,30,2,69,55,25,7,5,-2,-1,-1,-2
27,62,30,2,69,55,25,7,5,-2,-1,-1,-2
28,62,30,2,67,55,25,7,5,0,0,0,-2
29,62,30,2,67,55,25,7,5,0,0,0,-2
30,62,30,2,56,55,25,7,5,0,0,0,-2
31,62,30,2,56,55,25,7,5,0,0,0,-2
32,62,30,2,56,55,25,7,5,0,0,0,-2
33,62,30,2,67,55,25,7,5,0,0,0,-2
34,64,31,4,62,57,26,9,6,2,1,1,-1
35,64,31,4,62,57,26,9,6,2,1,1,-1
36,66,32,6,58,59,27,11,7,2,1,1,0
37,67,33,7,65,60,28,0,1,1,1,1,1
38,62,30,2,62,55,25,7,5,-5,-3,-1,0
39,62,30,2,62,55,25,7,5,-5,-3,-1,0
40,62,30,2,62,55,25,7,5,-5,-3,-1,0
41,62,30,2,62,55,25,7,5,-5,-3,-1,0
42,72,36,0,56,65,31,5,4,10,6,1,1
43,72,36,0,56,65,31,5,4,10,6,1,1
44,71,35,11,64,64,30,4,3,-1,-1,-1,0
45,71,35,11,64,64,30,4,3,-1,-1,-1,0
46,69,34,9,62,62,29,2,2,-2,-1,-1,-1
47,69,34,9,62,62,29,2,2,-2,-1,-1,-1
48,67,33,7,69,60,28,0,1,-2,-1,-1,-2
