eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,61,55,25,7,5,0,0,0,0
1,67,33,7,67,60,28,0,1,5,3,1,1
2,67,33,7,67,60,28,0,1,5,3,1,1
3,71,35,11,66,64,30,4,3,4,2,1,2
4,71,35,11,66,64,30,4,3,4,2,1,2
5,67,33,7,64,60,28,0,1,-4,-2,-1,1
6,67,33,7,57,60,28,0,1,0,0,0,1
7,66,32,6,56,59,27,11,7,-1,-1,-1,0
8,64,31,4,67,57,26,9,6,-2,-1,-1,-1
9,66,32,6,56,59,27,11,7,2,1,1,0
10,66,32,6,56,59,27,11,7,2,1,1,0
11,71,35,11,64,64,30,4,3,5,3,1,1
12,71,35,11,64,64,30,4,3,5,3,1,1
13,69,34,9,65,62,29,2,2,-2,-1,-1,0
14,69,34,9,65,62,29,2,2,-2,-1,-1,0
15,72,36,0,56,65,31,5,4,3,2,1,1
16,72,36,0,56,65,31,5,4,3,2,1,1
17,72,36,0,56,65,31,5,4,3,2,1,1
18,71,35,11,59,64,30,4,3,-1,-1,-1,0
19,69,34,9,61,62,29,2,2,-2,-1,-1,-1
20,62,30,2,72,55,25,7,5,-7,-4,-1,-2
21,62,30,2,60,55,25,7,5,0,0,0,-2
22,62,30,2,60,55,25,7,5,0,0,0,-2
23,62,30,2,60,55,25,7,5,0,0,0,-2
24,62,30,2,60,55,25,7,5,0,0,0,-2
25,62,30,2,58,55,25,7,5,0,0,0,-2
26,67,33,7,72,60,28,0,1,5,3,1,-1
27,71,35,11,58,64,30,4,3,4,2,1,0
28,71,35,11,58,64,30,4,3,4,2,1,0
29,71,35,11,60,64,30,4,3,0,0,0,0
30,71,35,11,61,64,30,4,3,0,0,0,0
31,67,33,7,62,60,28,0,1,-4,-2,-1,-1
32,69,34,9,72,62,29,2,2,2,1,1,0
33,66,32,6,64,59,27,11,7,-3,-2,-1,-1
34,67,33,7,65,60,28,0,1,1,1,1,0
35,69,34,9,63,62,29,2,2,2,1,1,1
36,69,34,9,63,62,29,2,2,2,1,1,1
37,69,34,9,58,62,29,2,2,0,0,0,1
38,71,35,11,67,64,30,4,3,2,1,1,2
39,74,37,2,58,67,32,7,5,3,2,1,3
40,74,37,2,56,67,32,7,5,0,0,0,3
41,71,35,11,57,64,30,4,3,-3,-2,-1,2
42,72,36,0,60,65,31,5,4,1,1,1,3
43,67,33,7,64,60,28,0,1,-5,-3,-1,2
44,69,34,9,66,62,29,2,2,2,1,1,3
45,72,36,0,59,65,31,5,4,3,2,1,4
46,72,36,0,59,65,31,5,4,3,2,1,4
47,71,35,11,66,64,30,4,3,-1,-1,-1,3
48,69,34,9,56,62,29,2,2,-2,-1,-1,2
49,66,32,6,66,59,27,11,7,-3,-2,-1,1
50,67,33,7,67,60,28,0,1,1,1,1,2
51,62,30,2,61,55,25,7,5,-5,-3,-1,1
52,62,30,2,61,55,25,7,5,-5,-3,-1,1
53,62,30,2,61,55,25,7,5,-5,-3,-1,1
54,62,30,2,61,55,25,7,5,-5,-3,-1,1
55,62,30,2,65,55,25,7,5,0,0,0,1
56,67,33,7,63,60,28,0,1,5,3,1,2
57,71,35,11,57,64,30,4,3,4,2,1,3
58,71,35,11,57,64,30,4,3,4,2,1,3
59,71,35,11,64,64,30,4,3,0,0,0,3
60,71,35,11,57,64,30,4,3,0,0,0,3
61,67,33,7,65,60,28,0,1,-4,-2,-1,2
62,69,34,9,64,62,29,2,2,2,1,1,3
63,66,32,6,63,59,27,11,7,-3,-2,-1,2
64,67,33,7,57,60,28,0,1,1,1,1,3
65,69,34,9,59,62,29,2,2,2,1,1,4
66,69,34,9,59,62,29,2,2,2,1,1,4
67,69,34,9,60,62,29,2,2,0,0,0,4
68,71,35,11,69,64,30,4,3,2,1,1,5
69,74,37,2,66,67,32,7,5,3,2,1,6
70,74,37,2,60,67,32,7,5,0,0,0,6
71,71,35,11,60,64,30,4,3,-3,-2,-1,5
72,72,36,0,65,65,31,5,4,1,1,1,6
73,67,33,7,66,60,28,0,1,-5,-3,-1,5
74,69,34,9,62,62,29,2,2,2,1,1,6
75,72,36,0,61,65,31,5,4,3,2,1,7
76,72,36,0,61,65,31,5,4,3,2,1,7
77,71,35,11,56,64,30,4,3,-1,-1,-1,6
78,69,34,9,56,62,29,2,2,-2,-1,-1,5
79,66,32,6,60,59,27,11,7,-3,-2,-1,4
