eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,69,60,28,0,1,0,0,0,0
1,69,34,9,62,62,29,2,2,2,1,1,1
2,71,35,11,65,64,30,4,3,2,1,1,2
3,74,37,2,59,67,32,7,5,3,2,1,3
4,74,37,2,69,67,32,7,5,0,0,0,3
5,74,37,2,60,67,32,7,5,0,0,0,3
6,74,37,2,66,67,32,7,5,0,0,0,3
7,72,36,0,66,65,31,5,4,-2,-1,-1,2
8,72,36,0,66,65,31,5,4,-2,-1,-1,2
9,71,35,11,65,64,30,4,3,-1,-1,-1,1
10,71,35,11,64,64,30,4,3,0,0,0,1
11,69,34,9,60,62,29,2,2,-2,-1,-1,0
12,69,34,9,60,62,29,2,2,-2,-1,-1,0
13,69,34,9,62,62,29,2,2,0,0,0,0
14,69,34,9,62,62,29,2,2,0,0,0,0
15,69,34,9,62,62,29,2,2,0,0,0,0
16,69,34,9,62,62,29,2,2,0,0,0,0
17,71,35,11,57,64,30,4,3,2,1,1,1
18,72,36,0,64,65,31,5,4,1,1,1,2
19,76,38,4,56,69,33,9,6,4,2,1,3
20,76,38,4,59,69,33,9,6,0,0,0,3
21,76,38,4,58,69,33,9,6,0,0,0,3
22,76,38,4,64,69,33,9,6,0,0,0,3
23,74,37,2,61,67,32,7,5,-2,-1,-1,2
24,74,37,2,61,67,32,7,5,-2,-1,-1,2
25,72,36,0,63,65,31,5,4,-2,-1,-1,1
26,74,37,2,65,67,32,7,5,2,1,1,2
27,71,35,11,69,64,30,4,3,-3,-2,-1,1
28,71,35,11,69,64,30,4,3,-3,-2,-1,1
29,67,33,7,64,60,28,0,1,-4,-2,-1,0
30,67,33,7,64,60,28,0,1,-4,-2,-1,0
31,67,33,7,64,60,28,0,1,-4,-2,-1,0
32,67,33,7,64,60,28,0,1,-4,-2,-1,0
33,71,35,11,57,64,30,4,3,4,2,1,1
34,74,37,2,70,67,32,7,5,3,2,1,2
35,74,37,2,65,67,32,7,5,0,0,0,2
36,74,37,2,65,67,32,7,5,0,0,0,2
37,74,37,2,58,67,32,7,5,0,0,0,2
38,74,37,2,68,67,32,7,5,0,0,0,2
39,74,37,2,64,67,32,7,5,0,0,0,2
40,72,36,0,66,65,31,5,4,-2,-1,-1,1
41,74,37,2,57,67,32,7,5,2,1,1,2
42,76,38,4,66,69,33,9,6,2,1,1,3
43,76,38,4,61,69,33,9,6,0,0,0,3
44,76,38,4,61,69,33,9,6,0,0,0,3
45,79,40,7,64,72,35,0,1,3,2,1,4
46,79,40,7,64,72,35,0,1,3,2,1,4
47,78,39,6,69,71,34,11,7,-1,-1,-1,3
48,78,39,6,69,71,34,11,7,-1,-1,-1,3
49,76,38,4,59,69,33,9,6,-2,-1,-1,2
50,74,37,2,68,67,32,7,5,-2,-1,-1,1
51,74,37,2,69,67,32,7,5,0,0,0,1
52,74,37,2,69,67,32,7,5,0,0,0,1
53,74,37,2,58,67,32,7,5,0,0,0,1
54,74,37,2,70,67,32,7,5,0,0,0,1
55,74,37,2,59,67,32,7,5,0,0,0,1
56,72,36,0,64,65,31,5,4,-2,-1,-1,0
57,72,36,0,60,65,31,5,4,0,0,0,0
