eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,69,34,9,63,62,29,2,2,0,0,0,0
1,69,34,9,59,62,29,2,2,0,0,0,0
2,67,33,7,66,60,28,0,1,-2,-1,-1,-1
3,65,32,5,72,58,27,10,7,-2,-1,-1,-2
4,60,29,0,63,53,24,5,4,-5,-3,-1,-3
5,60,29,0,63,53,24,5,4,-5,-3,-1,-3
6,60,29,0,63,53,24,5,4,-5,-3,-1,-3
7,65,32,5,65,58,27,10,7,5,3,1,-2
8,67,33,7,56,60,28,0,1,2,1,1,-1
9,69,34,9,70,62,29,2,2,2,1,1,0
10,69,34,9,60,62,29,2,2,0,0,0,0
11,69,34,9,60,62,29,2,2,0,0,0,0
12,69,34,9,60,62,29,2,2,0,0,0,0
13,69,34,9,56,62,29,2,2,0,0,0,0
14,67,33,7,64,60,28,0,1,-2,-1,-1,-1
15,65,32,5,62,58,27,10,7,-2,-1,-1,-2
16,60,29,0,60,53,24,5,4,-5,-3,-1,-3
17,60,29,0,60,53,24,5,4,-5,-3,-1,-3
18,60,29,0,60,53,24,5,4,-5,-3,-1,-3
19,65,32,5,61,58,27,10,7,5,3,1,-2
20,67,33,7,58,60,28,0,1,2,1,1,-1
21,69,34,9,72,62,29,2,2,2,1,1,0
22,69,34,9,62,62,29,2,2,0,0,0,0
23,69,34,9,62,62,29,2,2,0,0,0,0
24,69,34,9,62,62,29,2,2,0,0,0,0
25,69,34,9,60,62,29,2,2,0,0,0,0
26,67,33,7,58,60,28,0,1,-2,-1,-1,-1
27,65,32,5,62,58,27,10,7,-2,-1,-1,-2
28,69,34,9,60,62,29,2,2,4,2,1,-1
29,72,36,0,56,65,31,5,4,3,2,1,0
30,72,36,0,57,65,31,5,4,0,0,0,0
31,70,35,10,59,63,30,3,3,-2,-1,-1,-1
32,69,34,9,65,62,29,2,2,-1,-1,-1,-2
33,69,34,9,71,62,29,2,2,0,0,0,-2
34,67,33,7,56,60,28,0,1,-2,-1,-1,-3
35,67,33,7,60,60,28,0,1,0,0,0,-3
36,67,33,7,60,60,28,0,1,0,0,0,-3
37,70,35,10,58,63,30,3,3,1,1,1,-1
38,69,34,9,56,62,29,2,2,-1,-1,-1,-2
39,67,33,7,70,60,28,0,1,-2,-1,-1,-3
40,67,33,7,57,60,28,0,1,0,0,0,-3
41,65,32,5,65,58,27,10,7,-2,-1,-1,-4
42,69,34,9,56,62,29,2,2,4,2,1,-3
43,64,31,4,63,57,26,9,6,-5,-3,-1,-4
44,64,31,4,63,57,26,9,6,-5,-3,-1,-4
45,67,33,7,67,60,28,0,1,0,0,0,-3
