eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,61,55,25,7,5,0,0,0,0
1,59,28,11,63,52,23,4,3,-3,-2,-1,-1
2,59,28,11,63,52,23,4,3,-3,-2,-1,-1
3,62,30,2,59,55,25,7,5,3,2,1,0
4,62,30,2,59,55,25,7,5,3,2,1,0
5,67,33,7,64,60,28,0,1,5,3,1,1
6,67,33,7,64,60,28,0,1,5,3,1,1
7,62,30,2,59,55,25,7,5,-5,-3,-1,0
8,62,30,2,59,55,25,7,5,-5,-3,-1,0
9,62,30,2,59,55,25,7,5,-5,-3,-1,0
10,62,30,2,59,55,25,7,5,-5,-3,-1,0
11,62,30,2,59,55,25,7,5,-5,-3,-1,0
12,62,30,2,59,55,25,7,5,-5,-3,-1,0
13,66,32,6,59,59,27,11,7,4,2,1,1
14,66,32,6,59,59,27,11,7,4,2,1,1
15,64,31,4,57,57,26,9,6,-2,-1,-1,0
16,64,31,4,57,57,26,9,6,-2,-1,-1,0
17,60,29,0,72,53,24,5,4,-4,-2,-1,-1
18,60,29,0,72,53,24,5,4,-4,-2,-1,-1
19,60,29,0,63,53,24,5,4,0,0,0,-1
20,60,29,0,63,53,24,5,4,0,0,0,-1
21,60,29,0,63,53,24,5,4,0,0,0,-1
22,60,29,0,63,53,24,5,4,0,0,0,-1
23,60,29,0,63,53,24,5,4,0,0,0,-1
24,60,29,0,63,53,24,5,4,0,0,0,-1
25,60,29,0,63,53,24,5,4,0,0,0,-1
26,57,27,9,58,50,22,2,2,-3,-2,-1,-2
27,66,32,6,65,59,27,11,7,9,5,1,-1
28,66,32,6,65,59,27,11,7,9,5,1,-1
29,66,32,6,65,59,27,11,7,0,0,0,-1
30,66,32,6,65,59,27,11,7,0,0,0,-1
31,64,31,4,68,57,26,9,6,-2,-1,-1,-2
32,64,31,4,68,57,26,9,6,-2,-1,-1,-2
33,64,31,4,68,57,26,9,6,-2,-1,-1,-2
34,64,31,4,68,57,26,9,6,-2,-1,-1,-2
35,64,31,4,68,57,26,9,6,-2,-1,-1,-2
36,64,31,4,68,57,26,9,6,-2,-1,-1,-2
37,64,31,4,58,57,26,9,6,0,0,0,-2
38,64,31,4,58,57,26,9,6,0,0,0,-2
39,62,30,2,59,55,25,7,5,-2,-1,-1,-3
40,62,30,2,59,55,25,7,5,-2,-1,-1,-3
41,59,28,11,68,52,23,4,3,-3,-2,-1,-4
42,59,28,11,68,52,23,4,3,-3,-2,-1,-4
43,62,30,2,61,55,25,7,5,3,2,1,-3
44,62,30,2,61,55,25,7,5,3,2,1,-3
45,62,30,2,61,55,25,7,5,3,2,1,-3
46,62,30,2,61,55,25,7,5,3,2,1,-3
47,62,30,2,61,55,25,7,5,3,2,1,-3
48,62,30,2,61,55,25,7,5,3,2,1,-3
49,59,28,11,58,52,23,4,3,-3,-2,-1,-4
50,59,28,11,58,52,23,4,3,-3,-2,-1,-4
51,62,30,2,62,55,25,7,5,3,2,1,-3
52,62,30,2,62,55,25,7,5,3,2,1,-3
53,67,33,7,66,60,28,0,1,5,3,1,-2
54,67,33,7,66,60,28,0,1,5,3,1,-2
55,71,35,11,56,64,30,4,3,4,2,1,-1
56,71,35,11,56,64,30,4,3,4,2,1,-1
57,71,35,11,56,64,30,4,3,4,2,1,-1
58,71,35,11,56,64,30,4,3,4,2,1,-1
59,71,35,11,56,64,30,4,3,0,0,0,-1
60,71,35,11,56,64,30,4,3,0,0,0,-1
61,71,35,11,56,64,30,4,3,0,0,0,-1
62,71,35,11,56,64,30,4,3,0,0,0,-1
63,69,34,9,58,62,29,2,2,-2,-1,-1,-2
64,69,34,9,58,62,29,2,2,-2,-1,-1,-2
65,64,31,4,68,57,26,9,6,-5,-3,-1,-3
66,64,31,4,68,57,26,9,6,-5,-3,-1,-3
67,69,34,9,64,62,29,2,2,5,3,1,-2
68,69,34,9,64,62,29,2,2,5,3,1,-2
69,69,34,9,64,62,29,2,2,5,3,1,-2
70,69,34,9,64,62,29,2,2,5,3,1,-2
71,69,34,9,64,62,29,2,2,5,3,1,-2
72,69,34,9,64,62,29,2,2,5,3,1,-2
73,69,34,9,63,62,29,2,2,0,0,0,-2
74,69,34,9,62,62,29,2,2,0,0,0,-2
75,67,33,7,63,60,28,0,1,-2,-1,-1,-3
76,67,33,7,63,60,28,0,1,-2,-1,-1,-3
77,62,30,2,70,55,25,7,5,-5,-3,-1,-4
78,62,30,2,70,55,25,7,5,-5,-3,-1,-4
79,62,30,2,63,55,25,7,5,0,0,0,-4
80,62,30,2,63,55,25,7,5,0,0,0,-4
81,64,31,4,58,57,26,9,6,2,1,1,-3
82,64,31,4,58,57,26,9,6,2,1,1,-3
83,66,32,6,59,59,27,11,7,2,1,1,-2
84,66,32,6,59,59,27,11,7,2,1,1,-2
85,67,33,7,62,60,28,0,1,1,1,1,-1
