eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,72,55,25,7,5,0,0,0,0
1,67,33,7,65,60,28,0,1,5,3,1,1
2,67,33,7,65,60,28,0,1,5,3,1,1
3,69,34,9,69,62,29,2,2,2,1,1,2
4,69,34,9,69,62,29,2,2,2,1,1,2
5,71,35,11,65,64,30,4,3,2,1,1,3
6,71,35,11,65,64,30,4,3,2,1,1,3
7,67,33,7,72,60,28,0,1,-4,-2,-1,2
8,67,33,7,72,60,28,0,1,-4,-2,-1,2
9,67,33,7,72,60,28,0,1,-4,-2,-1,2
10,67,33,7,72,60,28,0,1,-4,-2,-1,2
11,69,34,9,63,62,29,2,2,2,1,1,3
12,69,34,9,63,62,29,2,2,2,1,1,3
13,74,37,2,66,67,32,7,5,5,3,1,4
14,74,37,2,66,67,32,7,5,5,3,1,4
15,71,35,11,67,64,30,4,3,-3,-2,-1,3
16,71,35,11,67,64,30,4,3,-3,-2,-1,3
17,67,33,7,71,60,28,0,1,-4,-2,-1,2
18,67,33,7,71,60,28,0,1,-4,-2,-1,2
19,67,33,7,71,60,28,0,1,-4,-2,-1,2
20,67,33,7,71,60,28,0,1,-4,-2,-1,2
21,67,33,7,71,60,28,0,1,-4,-2,-1,2
22,67,33,7,71,60,28,0,1,-4,-2,-1,2
23,69,34,9,62,62,29,2,2,2,1,1,3
24,69,34,9,62,62,29,2,2,2,1,1,3
25,74,37,2,59,67,32,7,5,5,3,1,4
26,74,37,2,59,67,32,7,5,5,3,1,4
27,74,37,2,57,67,32,7,5,0,0,0,4
28,71,35,11,62,64,30,4,3,-3,-2,-1,3
29,67,33,7,62,60,28,0,1,-4,-2,-1,2
30,67,33,7,62,60,28,0,1,-4,-2,-1,2
31,67,33,7,62,60,28,0,1,-4,-2,-1,2
32,67,33,7,62,60,28,0,1,-4,-2,-1,2
33,69,34,9,61,62,29,2,2,2,1,1,3
34,69,34,9,61,62,29,2,2,2,1,1,3
35,72,36,0,64,65,31,5,4,3,2,1,4
36,72,36,0,64,65,31,5,4,3,2,1,4
37,71,35,11,63,64,30,4,3,-1,-1,-1,3
38,71,35,11,63,64,30,4,3,-1,-1,-1,3
39,71,35,11,64,64,30,4,3,0,0,0,3
40,71,35,11,64,64,30,4,3,0,0,0,3
41,71,35,11,64,64,30,4,3,0,0,0,3
42,71,35,11,64,64,30,4,3,0,0,0,3
43,71,35,11,64,64,30,4,3,0,0,0,3
44,71,35,11,64,64,30,4,3,0,0,0,3
45,71,35,11,56,64,30,4,3,0,0,0,3
46,72,36,0,61,65,31,5,4,1,1,1,4
47,71,35,11,57,64,30,4,3,-1,-1,-1,3
48,71,35,11,57,64,30,4,3,-1,-1,-1,3
49,71,35,11,64,64,30,4,3,0,0,0,3
50,69,34,9,68,62,29,2,2,-2,-1,-1,2
51,71,35,11,58,64,30,4,3,2,1,1,3
52,71,35,11,58,64,30,4,3,2,1,1,3
53,76,38,4,62,69,33,9,6,5,3,1,4
54,76,38,4,62,69,33,9,6,5,3,1,4
55,74,37,2,69,67,32,7,5,-2,-1,-1,3
56,74,37,2,69,67,32,7,5,-2,-1,-1,3
57,74,37,2,57,67,32,7,5,0,0,0,3
58,74,37,2,57,67,32,7,5,0,0,0,3
59,74,37,2,57,67,32,7,5,0,0,0,3
60,74,37,2,62,67,32,7,5,0,0,0,3
61,72,36,0,60,65,31,5,4,-2,-1,-1,2
62,71,35,11,64,64,30,4,3,-1,-1,-1,1
63,67,33,7,57,60,28,0,1,-4,-2,-1,0
64,67,33,7,57,60,28,0,1,-4,-2,-1,0
65,71,35,11,64,64,30,4,3,4,2,1,1
66,71,35,11,64,64,30,4,3,4,2,1,1
67,71,35,11,64,64,30,4,3,4,2,1,1
68,71,35,11,64,64,30,4,3,4,2,1,1
69,72,36,0,62,65,31,5,4,1,1,1,2
70,72,36,0,62,65,31,5,4,1,1,1,2
71,71,35,11,66,64,30,4,3,-1,-1,-1,1
72,71,35,11,66,64,30,4,3,-1,-1,-1,1
73,69,34,9,70,62,29,2,2,-2,-1,-1,0
74,69,34,9,70,62,29,2,2,-2,-1,-1,0
75,67,33,7,59,60,28,0,1,-2,-1,-1,-1
76,67,33,7,59,60,28,0,1,-2,-1,-1,-1
77,67,33,7,59,60,28,0,1,-2,-1,-1,-1
78,66,32,6,61,59,27,11,7,-1,-1,-1,-2
79,69,34,9,72,62,29,2,2,3,2,1,-1
80,69,34,9,72,62,29,2,2,3,2,1,-1
81,69,34,9,63,62,29,2,2,0,0,0,-1
82,69,34,9,63,62,29,2,2,0,0,0,-1
83,69,34,9,63,62,29,2,2,0,0,0,-1
84,71,35,11,66,64,30,4,3,2,1,1,0
85,69,34,9,60,62,29,2,2,-2,-1,-1,-1
86,69,34,9,60,62,29,2,2,-2,-1,-1,-1
87,69,34,9,66,62,29,2,2,0,0,0,-1
88,67,33,7,62,60,28,0,1,-2,-1,-1,-2
89,64,31,4,61,57,26,9,6,-3,-2,-1,-3
