eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,65,55,25,7,5,0,0,0,0
1,67,33,7,64,60,28,0,1,5,3,1,1
2,69,34,9,61,62,29,2,2,2,1,1,2
3,71,35,11,68,64,30,4,3,2,1,1,3
4,71,35,11,68,64,30,4,3,0,0,0,3
5,71,35,11,68,64,30,4,3,0,0,0,3
6,69,34,9,69,62,29,2,2,-2,-1,-1,2
7,69,34,9,69,62,29,2,2,-2,-1,-1,2
8,74,37,2,68,67,32,7,5,5,3,1,3
9,74,37,2,68,67,32,7,5,5,3,1,3
10,71,35,11,70,64,30,4,3,-3,-2,-1,2
11,71,35,11,70,64,30,4,3,-3,-2,-1,2
12,71,35,11,69,64,30,4,3,0,0,0,2
13,71,35,11,69,64,30,4,3,0,0,0,2
14,74,37,2,61,67,32,7,5,3,2,1,3
15,74,37,2,61,67,32,7,5,3,2,1,3
16,74,37,2,61,67,32,7,5,3,2,1,3
17,76,38,4,59,69,33,9,6,2,1,1,4
18,74,37,2,57,67,32,7,5,-2,-1,-1,3
19,72,36,0,69,65,31,5,4,-2,-1,-1,2
20,69,34,9,65,62,29,2,2,-3,-2,-1,1
21,69,34,9,65,62,29,2,2,-3,-2,-1,1
22,69,34,9,59,62,29,2,2,0,0,0,1
23,71,35,11,70,64,30,4,3,2,1,1,2
24,71,35,11,62,64,30,4,3,0,0,0,2
25,76,38,4,67,69,33,9,6,5,3,1,3
26,76,38,4,59,69,33,9,6,0,0,0,3
27,74,37,2,65,67,32,7,5,-2,-1,-1,2
28,67,33,7,59,60,28,0,1,-7,-4,-1,1
29,67,33,7,59,60,28,0,1,-7,-4,-1,1
30,67,33,7,59,60,28,0,1,-7,-4,-1,1
31,67,33,7,59,60,28,0,1,-7,-4,-1,1
32,67,33,7,59,60,28,0,1,-7,-4,-1,1
33,67,33,7,69,60,28,0,1,0,0,0,1
34,74,37,2,62,67,32,7,5,7,4,1,2
35,79,40,7,71,72,35,0,1,5,3,1,3
36,76,38,4,66,69,33,9,6,-3,-2,-1,2
37,76,38,4,66,69,33,9,6,-3,-2,-1,2
38,76,38,4,66,69,33,9,6,-3,-2,-1,2
39,76,38,4,66,69,33,9,6,-3,-2,-1,2
40,78,39,6,63,71,34,11,7,2,1,1,3
41,79,40,7,59,72,35,0,1,1,1,1,4
42,76,38,4,63,69,33,9,6,-3,-2,-1,3
43,74,37,2,71,67,32,7,5,-2,-1,-1,2
44,71,35,11,59,64,30,4,3,-3,-2,-1,1
45,71,35,11,59,64,30,4,3,-3,-2,-1,1
46,69,34,9,60,62,29,2,2,-2,-1,-1,0
47,69,34,9,60,62,29,2,2,-2,-1,-1,0
48,69,34,9,60,62,29,2,2,-2,-1,-1,0
49,71,35,11,62,64,30,4,3,2,1,1,1
50,72,36,0,56,65,31,5,4,1,1,1,2
51,76,38,4,70,69,33,9,6,4,2,1,3
52,74,37,2,59,67,32,7,5,-2,-1,-1,2
53,74,37,2,66,67,32,7,5,0,0,0,2
54,74,37,2,66,67,32,7,5,0,0,0,2
55,73,36,1,71,66,31,6,4,-1,-1,-1,1
56,74,37,2,56,67,32,7,5,1,1,1,2
57,76,38,4,64,69,33,9,6,2,1,1,3
58,74,37,2,56,67,32,7,5,-2,-1,-1,2
59,71,35,11,63,64,30,4,3,-3,-2,-1,1
60,74,37,2,66,67,32,7,5,3,2,1,2
61,74,37,2,66,67,32,7,5,3,2,1,2
62,74,37,2,66,67,32,7,5,3,2,1,2
63,74,37,2,66,67,32,7,5,3,2,1,2
64,74,37,2,66,67,32,7,5,3,2,1,2
65,74,37,2,62,67,32,7,5,0,0,0,2
66,72,36,0,65,65,31,5,4,-2,-1,-1,1
67,71,35,11,64,64,30,4,3,-1,-1,-1,0
68,67,33,7,57,60,28,0,1,-4,-2,-1,-1
69,67,33,7,65,60,28,0,1,0,0,0,-1
70,67,33,7,65,60,28,0,1,0,0,0,-1
71,67,33,7,67,60,28,0,1,0,0,0,-1
72,72,36,0,60,65,31,5,4,5,3,1,0
73,71,35,11,66,64,30,4,3,-1,-1,-1,-1
74,69,34,9,62,62,29,2,2,-2,-1,-1,-2
