eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,71,60,28,0,1,0,0,0,0
1,69,34,9,68,62,29,2,2,2,1,1,1
2,69,34,9,68,62,29,2,2,2,1,1,1
3,71,35,11,59,64,30,4,3,2,1,1,2
4,72,36,0,71,65,31,5,4,1,1,1,3
5,71,35,11,56,64,30,4,3,-1,-1,-1,2
6,69,34,9,60,62,29,2,2,-2,-1,-1,1
7,67,33,7,63,60,28,0,1,-2,-1,-1,0
8,67,33,7,63,60,28,0,1,-2,-1,-1,0
9,71,35,11,66,64,30,4,3,4,2,1,1
10,76,38,4,59,69,33,9,6,5,3,1,2
11,74,37,2,59,67,32,7,5,-2,-1,-1,1
12,69,34,9,72,62,29,2,2,-5,-3,-1,0
13,71,35,11,63,64,30,4,3,2,1,1,1
14,67,33,7,59,60,28,0,1,-4,-2,-1,0
15,74,37,2,72,67,32,7,5,7,4,1,1
16,74,37,2,72,67,32,7,5,7,4,1,1
17,76,38,4,62,69,33,9,6,2,1,1,2
18,76,38,4,62,69,33,9,6,2,1,1,2
19,74,37,2,61,67,32,7,5,-2,-1,-1,1
20,72,36,0,63,65,31,5,4,-2,-1,-1,0
21,74,37,2,68,67,32,7,5,2,1,1,1
22,74,37,2,68,67,32,7,5,2,1,1,1
23,72,36,0,63,65,31,5,4,-2,-1,-1,0
24,71,35,11,69,64,30,4,3,-1,-1,-1,-1
25,69,34,9,66,62,29,2,2,-2,-1,-1,-2
26,71,35,11,63,64,30,4,3,2,1,1,-1
27,72,36,0,57,65,31,5,4,1,1,1,0
28,74,37,2,72,67,32,7,5,2,1,1,1
29,67,33,7,63,60,28,0,1,-7,-4,-1,0
30,67,33,7,63,60,28,0,1,-7,-4,-1,0
31,67,33,7,63,60,28,0,1,-7,-4,-1,0
32,67,33,7,63,60,28,0,1,-7,-4,-1,0
33,67,33,7,63,60,28,0,1,0,0,0,0
34,71,35,11,62,64,30,4,3,4,2,1,1
35,74,37,2,56,67,32,7,5,3,2,1,2
36,78,39,6,69,71,34,11,7,4,2,1,3
37,78,39,6,61,71,34,11,7,0,0,0,3
38,78,39,6,66,71,34,11,7,0,0,0,3
39,76,38,4,67,69,33,9,6,-2,-1,-1,2
40,76,38,4,67,69,33,9,6,-2,-1,-1,2
41,76,38,4,66,69,33,9,6,0,0,0,2
42,72,36,0,69,65,31,5,4,-4,-2,-1,1
43,72,36,0,56,65,31,5,4,0,0,0,1
44,74,37,2,72,67,32,7,5,2,1,1,2
45,74,37,2,59,67,32,7,5,0,0,0,2
46,74,37,2,59,67,32,7,5,0,0,0,2
47,74,37,2,71,67,32,7,5,0,0,0,2
48,74,37,2,71,67,32,7,5,0,0,0,2
49,76,38,4,69,69,33,9,6,2,1,1,3
50,76,38,4,69,69,33,9,6,2,1,1,3
51,72,36,0,62,65,31,5,4,-4,-2,-1,2
52,71,35,11,67,64,30,4,3,-1,-1,-1,1
53,71,35,11,60,64,30,4,3,0,0,0,1
54,71,35,11,60,64,30,4,3,0,0,0,1
55,71,35,11,61,64,30,4,3,0,0,0,1
56,69,34,9,72,62,29,2,2,-2,-1,-1,0
57,76,38,4,62,69,33,9,6,7,4,1,1
58,76,38,4,62,69,33,9,6,0,0,0,1
59,74,37,2,62,67,32,7,5,-2,-1,-1,0
