eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,62,60,28,0,1,0,0,0,0
1,71,35,11,56,64,30,4,3,4,2,1,1
2,74,37,2,63,67,32,7,5,3,2,1,2
3,76,38,4,61,69,33,9,6,2,1,1,3
4,76,38,4,61,69,33,9,6,2,1,1,3
5,76,38,4,61,69,33,9,6,2,1,1,3
6,74,37,2,58,67,32,7,5,-2,-1,-1,2
7,72,36,0,64,65,31,5,4,-2,-1,-1,1
8,72,36,0,72,65,31,5,4,0,0,0,1
9,71,35,11,57,64,30,4,3,-1,-1,-1,0
10,71,35,11,57,64,30,4,3,-1,-1,-1,0
11,67,33,7,58,60,28,0,1,-4,-2,-1,-1
12,67,33,7,58,60,28,0,1,-4,-2,-1,-1
13,71,35,11,57,64,30,4,3,4,2,1,0
14,74,37,2,70,67,32,7,5,3,2,1,1
15,74,37,2,60,67,32,7,5,0,0,0,1
16,74,37,2,60,67,32,7,5,0,0,0,1
17,74,37,2,60,67,32,7,5,0,0,0,1
18,76,38,4,56,69,33,9,6,2,1,1,2
19,74,37,2,58,67,32,7,5,-2,-1,-1,1
20,69,34,9,67,62,29,2,2,-5,-3,-1,0
21,69,34,9,60,62,29,2,2,0,0,0,0
22,69,34,9,60,62,29,2,2,0,0,0,0
23,69,34,9,60,62,29,2,2,0,0,0,0
24,69,34,9,60,62,29,2,2,0,0,0,0
25,71,35,11,65,64,30,4,3,2,1,1,1
26,72,36,0,64,65,31,5,4,1,1,1,2
27,76,38,4,62,69,33,9,6,4,2,1,3
28,76,38,4,62,69,33,9,6,4,2,1,3
29,74,37,2,64,67,32,7,5,-2,-1,-1,2
30,74,37,2,64,67,32,7,5,-2,-1,-1,2
31,72,36,0,65,65,31,5,4,-2,-1,-1,1
32,71,35,11,63,64,30,4,3,-1,-1,-1,0
33,74,37,2,61,67,32,7,5,3,2,1,1
34,74,37,2,61,67,32,7,5,3,2,1,1
35,72,36,0,62,65,31,5,4,-2,-1,-1,0
36,72,36,0,62,65,31,5,4,-2,-1,-1,0
37,71,35,11,66,64,30,4,3,-1,-1,-1,-1
38,69,34,9,66,62,29,2,2,-2,-1,-1,-2
39,72,36,0,66,65,31,5,4,3,2,1,-1
40,72,36,0,66,65,31,5,4,3,2,1,-1
41,71,35,11,56,64,30,4,3,-1,-1,-1,-2
42,71,35,11,56,64,30,4,3,-1,-1,-1,-2
43,69,34,9,59,62,29,2,2,-2,-1,-1,-3
