eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,64,55,25,7,5,0,0,0,0
1,62,30,2,66,55,25,7,5,0,0,0,0
2,67,33,7,72,60,28,0,1,5,3,1,1
3,76,38,4,67,69,33,9,6,9,5,1,2
4,76,38,4,67,69,33,9,6,9,5,1,2
5,74,37,2,63,67,32,7,5,-2,-1,-1,1
6,74,37,2,63,67,32,7,5,-2,-1,-1,1
7,72,36,0,59,65,31,5,4,-2,-1,-1,0
8,72,36,0,59,65,31,5,4,-2,-1,-1,0
9,71,35,11,63,64,30,4,3,-1,-1,-1,-1
10,69,34,9,62,62,29,2,2,-2,-1,-1,-2
11,66,32,6,67,59,27,11,7,-3,-2,-1,-3
12,66,32,6,67,59,27,11,7,-3,-2,-1,-3
13,64,31,4,59,57,26,9,6,-2,-1,-1,-4
14,62,30,2,65,55,25,7,5,-2,-1,-1,-5
15,64,31,4,62,57,26,9,6,2,1,1,-4
16,64,31,4,62,57,26,9,6,2,1,1,-4
17,66,32,6,61,59,27,11,7,2,1,1,-3
18,67,33,7,72,60,28,0,1,1,1,1,-2
19,71,35,11,60,64,30,4,3,4,2,1,-1
20,71,35,11,60,64,30,4,3,4,2,1,-1
21,76,38,4,64,69,33,9,6,5,3,1,0
22,74,37,2,66,67,32,7,5,-2,-1,-1,-1
23,72,36,0,61,65,31,5,4,-2,-1,-1,-2
24,72,36,0,61,65,31,5,4,-2,-1,-1,-2
25,71,35,11,66,64,30,4,3,-1,-1,-1,-3
26,69,34,9,64,62,29,2,2,-2,-1,-1,-4
27,69,34,9,65,62,29,2,2,0,0,0,-4
28,69,34,9,65,62,29,2,2,0,0,0,-4
29,69,34,9,65,62,29,2,2,0,0,0,-4
30,69,34,9,65,62,29,2,2,0,0,0,-4
31,69,34,9,65,62,29,2,2,0,0,0,-4
32,69,34,9,65,62,29,2,2,0,0,0,-4
33,71,35,11,66,64,30,4,3,2,1,1,-3
34,72,36,0,70,65,31,5,4,1,1,1,-2
35,72,36,0,68,65,31,5,4,0,0,0,-2
36,72,36,0,68,65,31,5,4,0,0,0,-2
37,76,38,4,70,69,33,9,6,4,2,1,-1
38,76,38,4,70,69,33,9,6,4,2,1,-1
39,76,38,4,66,69,33,9,6,0,0,0,-1
40,76,38,4,66,69,33,9,6,0,0,0,-1
41,74,37,2,67,67,32,7,5,-2,-1,-1,-2
42,74,37,2,67,67,32,7,5,-2,-1,-1,-2
43,71,35,11,64,64,30,4,3,-3,-2,-1,-3
44,71,35,11,64,64,30,4,3,-3,-2,-1,-3
45,74,37,2,58,67,32,7,5,3,2,1,-2
46,74,37,2,62,67,32,7,5,0,0,0,-2
47,76,38,4,63,69,33,9,6,2,1,1,-1
48,76,38,4,63,69,33,9,6,2,1,1,-1
49,74,37,2,64,67,32,7,5,-2,-1,-1,-2
50,72,36,0,66,65,31,5,4,-2,-1,-1,-3
51,72,36,0,62,65,31,5,4,0,0,0,-3
52,72,36,0,62,65,31,5,4,0,0,0,-3
53,71,35,11,72,64,30,4,3,-1,-1,-1,-4
54,71,35,11,72,64,30,4,3,-1,-1,-1,-4
55,74,37,2,59,67,32,7,5,3,2,1,-3
56,74,37,2,59,67,32,7,5,3,2,1,-3
57,71,35,11,66,64,30,4,3,-3,-2,-1,-4
58,69,34,9,67,62,29,2,2,-2,-1,-1,-5
59,66,32,6,57,59,27,11,7,-3,-2,-1,-6
60,66,32,6,57,59,27,11,7,-3,-2,-1,-6
61,66,32,6,57,59,27,11,7,-3,-2,-1,-6
