eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,67,60,28,0,1,0,0,0,0
1,69,34,9,66,62,29,2,2,2,1,1,1
2,69,34,9,66,62,29,2,2,2,1,1,1
3,69,34,9,66,62,29,2,2,2,1,1,1
4,71,35,11,72,64,30,4,3,2,1,1,2
5,76,38,4,67,69,33,9,6,5,3,1,3
6,76,38,4,67,69,33,9,6,5,3,1,3
7,74,37,2,63,67,32,7,5,-2,-1,-1,2
8,74,37,2,63,67,32,7,5,-2,-1,-1,2
9,71,35,11,59,64,30,4,3,-3,-2,-1,1
10,71,35,11,59,64,30,4,3,-3,-2,-1,1
11,69,34,9,67,62,29,2,2,-2,-1,-1,0
12,69,34,9,67,62,29,2,2,-2,-1,-1,0
13,62,30,2,62,55,25,7,5,-7,-4,-1,-1
14,62,30,2,62,55,25,7,5,-7,-4,-1,-1
15,62,30,2,62,55,25,7,5,-7,-4,-1,-1
16,62,30,2,62,55,25,7,5,-7,-4,-1,-1
17,67,33,7,65,60,28,0,1,5,3,1,0
18,67,33,7,65,60,28,0,1,5,3,1,0
19,67,33,7,65,60,28,0,1,5,3,1,0
20,67,33,7,65,60,28,0,1,5,3,1,0
21,69,34,9,61,62,29,2,2,2,1,1,1
22,69,34,9,61,62,29,2,2,2,1,1,1
23,69,34,9,61,62,29,2,2,2,1,1,1
24,71,35,11,63,64,30,4,3,2,1,1,2
25,76,38,4,67,69,33,9,6,5,3,1,3
26,76,38,4,67,69,33,9,6,5,3,1,3
27,74,37,2,66,67,32,7,5,-2,-1,-1,2
28,74,37,2,66,67,32,7,5,-2,-1,-1,2
29,71,35,11,61,64,30,4,3,-3,-2,-1,1
30,71,35,11,61,64,30,4,3,-3,-2,-1,1
31,69,34,9,72,62,29,2,2,-2,-1,-1,0
32,69,34,9,72,62,29,2,2,-2,-1,-1,0
33,69,34,9,65,62,29,2,2,0,0,0,0
34,69,34,9,65,62,29,2,2,0,0,0,0
35,69,34,9,65,62,29,2,2,0,0,0,0
36,69,34,9,65,62,29,2,2,0,0,0,0
37,69,34,9,65,62,29,2,2,0,0,0,0
38,69,34,9,65,62,29,2,2,0,0,0,0
39,71,35,11,66,64,30,4,3,2,1,1,1
40,72,36,0,70,65,31,5,4,1,1,1,2
41,74,37,2,68,67,32,7,5,2,1,1,3
42,74,37,2,68,67,32,7,5,2,1,1,3
43,76,38,4,70,69,33,9,6,2,1,1,4
44,76,38,4,70,69,33,9,6,2,1,1,4
45,74,37,2,66,67,32,7,5,-2,-1,-1,3
46,74,37,2,66,67,32,7,5,-2,-1,-1,3
47,71,35,11,67,64,30,4,3,-3,-2,-1,2
48,71,35,11,67,64,30,4,3,-3,-2,-1,2
49,69,34,9,64,62,29,2,2,-2,-1,-1,1
50,69,34,9,64,62,29,2,2,-2,-1,-1,1
51,67,33,7,64,60,28,0,1,-2,-1,-1,0
52,67,33,7,64,60,28,0,1,-2,-1,-1,0
53,71,35,11,60,64,30,4,3,4,2,1,1
54,71,35,11,60,64,30,4,3,4,2,1,1
55,74,37,2,60,67,32,7,5,3,2,1,2
56,76,38,4,66,69,33,9,6,2,1,1,3
57,74,37,2,62,67,32,7,5,-2,-1,-1,2
58,74,37,2,62,67,32,7,5,-2,-1,-1,2
59,72,36,0,72,65,31,5,4,-2,-1,-1,1
60,72,36,0,72,65,31,5,4,-2,-1,-1,1
61,69,34,9,72,62,29,2,2,-3,-2,-1,0
62,69,34,9,72,62,29,2,2,-3,-2,-1,0
63,69,34,9,72,62,29,2,2,-3,-2,-1,0
64,69,34,9,72,62,29,2,2,-3,-2,-1,0
65,71,35,11,64,64,30,4,3,2,1,1,1
66,71,35,11,64,64,30,4,3,2,1,1,1
67,67,33,7,67,60,28,0,1,-4,-2,-1,0
