eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,65,67,32,7,5,0,0,0,0
1,67,33,7,69,60,28,0,1,-7,-4,-1,-1
2,67,33,7,69,60,28,0,1,-7,-4,-1,-1
3,69,34,9,60,62,29,2,2,2,1,1,0
4,69,34,9,60,62,29,2,2,2,1,1,0
5,71,35,11,67,64,30,4,3,2,1,1,1
6,71,35,11,67,64,30,4,3,2,1,1,1
7,69,34,9,58,62,29,2,2,-2,-1,-1,0
8,69,34,9,58,62,29,2,2,-2,-1,-1,0
9,69,34,9,58,62,29,2,2,-2,-1,-1,0
10,71,35,11,64,64,30,4,3,2,1,1,1
11,74,37,2,60,67,32,7,5,3,2,1,2
12,74,37,2,60,67,32,7,5,3,2,1,2
13,74,37,2,60,67,32,7,5,3,2,1,2
14,74,37,2,60,67,32,7,5,3,2,1,2
15,74,37,2,60,67,32,7,5,3,2,1,2
16,74,37,2,60,67,32,7,5,3,2,1,2
17,67,33,7,64,60,28,0,1,-7,-4,-1,1
18,67,33,7,64,60,28,0,1,-7,-4,-1,1
19,76,38,4,60,69,33,9,6,9,5,1,2
20,76,38,4,60,69,33,9,6,9,5,1,2
21,74,37,2,71,67,32,7,5,-2,-1,-1,1
22,74,37,2,71,67,32,7,5,-2,-1,-1,1
23,74,37,2,64,67,32,7,5,0,0,0,1
24,74,37,2,64,67,32,7,5,0,0,0,1
25,74,37,2,64,67,32,7,5,0,0,0,1
26,74,37,2,66,67,32,7,5,0,0,0,1
27,69,34,9,59,62,29,2,2,-5,-3,-1,0
28,69,34,9,59,62,29,2,2,-5,-3,-1,0
29,69,34,9,59,62,29,2,2,0,0,0,0
30,69,34,9,59,62,29,2,2,0,0,0,0
31,69,34,9,59,62,29,2,2,0,0,0,0
32,69,34,9,59,62,29,2,2,0,0,0,0
33,69,34,9,69,62,29,2,2,0,0,0,0
34,69,34,9,69,62,29,2,2,0,0,0,0
35,71,35,11,63,64,30,4,3,2,1,1,1
36,71,35,11,63,64,30,4,3,2,1,1,1
37,72,36,0,71,65,31,5,4,1,1,1,2
38,72,36,0,71,65,31,5,4,1,1,1,2
39,72,36,0,58,65,31,5,4,0,0,0,2
40,72,36,0,58,65,31,5,4,0,0,0,2
41,72,36,0,58,65,31,5,4,0,0,0,2
42,72,36,0,68,65,31,5,4,0,0,0,2
43,72,36,0,68,65,31,5,4,0,0,0,2
44,72,36,0,68,65,31,5,4,0,0,0,2
45,72,36,0,68,65,31,5,4,0,0,0,2
46,72,36,0,68,65,31,5,4,0,0,0,2
47,72,36,0,68,65,31,5,4,0,0,0,2
48,72,36,0,68,65,31,5,4,0,0,0,2
49,72,36,0,63,65,31,5,4,0,0,0,2
50,72,36,0,63,65,31,5,4,0,0,0,2
51,76,38,4,64,69,33,9,6,4,2,1,3
52,76,38,4,64,69,33,9,6,4,2,1,3
53,74,37,2,63,67,32,7,5,-2,-1,-1,2
54,74,37,2,63,67,32,7,5,-2,-1,-1,2
55,72,36,0,62,65,31,5,4,-2,-1,-1,1
56,72,36,0,62,65,31,5,4,-2,-1,-1,1
57,72,36,0,62,65,31,5,4,-2,-1,-1,1
58,72,36,0,65,65,31,5,4,0,0,0,1
59,71,35,11,63,64,30,4,3,-1,-1,-1,0
60,71,35,11,63,64,30,4,3,-1,-1,-1,0
61,74,37,2,59,67,32,7,5,3,2,1,1
62,74,37,2,59,67,32,7,5,3,2,1,1
63,74,37,2,59,67,32,7,5,3,2,1,1
64,74,37,2,59,67,32,7,5,3,2,1,1
65,67,33,7,65,60,28,0,1,-7,-4,-1,0
66,67,33,7,65,60,28,0,1,-7,-4,-1,0
67,69,34,9,60,62,29,2,2,2,1,1,1
68,69,34,9,60,62,29,2,2,2,1,1,1
69,71,35,11,67,64,30,4,3,2,1,1,2
70,71,35,11,67,64,30,4,3,2,1,1,2
71,71,35,11,58,64,30,4,3,0,0,0,2
72,71,35,11,58,64,30,4,3,0,0,0,2
73,71,35,11,58,64,30,4,3,0,0,0,2
74,71,35,11,62,64,30,4,3,0,0,0,2
75,69,34,9,64,62,29,2,2,-2,-1,-1,1
76,69,34,9,64,62,29,2,2,-2,-1,-1,1
77,69,34,9,64,62,29,2,2,-2,-1,-1,1
78,69,34,9,64,62,29,2,2,-2,-1,-1,1
79,71,35,11,63,64,30,4,3,2,1,1,2
80,71,35,11,63,64,30,4,3,2,1,1,2
81,72,36,0,67,65,31,5,4,1,1,1,3
82,72,36,0,67,65,31,5,4,1,1,1,3
83,74,37,2,61,67,32,7,5,2,1,1,4
84,74,37,2,61,67,32,7,5,2,1,1,4
85,76,38,4,65,69,33,9,6,2,1,1,5
86,76,38,4,65,69,33,9,6,2,1,1,5
87,76,38,4,68,69,33,9,6,0,0,0,5
88,76,38,4,68,69,33,9,6,0,0,0,5
89,74,37,2,64,67,32,7,5,-2,-1,-1,4
90,74,37,2,64,67,32,7,5,-2,-1,-1,4
91,74,37,2,63,67,32,7,5,0,0,0,4
92,74,37,2,63,67,32,7,5,0,0,0,4
93,74,37,2,63,67,32,7,5,0,0,0,4
94,74,37,2,63,67,32,7,5,0,0,0,4
95,74,37,2,63,67,32,7,5,0,0,0,4
96,74,37,2,63,67,32,7,5,0,0,0,4
97,76,38,4,62,69,33,9,6,2,1,1,5
98,76,38,4,62,69,33,9,6,2,1,1,5
99,76,38,4,61,69,33,9,6,0,0,0,5
100,76,38,4,61,69,33,9,6,0,0,0,5
101,76,38,4,61,69,33,9,6,0,0,0,5
102,76,38,4,64,69,33,9,6,0,0,0,5
103,74,37,2,68,67,32,7,5,-2,-1,-1,4
104,74,37,2,68,67,32,7,5,-2,-1,-1,4
105,67,33,7,65,60,28,0,1,-7,-4,-1,3
106,67,33,7,65,60,28,0,1,-7,-4,-1,3
107,71,35,11,65,64,30,4,3,4,2,1,4
108,71,35,11,65,64,30,4,3,4,2,1,4
109,74,37,2,68,67,32,7,5,3,2,1,5
110,74,37,2,68,67,32,7,5,3,2,1,5
111,76,38,4,61,69,33,9,6,2,1,1,6
112,76,38,4,61,69,33,9,6,2,1,1,6
113,76,38,4,61,69,33,9,6,2,1,1,6
114,74,37,2,68,67,32,7,5,-2,-1,-1,5
