eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,58,67,32,7,5,0,0,0,0
1,74,37,2,66,67,32,7,5,0,0,0,0
2,78,39,6,59,71,34,11,7,4,2,1,1
3,76,38,4,64,69,33,9,6,-2,-1,-1,0
4,74,37,2,59,67,32,7,5,-2,-1,-1,-1
5,74,37,2,59,67,32,7,5,-2,-1,-1,-1
6,72,36,0,63,65,31,5,4,-2,-1,-1,-2
7,72,36,0,63,65,31,5,4,-2,-1,-1,-2
8,71,35,11,65,64,30,4,3,-1,-1,-1,-3
9,69,34,9,69,62,29,2,2,-2,-1,-1,-4
10,69,34,9,60,62,29,2,2,0,0,0,-4
11,67,33,7,71,60,28,0,1,-2,-1,-1,-5
12,67,33,7,63,60,28,0,1,0,0,0,-5
13,69,34,9,68,62,29,2,2,2,1,1,-4
14,71,35,11,58,64,30,4,3,2,1,1,-3
15,72,36,0,63,65,31,5,4,1,1,1,-2
16,71,35,11,62,64,30,4,3,-1,-1,-1,-3
17,69,34,9,64,62,29,2,2,-2,-1,-1,-4
18,74,37,2,60,67,32,7,5,5,3,1,-3
19,74,37,2,60,67,32,7,5,5,3,1,-3
20,74,37,2,60,67,32,7,5,5,3,1,-3
21,74,37,2,59,67,32,7,5,0,0,0,-3
22,76,38,4,56,69,33,9,6,2,1,1,-2
23,76,38,4,68,69,33,9,6,-2,-1,-1,-2
24,74,37,2,67,67,32,7,5,-2,-1,-1,-3
25,74,37,2,67,67,32,7,5,-2,-1,-1,-3
26,76,38,4,69,69,33,9,6,2,1,1,-2
27,76,38,4,69,69,33,9,6,2,1,1,-2
28,74,37,2,62,67,32,7,5,-2,-1,-1,-3
29,69,34,9,66,62,29,2,2,-5,-3,-1,-4
30,69,34,9,64,62,29,2,2,0,0,0,-4
31,71,35,11,62,64,30,4,3,2,1,1,-3
32,72,36,0,62,65,31,5,4,1,1,1,-2
33,67,33,7,59,60,28,0,1,-7,-4,-1,-2
34,69,34,9,65,62,29,2,2,2,1,1,-1
35,72,36,0,67,65,31,5,4,1,1,1,1
36,71,35,11,64,64,30,4,3,-1,-1,-1,0
37,69,34,9,67,62,29,2,2,-2,-1,-1,-1
38,74,37,2,63,67,32,7,5,5,3,1,0
39,74,37,2,63,67,32,7,5,5,3,1,0
40,76,38,4,65,69,33,9,6,2,1,1,1
41,74,37,2,62,67,32,7,5,-2,-1,-1,0
42,69,34,9,66,62,29,2,2,-5,-3,-1,-1
43,71,35,11,71,64,30,4,3,2,1,1,0
44,72,36,0,58,65,31,5,4,1,1,1,1
45,67,33,7,62,60,28,0,1,-7,-4,-1,1
46,71,35,11,60,64,30,4,3,4,2,1,2
47,74,37,2,64,67,32,7,5,3,2,1,3
48,76,38,4,61,69,33,9,6,2,1,1,4
49,74,37,2,68,67,32,7,5,-2,-1,-1,3
50,67,33,7,58,60,28,0,1,-7,-4,-1,2
51,71,35,11,69,64,30,4,3,2,1,1,4
52,74,37,2,62,67,32,7,5,3,2,1,5
53,67,33,7,65,60,28,0,1,-7,-4,-1,4
54,71,35,11,60,64,30,4,3,4,2,1,5
55,71,35,11,64,64,30,4,3,0,0,0,5
56,71,35,11,59,64,30,4,3,0,0,0,5
57,67,33,7,70,60,28,0,1,-4,-2,-1,4
58,74,37,2,60,67,32,7,5,7,4,1,5
59,74,37,2,61,67,32,7,5,0,0,0,5
60,76,38,4,66,69,33,9,6,2,1,1,6
61,78,39,6,62,71,34,11,7,2,1,1,7
62,76,38,4,64,69,33,9,6,-2,-1,-1,6
63,74,37,2,57,67,32,7,5,-2,-1,-1,5
64,79,40,7,61,72,35,0,1,5,3,1,6
65,78,39,6,57,71,34,11,7,-1,-1,-1,5
66,76,38,4,60,69,33,9,6,-2,-1,-1,4
67,74,37,2,64,67,32,7,5,-2,-1,-1,3
68,69,34,9,57,62,29,2,2,-5,-3,-1,2
69,69,34,9,57,62,29,2,2,-5,-3,-1,2
70,71,35,11,61,64,30,4,3,2,1,1,3
71,71,35,11,61,64,30,4,3,2,1,1,3
72,73,36,1,57,66,31,6,4,2,1,1,4
