eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,65,55,25,7,5,0,0,0,0
1,67,33,7,67,60,28,0,1,5,3,1,1
2,69,34,9,57,62,29,2,2,2,1,1,2
3,69,34,9,57,62,29,2,2,2,1,1,2
4,71,35,11,62,64,30,4,3,2,1,1,3
5,67,33,7,65,60,28,0,1,-4,-2,-1,2
6,67,33,7,65,60,28,0,1,-4,-2,-1,2
7,74,37,2,71,67,32,7,5,7,4,1,3
8,76,38,4,58,69,33,9,6,2,1,1,4
9,76,38,4,58,69,33,9,6,2,1,1,4
10,74,37,2,64,67,32,7,5,-2,-1,-1,3
11,74,37,2,59,67,32,7,5,0,0,0,3
12,74,37,2,59,67,32,7,5,0,0,0,3
13,76,38,4,62,69,33,9,6,2,1,1,4
14,76,38,4,57,69,33,9,6,0,0,0,4
15,76,38,4,61,69,33,9,6,0,0,0,4
16,79,40,7,63,72,35,0,1,3,2,1,5
17,78,39,6,62,71,34,11,7,-1,-1,-1,4
18,76,38,4,59,69,33,9,6,-2,-1,-1,3
19,74,37,2,72,67,32,7,5,-2,-1,-1,2
20,76,38,4,62,69,33,9,6,2,1,1,3
21,74,37,2,64,67,32,7,5,-2,-1,-1,2
22,71,35,11,59,64,30,4,3,-3,-2,-1,1
23,74,37,2,59,67,32,7,5,3,2,1,2
24,74,37,2,59,67,32,7,5,3,2,1,2
25,74,37,2,70,67,32,7,5,0,0,0,2
26,76,38,4,59,69,33,9,6,2,1,1,3
27,78,39,6,57,71,34,11,7,2,1,1,4
28,79,40,7,66,72,35,0,1,1,1,1,5
29,78,39,6,63,71,34,11,7,-1,-1,-1,4
30,76,38,4,62,69,33,9,6,-2,-1,-1,3
31,74,37,2,71,67,32,7,5,-2,-1,-1,2
32,71,35,11,60,64,30,4,3,-3,-2,-1,1
33,71,35,11,60,64,30,4,3,-3,-2,-1,1
34,71,35,11,60,64,30,4,3,-3,-2,-1,1
35,74,37,2,56,67,32,7,5,3,2,1,2
36,74,37,2,56,67,32,7,5,3,2,1,2
37,74,37,2,72,67,32,7,5,0,0,0,2
38,76,38,4,65,69,33,9,6,2,1,1,3
39,74,37,2,56,67,32,7,5,-2,-1,-1,2
40,74,37,2,63,67,32,7,5,0,0,0,2
41,72,36,0,60,65,31,5,4,-2,-1,-1,1
42,71,35,11,59,64,30,4,3,-1,-1,-1,0
43,69,34,9,63,62,29,2,2,-2,-1,-1,-1
44,69,34,9,66,62,29,2,2,0,0,0,-1
45,69,34,9,66,62,29,2,2,0,0,0,-1
46,69,34,9,66,62,29,2,2,0,0,0,-1
47,69,34,9,66,62,29,2,2,0,0,0,-1
48,69,34,9,66,62,29,2,2,0,0,0,-1
49,71,35,11,62,64,30,4,3,2,1,1,0
50,74,37,2,61,67,32,7,5,3,2,1,1
51,74,37,2,61,67,32,7,5,3,2,1,1
52,71,35,11,63,64,30,4,3,-3,-2,-1,0
53,69,34,9,56,62,29,2,2,-2,-1,-1,-1
54,67,33,7,62,60,28,0,1,-2,-1,-1,-2
55,72,36,0,71,65,31,5,4,5,3,1,-1
56,71,35,11,58,64,30,4,3,-1,-1,-1,-2
57,71,35,11,58,64,30,4,3,-1,-1,-1,-2
58,71,35,11,58,64,30,4,3,-1,-1,-1,-2
59,69,34,9,59,62,29,2,2,-2,-1,-1,-3
60,69,34,9,59,62,29,2,2,-2,-1,-1,-3
61,71,35,11,67,64,30,4,3,2,1,1,-2
62,72,36,0,58,65,31,5,4,1,1,1,-1
63,74,37,2,57,67,32,7,5,2,1,1,0
64,69,34,9,65,62,29,2,2,-5,-3,-1,-1
65,67,33,7,61,60,28,0,1,-2,-1,-1,-2
66,69,34,9,60,62,29,2,2,2,1,1,-1
