eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,58,67,32,7,5,0,0,0,0
1,74,37,2,65,67,32,7,5,0,0,0,0
2,76,38,4,64,69,33,9,6,2,1,1,1
3,78,39,6,58,71,34,11,7,2,1,1,2
4,79,40,7,56,72,35,0,1,1,1,1,3
5,78,39,6,59,71,34,11,7,-1,-1,-1,2
6,76,38,4,57,69,33,9,6,-2,-1,-1,1
7,76,38,4,72,69,33,9,6,0,0,0,1
8,74,37,2,60,67,32,7,5,-2,-1,-1,0
9,74,37,2,60,67,32,7,5,0,0,0,0
10,76,38,4,63,69,33,9,6,2,1,1,1
11,74,37,2,58,67,32,7,5,-2,-1,-1,0
12,74,37,2,65,67,32,7,5,0,0,0,0
13,79,40,7,71,72,35,0,1,5,3,1,1
14,78,39,6,58,71,34,11,7,-1,-1,-1,0
15,79,40,7,59,72,35,0,1,1,1,1,1
16,74,37,2,57,67,32,7,5,-5,-3,-1,0
17,74,37,2,62,67,32,7,5,0,0,0,0
18,76,38,4,61,69,33,9,6,2,1,1,1
19,74,37,2,64,67,32,7,5,-2,-1,-1,0
20,72,36,0,62,65,31,5,4,-2,-1,-1,-1
21,72,36,0,62,65,31,5,4,-2,-1,-1,-1
22,71,35,11,60,64,30,4,3,-1,-1,-1,-2
23,67,33,7,56,60,28,0,1,-4,-2,-1,-3
24,67,33,7,56,60,28,0,1,-4,-2,-1,-3
25,67,33,7,64,60,28,0,1,0,0,0,-3
26,71,35,11,60,64,30,4,3,4,2,1,-2
27,74,37,2,62,67,32,7,5,3,2,1,-1
28,79,40,7,64,72,35,0,1,5,3,1,0
29,79,40,7,61,72,35,0,1,0,0,0,0
30,79,40,7,61,72,35,0,1,0,0,0,0
31,81,41,9,68,74,36,2,2,2,1,1,1
32,81,41,9,63,74,36,2,2,0,0,0,1
33,81,41,9,63,74,36,2,2,0,0,0,1
34,83,42,11,58,76,37,4,3,2,1,1,2
35,84,43,0,64,77,38,5,4,1,1,1,3
36,84,43,0,64,77,38,5,4,1,1,1,3
37,84,43,0,64,77,38,5,4,1,1,1,3
38,83,42,11,56,76,37,4,3,-1,-1,-1,2
39,81,41,9,62,74,36,2,2,-2,-1,-1,1
40,79,40,7,61,72,35,0,1,-2,-1,-1,0
41,79,40,7,56,72,35,0,1,0,0,0,0
42,79,40,7,65,72,35,0,1,0,0,0,0
43,78,39,6,69,71,34,11,7,-1,-1,-1,-1
44,76,38,4,61,69,33,9,6,-2,-1,-1,-2
45,78,39,6,64,71,34,11,7,2,1,1,-1
