eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,58,64,30,4,3,0,0,0,0
1,71,35,11,65,64,30,4,3,0,0,0,0
2,69,34,9,64,62,29,2,2,-2,-1,-1,-1
3,69,34,9,64,62,29,2,2,-2,-1,-1,-1
4,67,33,7,58,60,28,0,1,-2,-1,-1,-2
5,71,35,11,56,64,30,4,3,4,2,1,-1
6,74,37,2,59,67,32,7,5,3,2,1,0
7,74,37,2,71,67,32,7,5,0,0,0,0
8,74,37,2,66,67,32,7,5,0,0,0,0
9,74,37,2,60,67,32,7,5,0,0,0,0
10,67,33,7,60,60,28,0,1,-7,-4,-1,-1
11,67,33,7,58,60,28,0,1,0,0,0,-1
12,67,33,7,58,60,28,0,1,0,0,0,-1
13,69,34,9,69,62,29,2,2,2,1,1,0
14,71,35,11,59,64,30,4,3,2,1,1,1
15,72,36,0,65,65,31,5,4,1,1,1,2
16,71,35,11,58,64,30,4,3,-1,-1,-1,1
17,71,35,11,59,64,30,4,3,0,0,0,1
18,69,34,9,57,62,29,2,2,-2,-1,-1,0
19,67,33,7,67,60,28,0,1,-2,-1,-1,-1
20,71,35,11,58,64,30,4,3,4,2,1,0
21,67,33,7,58,60,28,0,1,-4,-2,-1,-1
22,62,30,2,62,55,25,7,5,-5,-3,-1,-2
23,64,31,4,60,57,26,9,6,2,1,1,-1
24,66,32,6,56,59,27,11,7,2,1,1,0
25,67,33,7,64,60,28,0,1,1,1,1,1
26,69,34,9,60,62,29,2,2,2,1,1,2
27,69,34,9,60,62,29,2,2,2,1,1,2
28,69,34,9,60,62,29,2,2,2,1,1,2
29,69,34,9,62,62,29,2,2,0,0,0,2
30,69,34,9,62,62,29,2,2,0,0,0,2
31,71,35,11,67,64,30,4,3,2,1,1,3
32,74,37,2,63,67,32,7,5,3,2,1,4
33,74,37,2,63,67,32,7,5,3,2,1,4
34,74,37,2,62,67,32,7,5,0,0,0,4
35,71,35,11,63,64,30,4,3,-3,-2,-1,3
36,71,35,11,63,64,30,4,3,-3,-2,-1,3
37,67,33,7,70,60,28,0,1,-4,-2,-1,2
38,74,37,2,63,67,32,7,5,7,4,1,3
39,74,37,2,63,67,32,7,5,7,4,1,3
40,74,37,2,63,67,32,7,5,7,4,1,3
41,72,36,0,58,65,31,5,4,-2,-1,-1,2
42,72,36,0,58,65,31,5,4,-2,-1,-1,2
