eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,64,67,32,7,5,0,0,0,0
1,67,33,7,62,60,28,0,1,-7,-4,-1,-1
2,67,33,7,62,60,28,0,1,-7,-4,-1,-1
3,69,34,9,64,62,29,2,2,2,1,1,0
4,69,34,9,64,62,29,2,2,2,1,1,0
5,71,35,11,68,64,30,4,3,2,1,1,1
6,71,35,11,68,64,30,4,3,2,1,1,1
7,71,35,11,59,64,30,4,3,0,0,0,1
8,71,35,11,59,64,30,4,3,0,0,0,1
9,71,35,11,59,64,30,4,3,0,0,0,1
10,71,35,11,67,64,30,4,3,0,0,0,1
11,67,33,7,59,60,28,0,1,-4,-2,-1,0
12,67,33,7,59,60,28,0,1,-4,-2,-1,0
13,67,33,7,59,60,28,0,1,-4,-2,-1,0
14,67,33,7,59,60,28,0,1,-4,-2,-1,0
15,67,33,7,59,60,28,0,1,-4,-2,-1,0
16,67,33,7,59,60,28,0,1,-4,-2,-1,0
17,67,33,7,62,60,28,0,1,0,0,0,0
18,67,33,7,70,60,28,0,1,0,0,0,0
19,67,33,7,59,60,28,0,1,0,0,0,0
20,74,37,2,64,67,32,7,5,7,4,1,1
21,74,37,2,70,67,32,7,5,0,0,0,1
22,74,37,2,70,67,32,7,5,0,0,0,1
23,76,38,4,58,69,33,9,6,2,1,1,2
24,76,38,4,58,69,33,9,6,2,1,1,2
25,76,38,4,58,69,33,9,6,2,1,1,2
26,74,37,2,64,67,32,7,5,-2,-1,-1,1
27,69,34,9,70,62,29,2,2,-5,-3,-1,0
28,69,34,9,70,62,29,2,2,-5,-3,-1,0
29,69,34,9,70,62,29,2,2,-5,-3,-1,0
30,69,34,9,70,62,29,2,2,-5,-3,-1,0
31,69,34,9,62,62,29,2,2,0,0,0,0
32,69,34,9,62,62,29,2,2,0,0,0,0
33,69,34,9,71,62,29,2,2,0,0,0,0
34,69,34,9,71,62,29,2,2,0,0,0,0
35,71,35,11,66,64,30,4,3,2,1,1,1
36,71,35,11,66,64,30,4,3,2,1,1,1
37,72,36,0,72,65,31,5,4,1,1,1,2
38,72,36,0,72,65,31,5,4,1,1,1,2
39,72,36,0,61,65,31,5,4,0,0,0,2
40,72,36,0,61,65,31,5,4,0,0,0,2
41,72,36,0,61,65,31,5,4,0,0,0,2
42,72,36,0,71,65,31,5,4,0,0,0,2
43,72,36,0,63,65,31,5,4,0,0,0,2
44,72,36,0,63,65,31,5,4,0,0,0,2
45,72,36,0,63,65,31,5,4,0,0,0,2
46,72,36,0,63,65,31,5,4,0,0,0,2
47,72,36,0,63,65,31,5,4,0,0,0,2
48,72,36,0,63,65,31,5,4,0,0,0,2
49,72,36,0,67,65,31,5,4,0,0,0,2
50,72,36,0,67,65,31,5,4,0,0,0,2
51,76,38,4,65,69,33,9,6,4,2,1,3
52,76,38,4,65,69,33,9,6,4,2,1,3
53,74,37,2,64,67,32,7,5,-2,-1,-1,2
54,74,37,2,64,67,32,7,5,-2,-1,-1,2
55,69,34,9,65,62,29,2,2,-5,-3,-1,1
56,69,34,9,65,62,29,2,2,-5,-3,-1,1
57,69,34,9,65,62,29,2,2,-5,-3,-1,1
58,72,36,0,62,65,31,5,4,3,2,1,2
59,71,35,11,67,64,30,4,3,-1,-1,-1,1
60,71,35,11,67,64,30,4,3,-1,-1,-1,1
61,71,35,11,67,64,30,4,3,-1,-1,-1,1
62,71,35,11,67,64,30,4,3,-1,-1,-1,1
63,74,37,2,61,67,32,7,5,3,2,1,2
64,74,37,2,61,67,32,7,5,3,2,1,2
65,67,33,7,69,60,28,0,1,-7,-4,-1,1
66,67,33,7,69,60,28,0,1,-7,-4,-1,1
67,69,34,9,68,62,29,2,2,2,1,1,2
68,69,34,9,68,62,29,2,2,2,1,1,2
69,71,35,11,70,64,30,4,3,2,1,1,3
70,71,35,11,70,64,30,4,3,2,1,1,3
71,71,35,11,66,64,30,4,3,0,0,0,3
72,71,35,11,66,64,30,4,3,0,0,0,3
73,71,35,11,66,64,30,4,3,0,0,0,3
74,71,35,11,65,64,30,4,3,0,0,0,3
75,69,34,9,65,62,29,2,2,-2,-1,-1,2
76,69,34,9,65,62,29,2,2,-2,-1,-1,2
77,69,34,9,65,62,29,2,2,-2,-1,-1,2
78,69,34,9,65,62,29,2,2,-2,-1,-1,2
79,71,35,11,69,64,30,4,3,2,1,1,3
80,71,35,11,69,64,30,4,3,2,1,1,3
81,72,36,0,72,65,31,5,4,1,1,1,4
82,72,36,0,72,65,31,5,4,1,1,1,4
83,74,37,2,62,67,32,7,5,2,1,1,5
84,74,37,2,62,67,32,7,5,2,1,1,5
85,76,38,4,63,69,33,9,6,2,1,1,6
86,76,38,4,63,69,33,9,6,2,1,1,6
87,76,38,4,59,69,33,9,6,0,0,0,6
88,76,38,4,59,69,33,9,6,0,0,0,6
89,74,37,2,63,67,32,7,5,-2,-1,-1,5
90,74,37,2,63,67,32,7,5,-2,-1,-1,5
91,74,37,2,64,67,32,7,5,0,0,0,5
92,74,37,2,64,67,32,7,5,0,0,0,5
