eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,61,55,25,7,5,0,0,0,0
1,72,36,0,62,65,31,5,4,10,6,1,1
2,72,36,0,62,65,31,5,4,10,6,1,1
3,74,37,2,61,67,32,7,5,2,1,1,2
4,74,37,2,61,67,32,7,5,2,1,1,2
5,74,37,2,61,67,32,7,5,2,1,1,2
6,72,36,0,62,65,31,5,4,-2,-1,-1,1
7,71,35,11,71,64,30,4,3,-1,-1,-1,0
8,71,35,11,71,64,30,4,3,-1,-1,-1,0
9,69,34,9,61,62,29,2,2,-2,-1,-1,-1
10,69,34,9,61,62,29,2,2,-2,-1,-1,-1
11,69,34,9,61,62,29,2,2,-2,-1,-1,-1
12,67,33,7,64,60,28,0,1,-2,-1,-1,-2
13,69,34,9,56,62,29,2,2,2,1,1,-1
14,71,35,11,70,64,30,4,3,2,1,1,0
15,69,34,9,62,62,29,2,2,-2,-1,-1,-1
16,69,34,9,62,62,29,2,2,-2,-1,-1,-1
17,62,30,2,61,55,25,7,5,-7,-4,-1,-2
18,62,30,2,61,55,25,7,5,-7,-4,-1,-2
19,62,30,2,61,55,25,7,5,-7,-4,-1,-2
20,62,30,2,61,55,25,7,5,-7,-4,-1,-2
21,72,36,0,70,65,31,5,4,10,6,1,-1
22,72,36,0,70,65,31,5,4,10,6,1,-1
23,74,37,2,60,67,32,7,5,2,1,1,0
24,74,37,2,60,67,32,7,5,2,1,1,0
25,74,37,2,60,67,32,7,5,2,1,1,0
26,72,36,0,59,65,31,5,4,-2,-1,-1,-1
27,71,35,11,71,64,30,4,3,-1,-1,-1,-2
28,71,35,11,71,64,30,4,3,-1,-1,-1,-2
29,69,34,9,63,62,29,2,2,-2,-1,-1,-3
30,69,34,9,63,62,29,2,2,-2,-1,-1,-3
31,69,34,9,63,62,29,2,2,-2,-1,-1,-3
32,67,33,7,66,60,28,0,1,-2,-1,-1,-4
33,69,34,9,61,62,29,2,2,2,1,1,-3
34,71,35,11,71,64,30,4,3,2,1,1,-2
35,69,34,9,56,62,29,2,2,-2,-1,-1,-3
36,69,34,9,56,62,29,2,2,-2,-1,-1,-3
37,71,35,11,58,64,30,4,3,2,1,1,-2
38,71,35,11,58,64,30,4,3,2,1,1,-2
39,69,34,9,61,62,29,2,2,-2,-1,-1,-3
40,67,33,7,71,60,28,0,1,-2,-1,-1,-4
41,67,33,7,65,60,28,0,1,0,0,0,-4
42,67,33,7,65,60,28,0,1,0,0,0,-4
43,67,33,7,56,60,28,0,1,0,0,0,-4
44,69,34,9,67,62,29,2,2,2,1,1,-3
45,69,34,9,66,62,29,2,2,0,0,0,-3
46,69,34,9,66,62,29,2,2,0,0,0,-3
47,74,37,2,65,67,32,7,5,5,3,1,-2
48,74,37,2,65,67,32,7,5,5,3,1,-2
49,71,35,11,68,64,30,4,3,-3,-2,-1,-3
50,71,35,11,68,64,30,4,3,-3,-2,-1,-3
51,69,34,9,64,62,29,2,2,-2,-1,-1,-4
52,67,33,7,72,60,28,0,1,-2,-1,-1,-5
53,69,34,9,66,62,29,2,2,2,1,1,-4
54,69,34,9,66,62,29,2,2,2,1,1,-4
55,72,36,0,59,65,31,5,4,3,2,1,-3
56,71,35,11,72,64,30,4,3,-1,-1,-1,-4
57,69,34,9,72,62,29,2,2,-2,-1,-1,-5
58,69,34,9,72,62,29,2,2,-2,-1,-1,-5
59,69,34,9,72,62,29,2,2,-2,-1,-1,-5
60,69,34,9,72,62,29,2,2,-2,-1,-1,-5
61,67,33,7,65,60,28,0,1,-2,-1,-1,-6
62,67,33,7,65,60,28,0,1,-2,-1,-1,-6
63,67,33,7,65,60,28,0,1,-2,-1,-1,-6
