eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,62,60,28,0,1,0,0,0,0
1,67,33,7,56,60,28,0,1,0,0,0,0
2,71,35,11,63,64,30,4,3,4,2,1,1
3,71,35,11,63,64,30,4,3,4,2,1,1
4,74,37,2,67,67,32,7,5,3,2,1,2
5,71,35,11,58,64,30,4,3,-3,-2,-1,1
6,71,35,11,58,64,30,4,3,-3,-2,-1,1
7,69,34,9,64,62,29,2,2,-2,-1,-1,0
8,66,32,6,58,59,27,11,7,-3,-2,-1,-1
9,66,32,6,58,59,27,11,7,-3,-2,-1,-1
10,62,30,2,63,55,25,7,5,-4,-2,-1,-2
11,67,33,7,58,60,28,0,1,5,3,1,-1
12,67,33,7,58,60,28,0,1,5,3,1,-1
13,67,33,7,58,60,28,0,1,5,3,1,-1
14,69,34,9,71,62,29,2,2,2,1,1,0
15,69,34,9,71,62,29,2,2,2,1,1,0
16,69,34,9,71,62,29,2,2,2,1,1,0
17,69,34,9,64,62,29,2,2,0,0,0,0
18,69,34,9,64,62,29,2,2,0,0,0,0
19,74,37,2,59,67,32,7,5,5,3,1,1
20,71,35,11,60,64,30,4,3,-3,-2,-1,0
21,71,35,11,60,64,30,4,3,-3,-2,-1,0
22,69,34,9,64,62,29,2,2,-2,-1,-1,-1
23,69,34,9,63,62,29,2,2,0,0,0,-1
24,69,34,9,63,62,29,2,2,0,0,0,-1
25,69,34,9,63,62,29,2,2,0,0,0,-1
26,69,34,9,63,62,29,2,2,0,0,0,-1
27,71,35,11,65,64,30,4,3,2,1,1,0
28,72,36,0,64,65,31,5,4,1,1,1,1
29,74,37,2,62,67,32,7,5,2,1,1,2
30,74,37,2,62,67,32,7,5,2,1,1,2
31,76,38,4,64,69,33,9,6,2,1,1,3
32,72,36,0,65,65,31,5,4,-4,-2,-1,2
33,72,36,0,65,65,31,5,4,-4,-2,-1,2
34,74,37,2,63,67,32,7,5,2,1,1,3
35,71,35,11,61,64,30,4,3,-3,-2,-1,2
36,71,35,11,61,64,30,4,3,-3,-2,-1,2
37,67,33,7,57,60,28,0,1,-4,-2,-1,1
38,74,37,2,65,67,32,7,5,7,4,1,2
39,74,37,2,65,67,32,7,5,7,4,1,2
40,74,37,2,65,67,32,7,5,7,4,1,2
41,76,38,4,60,69,33,9,6,2,1,1,3
42,76,38,4,60,69,33,9,6,2,1,1,3
43,76,38,4,60,69,33,9,6,2,1,1,3
44,74,37,2,66,67,32,7,5,-2,-1,-1,2
45,72,36,0,56,65,31,5,4,-2,-1,-1,1
46,74,37,2,65,67,32,7,5,2,1,1,2
47,72,36,0,57,65,31,5,4,-2,-1,-1,1
48,72,36,0,57,65,31,5,4,-2,-1,-1,1
49,72,36,0,57,65,31,5,4,-2,-1,-1,1
50,71,35,11,64,64,30,4,3,-1,-1,-1,0
51,71,35,11,64,64,30,4,3,-1,-1,-1,0
52,71,35,11,64,64,30,4,3,-1,-1,-1,0
53,69,34,9,58,62,29,2,2,-2,-1,-1,-1
54,69,34,9,58,62,29,2,2,-2,-1,-1,-1
55,69,34,9,58,62,29,2,2,-2,-1,-1,-1
56,69,34,9,58,62,29,2,2,-2,-1,-1,-1
57,71,35,11,60,64,30,4,3,2,1,1,0
58,72,36,0,67,65,31,5,4,1,1,1,1
59,74,37,2,58,67,32,7,5,2,1,1,2
60,74,37,2,58,67,32,7,5,2,1,1,2
61,76,38,4,59,69,33,9,6,2,1,1,3
62,72,36,0,65,65,31,5,4,-4,-2,-1,2
63,72,36,0,65,65,31,5,4,-4,-2,-1,2
64,74,37,2,64,67,32,7,5,2,1,1,3
65,71,35,11,66,64,30,4,3,-3,-2,-1,2
66,71,35,11,66,64,30,4,3,-3,-2,-1,2
67,67,33,7,60,60,28,0,1,-4,-2,-1,1
68,74,37,2,67,67,32,7,5,7,4,1,2
69,74,37,2,67,67,32,7,5,7,4,1,2
70,74,37,2,67,67,32,7,5,7,4,1,2
71,72,36,0,58,65,31,5,4,-2,-1,-1,1
72,72,36,0,58,65,31,5,4,-2,-1,-1,1
73,72,36,0,58,65,31,5,4,-2,-1,-1,1
74,74,37,2,65,67,32,7,5,2,1,1,2
75,72,36,0,66,65,31,5,4,-2,-1,-1,1
76,71,35,11,68,64,30,4,3,-1,-1,-1,0
77,69,34,9,62,62,29,2,2,-2,-1,-1,-1
78,69,34,9,62,62,29,2,2,-2,-1,-1,-1
79,69,34,9,62,62,29,2,2,-2,-1,-1,-1
80,67,33,7,67,60,28,0,1,-2,-1,-1,-2
81,67,33,7,67,60,28,0,1,-2,-1,-1,-2
