eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,69,60,28,0,1,0,0,0,0
1,69,34,9,62,62,29,2,2,2,1,1,1
2,71,35,11,65,64,30,4,3,2,1,1,2
3,71,35,11,62,64,30,4,3,0,0,0,2
4,71,35,11,62,64,30,4,3,0,0,0,2
5,72,36,0,66,65,31,5,4,1,1,1,3
6,74,37,2,66,67,32,7,5,2,1,1,4
7,74,37,2,63,67,32,7,5,0,0,0,4
8,74,37,2,63,67,32,7,5,0,0,0,4
9,72,36,0,71,65,31,5,4,-2,-1,-1,3
10,72,36,0,71,65,31,5,4,-2,-1,-1,3
11,69,34,9,64,62,29,2,2,-3,-2,-1,2
12,69,34,9,64,62,29,2,2,-3,-2,-1,2
13,69,34,9,58,62,29,2,2,0,0,0,2
14,71,35,11,63,64,30,4,3,2,1,1,3
15,67,33,7,59,60,28,0,1,-4,-2,-1,2
16,67,33,7,59,60,28,0,1,-4,-2,-1,2
17,67,33,7,59,60,28,0,1,-4,-2,-1,2
18,64,31,4,69,57,26,9,6,-3,-2,-1,1
19,67,33,7,61,60,28,0,1,3,2,1,2
20,67,33,7,61,60,28,0,1,3,2,1,2
21,69,34,9,62,62,29,2,2,2,1,1,3
22,69,34,9,62,62,29,2,2,2,1,1,3
23,67,33,7,59,60,28,0,1,-2,-1,-1,2
24,67,33,7,59,60,28,0,1,-2,-1,-1,2
25,66,32,6,58,59,27,11,7,-1,-1,-1,1
26,64,31,4,64,57,26,9,6,-2,-1,-1,0
27,66,32,6,66,59,27,11,7,2,1,1,1
28,66,32,6,66,59,27,11,7,2,1,1,1
29,64,31,4,63,57,26,9,6,-2,-1,-1,0
30,64,31,4,63,57,26,9,6,-2,-1,-1,0
31,62,30,2,69,55,25,7,5,-2,-1,-1,-1
32,62,30,2,69,55,25,7,5,-2,-1,-1,-1
33,67,33,7,67,60,28,0,1,5,3,1,0
34,67,33,7,67,60,28,0,1,5,3,1,0
35,71,35,11,57,64,30,4,3,4,2,1,1
36,71,35,11,57,64,30,4,3,4,2,1,1
37,69,34,9,64,62,29,2,2,-2,-1,-1,0
38,69,34,9,64,62,29,2,2,-2,-1,-1,0
39,62,30,2,64,55,25,7,5,-7,-4,-1,-1
40,62,30,2,64,55,25,7,5,-7,-4,-1,-1
41,62,30,2,64,55,25,7,5,-7,-4,-1,-1
42,62,30,2,64,55,25,7,5,-7,-4,-1,-1
43,71,35,11,62,64,30,4,3,9,5,1,0
44,71,35,11,62,64,30,4,3,9,5,1,0
45,72,36,0,70,65,31,5,4,1,1,1,1
46,72,36,0,70,65,31,5,4,1,1,1,1
47,71,35,11,66,64,30,4,3,-1,-1,-1,0
48,71,35,11,66,64,30,4,3,-1,-1,-1,0
49,69,34,9,57,62,29,2,2,-2,-1,-1,-1
