eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,65,60,28,0,1,0,0,0,0
1,72,36,0,67,65,31,5,4,5,3,1,1
2,71,35,11,60,64,30,4,3,-1,-1,-1,0
3,71,35,11,60,64,30,4,3,-1,-1,-1,0
4,69,34,9,62,62,29,2,2,-2,-1,-1,-1
5,74,37,2,71,67,32,7,5,5,3,1,0
6,76,38,4,66,69,33,9,6,2,1,1,1
7,76,38,4,66,69,33,9,6,2,1,1,1
8,74,37,2,65,67,32,7,5,-2,-1,-1,0
9,71,35,11,70,64,30,4,3,-3,-2,-1,-1
10,67,33,7,69,60,28,0,1,-4,-2,-1,-2
11,67,33,7,69,60,28,0,1,-4,-2,-1,-2
12,72,36,0,62,65,31,5,4,5,3,1,-1
13,72,36,0,62,65,31,5,4,5,3,1,-1
14,72,36,0,62,65,31,5,4,5,3,1,-1
15,72,36,0,62,65,31,5,4,5,3,1,-1
16,72,36,0,62,65,31,5,4,5,3,1,-1
17,72,36,0,62,65,31,5,4,5,3,1,-1
18,71,35,11,60,64,30,4,3,-1,-1,-1,-2
19,71,35,11,60,64,30,4,3,-1,-1,-1,-2
20,69,34,9,61,62,29,2,2,-2,-1,-1,-3
21,74,37,2,69,67,32,7,5,5,3,1,-2
22,76,38,4,65,69,33,9,6,2,1,1,-1
23,76,38,4,65,69,33,9,6,2,1,1,-1
24,74,37,2,59,67,32,7,5,-2,-1,-1,-2
25,71,35,11,72,64,30,4,3,-3,-2,-1,-3
26,67,33,7,65,60,28,0,1,-4,-2,-1,-4
27,67,33,7,65,60,28,0,1,-4,-2,-1,-4
28,74,37,2,63,67,32,7,5,7,4,1,-3
29,74,37,2,63,67,32,7,5,7,4,1,-3
30,74,37,2,63,67,32,7,5,7,4,1,-3
31,74,37,2,63,67,32,7,5,7,4,1,-3
32,74,37,2,63,67,32,7,5,7,4,1,-3
33,74,37,2,64,67,32,7,5,0,0,0,-3
34,74,37,2,64,67,32,7,5,0,0,0,-3
35,74,37,2,62,67,32,7,5,0,0,0,-3
36,74,37,2,57,67,32,7,5,0,0,0,-3
37,74,37,2,72,67,32,7,5,0,0,0,-3
38,79,40,7,63,72,35,0,1,5,3,1,-2
39,79,40,7,63,72,35,0,1,5,3,1,-2
40,79,40,7,63,72,35,0,1,5,3,1,-2
41,78,39,6,71,71,34,11,7,-1,-1,-1,-3
42,78,39,6,65,71,34,11,7,0,0,0,-3
43,76,38,4,63,69,33,9,6,-2,-1,-1,-4
44,74,37,2,63,67,32,7,5,-2,-1,-1,-5
45,72,36,0,62,65,31,5,4,-2,-1,-1,-6
46,72,36,0,66,65,31,5,4,0,0,0,-6
47,72,36,0,66,65,31,5,4,0,0,0,-6
48,72,36,0,66,65,31,5,4,0,0,0,-6
49,72,36,0,62,65,31,5,4,0,0,0,-6
50,72,36,0,63,65,31,5,4,0,0,0,-6
51,72,36,0,63,65,31,5,4,0,0,0,-6
52,72,36,0,59,65,31,5,4,0,0,0,-6
53,74,37,2,62,67,32,7,5,2,1,1,-5
54,72,36,0,57,65,31,5,4,-2,-1,-1,-6
55,72,36,0,67,65,31,5,4,0,0,0,-6
56,72,36,0,59,65,31,5,4,0,0,0,-6
57,74,37,2,71,67,32,7,5,2,1,1,-5
58,74,37,2,56,67,32,7,5,0,0,0,-5
59,69,34,9,64,62,29,2,2,-5,-3,-1,-6
60,69,34,9,63,62,29,2,2,0,0,0,-6
