eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,69,34,9,65,62,29,2,2,0,0,0,0
1,69,34,9,67,62,29,2,2,0,0,0,0
2,69,34,9,57,62,29,2,2,0,0,0,0
3,69,34,9,57,62,29,2,2,0,0,0,0
4,69,34,9,57,62,29,2,2,0,0,0,0
5,68,33,8,62,61,28,1,1,-1,-1,-1,-1
6,69,34,9,65,62,29,2,2,1,1,1,0
7,64,31,4,71,57,26,9,6,-5,-3,-1,-1
8,69,34,9,58,62,29,2,2,5,3,1,0
9,69,34,9,58,62,29,2,2,5,3,1,0
10,69,34,9,58,62,29,2,2,5,3,1,0
11,69,34,9,64,62,29,2,2,0,0,0,0
12,69,34,9,64,62,29,2,2,0,0,0,0
13,71,35,11,65,64,30,4,3,2,1,1,1
14,73,36,1,61,66,31,6,4,2,1,1,2
15,71,35,11,56,64,30,4,3,-2,-1,-1,1
16,74,37,2,57,67,32,7,5,3,2,1,2
17,73,36,1,61,66,31,6,4,-1,-1,-1,1
18,71,35,11,62,64,30,4,3,-2,-1,-1,0
19,69,34,9,70,62,29,2,2,-2,-1,-1,-1
20,69,34,9,66,62,29,2,2,0,0,0,-1
21,69,34,9,66,62,29,2,2,0,0,0,-1
22,69,34,9,66,62,29,2,2,0,0,0,-1
23,68,33,8,62,61,28,1,1,-1,-1,-1,-2
24,69,34,9,64,62,29,2,2,1,1,1,-1
25,64,31,4,69,57,26,9,6,-5,-3,-1,-2
26,69,34,9,59,62,29,2,2,5,3,1,-1
27,69,34,9,59,62,29,2,2,5,3,1,-1
28,69,34,9,59,62,29,2,2,5,3,1,-1
29,69,34,9,58,62,29,2,2,0,0,0,-1
30,69,34,9,58,62,29,2,2,0,0,0,-1
31,71,35,11,65,64,30,4,3,2,1,1,0
32,73,36,1,57,66,31,6,4,2,1,1,1
33,71,35,11,66,64,30,4,3,-2,-1,-1,0
34,71,35,11,63,64,30,4,3,0,0,0,0
35,73,36,1,65,66,31,6,4,2,1,1,1
36,71,35,11,65,64,30,4,3,-2,-1,-1,0
37,71,35,11,69,64,30,4,3,0,0,0,0
38,73,36,1,56,66,31,6,4,2,1,1,1
39,71,35,11,63,64,30,4,3,-2,-1,-1,0
40,71,35,11,66,64,30,4,3,0,0,0,0
41,73,36,1,65,66,31,6,4,2,1,1,1
42,71,35,11,56,64,30,4,3,-2,-1,-1,0
43,66,32,6,66,59,27,11,7,-5,-3,-1,-1
44,66,32,6,59,59,27,11,7,0,0,0,-1
45,66,32,6,59,59,27,11,7,0,0,0,-1
46,66,32,6,59,59,27,11,7,0,0,0,-1
47,66,32,6,56,59,27,11,7,0,0,0,-1
48,66,32,6,56,59,27,11,7,0,0,0,-1
49,66,32,6,70,59,27,11,7,0,0,0,-1
50,73,36,1,66,66,31,6,4,7,4,1,0
51,73,36,1,66,66,31,6,4,7,4,1,0
52,73,36,1,66,66,31,6,4,7,4,1,0
53,71,35,11,65,64,30,4,3,-2,-1,-1,-1
54,71,35,11,65,64,30,4,3,-2,-1,-1,-1
55,69,34,9,67,62,29,2,2,-2,-1,-1,-2
56,69,34,9,63,62,29,2,2,0,0,0,-2
57,69,34,9,63,62,29,2,2,0,0,0,-2
58,69,34,9,63,62,29,2,2,0,0,0,-2
59,68,33,8,56,61,28,1,1,-1,-1,-1,-3
60,66,32,6,62,59,27,11,7,-2,-1,-1,-4
61,64,31,4,71,57,26,9,6,-2,-1,-1,-5
62,69,34,9,58,62,29,2,2,5,3,1,-4
63,69,34,9,58,62,29,2,2,5,3,1,-4
64,69,34,9,58,62,29,2,2,5,3,1,-4
65,71,35,11,66,64,30,4,3,2,1,1,-3
66,71,35,11,66,64,30,4,3,2,1,1,-3
67,73,36,1,71,66,31,6,4,2,1,1,-2
68,73,36,1,61,66,31,6,4,0,0,0,-2
69,73,36,1,61,66,31,6,4,0,0,0,-2
70,73,36,1,61,66,31,6,4,0,0,0,-2
71,71,35,11,58,64,30,4,3,-2,-1,-1,-3
72,71,35,11,58,64,30,4,3,-2,-1,-1,-3
