eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,66,55,25,7,5,0,0,0,0
1,67,33,7,69,60,28,0,1,5,3,1,1
2,67,33,7,62,60,28,0,1,0,0,0,1
3,67,33,7,62,60,28,0,1,0,0,0,1
4,67,33,7,59,60,28,0,1,0,0,0,1
5,69,34,9,72,62,29,2,2,2,1,1,2
6,71,35,11,63,64,30,4,3,2,1,1,3
7,71,35,11,63,64,30,4,3,2,1,1,3
8,67,33,7,69,60,28,0,1,-4,-2,-1,2
9,67,33,7,69,60,28,0,1,-4,-2,-1,2
10,62,30,2,68,55,25,7,5,-5,-3,-1,1
11,62,30,2,68,55,25,7,5,-5,-3,-1,1
12,62,30,2,65,55,25,7,5,0,0,0,1
13,62,30,2,65,55,25,7,5,0,0,0,1
14,62,30,2,65,55,25,7,5,0,0,0,1
15,62,30,2,65,55,25,7,5,0,0,0,1
16,62,30,2,65,55,25,7,5,0,0,0,1
17,67,33,7,65,60,28,0,1,5,3,1,2
18,67,33,7,57,60,28,0,1,0,0,0,2
19,67,33,7,66,60,28,0,1,0,0,0,2
20,67,33,7,58,60,28,0,1,0,0,0,2
21,69,34,9,62,62,29,2,2,2,1,1,3
22,71,35,11,59,64,30,4,3,2,1,1,4
23,71,35,11,59,64,30,4,3,2,1,1,4
24,67,33,7,64,60,28,0,1,-4,-2,-1,3
25,67,33,7,64,60,28,0,1,-4,-2,-1,3
26,62,30,2,61,55,25,7,5,-5,-3,-1,2
27,62,30,2,61,55,25,7,5,-5,-3,-1,2
28,71,35,11,66,64,30,4,3,9,5,1,3
29,71,35,11,66,64,30,4,3,9,5,1,3
30,71,35,11,66,64,30,4,3,9,5,1,3
31,71,35,11,66,64,30,4,3,9,5,1,3
32,71,35,11,66,64,30,4,3,9,5,1,3
33,71,35,11,62,64,30,4,3,0,0,0,3
34,71,35,11,61,64,30,4,3,0,0,0,3
35,71,35,11,60,64,30,4,3,0,0,0,3
36,71,35,11,64,64,30,4,3,0,0,0,3
37,71,35,11,70,64,30,4,3,0,0,0,3
38,74,37,2,62,67,32,7,5,3,2,1,4
39,74,37,2,62,67,32,7,5,3,2,1,4
40,74,37,2,62,67,32,7,5,3,2,1,4
41,74,37,2,68,67,32,7,5,0,0,0,4
42,74,37,2,64,67,32,7,5,0,0,0,4
43,72,36,0,66,65,31,5,4,-2,-1,-1,3
44,71,35,11,57,64,30,4,3,-1,-1,-1,2
45,69,34,9,68,62,29,2,2,-2,-1,-1,1
46,67,33,7,58,60,28,0,1,-2,-1,-1,0
47,67,33,7,58,60,28,0,1,-2,-1,-1,0
48,67,33,7,58,60,28,0,1,-2,-1,-1,0
49,66,32,6,72,59,27,11,7,-1,-1,-1,-1
50,69,34,9,59,62,29,2,2,3,2,1,0
51,69,34,9,61,62,29,2,2,0,0,0,0
52,69,34,9,62,62,29,2,2,0,0,0,0
53,69,34,9,72,62,29,2,2,0,0,0,0
54,72,36,0,61,65,31,5,4,3,2,1,1
55,72,36,0,61,65,31,5,4,3,2,1,1
56,72,36,0,64,65,31,5,4,0,0,0,1
57,71,35,11,67,64,30,4,3,-1,-1,-1,0
58,69,34,9,63,62,29,2,2,-2,-1,-1,-1
59,69,34,9,63,62,29,2,2,-2,-1,-1,-1
60,69,34,9,63,62,29,2,2,0,0,0,-1
