eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,69,60,28,0,1,0,0,0,0
1,69,34,9,62,62,29,2,2,2,1,1,1
2,69,34,9,62,62,29,2,2,2,1,1,1
3,71,35,11,64,64,30,4,3,2,1,1,2
4,72,36,0,64,65,31,5,4,1,1,1,3
5,69,34,9,59,62,29,2,2,-3,-2,-1,2
6,69,34,9,59,62,29,2,2,-3,-2,-1,2
7,67,33,7,63,60,28,0,1,-2,-1,-1,1
8,67,33,7,63,60,28,0,1,-2,-1,-1,1
9,71,35,11,65,64,30,4,3,4,2,1,2
10,74,37,2,69,67,32,7,5,3,2,1,3
11,74,37,2,60,67,32,7,5,0,0,0,3
12,69,34,9,66,62,29,2,2,-5,-3,-1,2
13,66,32,6,63,59,27,11,7,-3,-2,-1,1
14,62,30,2,61,55,25,7,5,-4,-2,-1,0
15,74,37,2,65,67,32,7,5,12,7,1,1
16,74,37,2,65,67,32,7,5,12,7,1,1
17,76,38,4,68,69,33,9,6,2,1,1,2
18,76,38,4,68,69,33,9,6,2,1,1,2
19,74,37,2,58,67,32,7,5,-2,-1,-1,1
20,72,36,0,65,65,31,5,4,-2,-1,-1,0
21,76,38,4,57,69,33,9,6,4,2,1,1
22,74,37,2,65,67,32,7,5,-2,-1,-1,0
23,72,36,0,61,65,31,5,4,-2,-1,-1,-1
24,71,35,11,64,64,30,4,3,-1,-1,-1,-2
25,69,34,9,62,62,29,2,2,-2,-1,-1,-3
26,71,35,11,63,64,30,4,3,2,1,1,-2
27,72,36,0,60,65,31,5,4,1,1,1,-1
28,74,37,2,62,67,32,7,5,2,1,1,0
29,67,33,7,66,60,28,0,1,-7,-4,-1,-1
30,67,33,7,66,60,28,0,1,-7,-4,-1,-1
31,67,33,7,66,60,28,0,1,-7,-4,-1,-1
32,67,33,7,66,60,28,0,1,-7,-4,-1,-1
33,67,33,7,62,60,28,0,1,0,0,0,-1
34,71,35,11,67,64,30,4,3,4,2,1,0
35,74,37,2,61,67,32,7,5,3,2,1,1
36,79,40,7,69,72,35,0,1,5,3,1,2
37,78,39,6,65,71,34,11,7,-1,-1,-1,1
38,78,39,6,65,71,34,11,7,-1,-1,-1,1
39,76,38,4,64,69,33,9,6,-2,-1,-1,0
40,76,38,4,64,69,33,9,6,-2,-1,-1,0
41,76,38,4,64,69,33,9,6,0,0,0,0
42,76,38,4,66,69,33,9,6,0,0,0,0
43,76,38,4,58,69,33,9,6,0,0,0,0
44,76,38,4,62,69,33,9,6,0,0,0,0
45,74,37,2,62,67,32,7,5,-2,-1,-1,-1
46,74,37,2,64,67,32,7,5,0,0,0,-1
47,74,37,2,67,67,32,7,5,0,0,0,-1
48,74,37,2,67,67,32,7,5,0,0,0,-1
49,72,36,0,66,65,31,5,4,-2,-1,-1,-2
50,72,36,0,66,65,31,5,4,-2,-1,-1,-2
51,72,36,0,61,65,31,5,4,0,0,0,-2
52,71,35,11,70,64,30,4,3,-1,-1,-1,-3
53,71,35,11,67,64,30,4,3,0,0,0,-3
54,71,35,11,67,64,30,4,3,0,0,0,-3
55,71,35,11,63,64,30,4,3,0,0,0,-3
56,72,36,0,63,65,31,5,4,1,1,1,-2
57,74,37,2,65,67,32,7,5,2,1,1,-1
58,76,38,4,62,69,33,9,6,2,1,1,0
59,76,38,4,66,69,33,9,6,0,0,0,0
60,74,37,2,72,67,32,7,5,-2,-1,-1,-1
61,74,37,2,66,67,32,7,5,0,0,0,-1
62,74,37,2,66,67,32,7,5,0,0,0,-1
63,74,37,2,66,67,32,7,5,0,0,0,-1
64,74,37,2,66,67,32,7,5,0,0,0,-1
65,76,38,4,62,69,33,9,6,2,1,1,0
66,76,38,4,62,69,33,9,6,2,1,1,0
67,72,36,0,61,65,31,5,4,-4,-2,-1,-1
68,71,35,11,66,64,30,4,3,-1,-1,-1,-2
69,67,33,7,59,60,28,0,1,-4,-2,-1,-3
70,67,33,7,59,60,28,0,1,-4,-2,-1,-3
71,67,33,7,58,60,28,0,1,0,0,0,-3
72,69,34,9,71,62,29,2,2,2,1,1,-2
73,71,35,11,58,64,30,4,3,2,1,1,-1
74,72,36,0,63,65,31,5,4,1,1,1,0
75,69,34,9,60,62,29,2,2,-3,-2,-1,-1
