eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,67,55,25,7,5,0,0,0,0
1,67,33,7,69,60,28,0,1,5,3,1,1
2,67,33,7,69,60,28,0,1,5,3,1,1
3,69,34,9,64,62,29,2,2,2,1,1,2
4,69,34,9,64,62,29,2,2,2,1,1,2
5,71,35,11,72,64,30,4,3,2,1,1,3
6,71,35,11,72,64,30,4,3,2,1,1,3
7,69,34,9,70,62,29,2,2,-2,-1,-1,2
8,69,34,9,70,62,29,2,2,-2,-1,-1,2
9,69,34,9,70,62,29,2,2,-2,-1,-1,2
10,69,34,9,70,62,29,2,2,-2,-1,-1,2
11,69,34,9,57,62,29,2,2,0,0,0,2
12,69,34,9,57,62,29,2,2,0,0,0,2
13,69,34,9,57,62,29,2,2,0,0,0,2
14,67,33,7,62,60,28,0,1,-2,-1,-1,1
15,71,35,11,66,64,30,4,3,4,2,1,2
16,71,35,11,66,64,30,4,3,4,2,1,2
17,69,34,9,67,62,29,2,2,-2,-1,-1,1
18,69,34,9,67,62,29,2,2,-2,-1,-1,1
19,62,30,2,67,55,25,7,5,-7,-4,-1,0
20,62,30,2,67,55,25,7,5,-7,-4,-1,0
21,62,30,2,67,55,25,7,5,-7,-4,-1,0
22,62,30,2,67,55,25,7,5,-7,-4,-1,0
23,62,30,2,67,55,25,7,5,-7,-4,-1,0
24,62,30,2,67,55,25,7,5,-7,-4,-1,0
25,67,33,7,65,60,28,0,1,5,3,1,1
26,67,33,7,65,60,28,0,1,5,3,1,1
27,69,34,9,62,62,29,2,2,2,1,1,2
28,69,34,9,62,62,29,2,2,2,1,1,2
29,71,35,11,62,64,30,4,3,2,1,1,3
30,71,35,11,62,64,30,4,3,2,1,1,3
31,69,34,9,65,62,29,2,2,-2,-1,-1,2
32,69,34,9,65,62,29,2,2,-2,-1,-1,2
33,69,34,9,65,62,29,2,2,-2,-1,-1,2
34,69,34,9,65,62,29,2,2,-2,-1,-1,2
35,67,33,7,67,60,28,0,1,-2,-1,-1,1
36,67,33,7,67,60,28,0,1,-2,-1,-1,1
37,67,33,7,67,60,28,0,1,-2,-1,-1,1
38,67,33,7,67,60,28,0,1,-2,-1,-1,1
39,71,35,11,67,64,30,4,3,4,2,1,2
40,71,35,11,67,64,30,4,3,4,2,1,2
41,69,34,9,72,62,29,2,2,-2,-1,-1,1
42,69,34,9,72,62,29,2,2,-2,-1,-1,1
43,62,30,2,60,55,25,7,5,-7,-4,-1,0
44,62,30,2,60,55,25,7,5,-7,-4,-1,0
45,62,30,2,60,55,25,7,5,-7,-4,-1,0
46,62,30,2,60,55,25,7,5,-7,-4,-1,0
47,62,30,2,60,55,25,7,5,-7,-4,-1,0
48,62,30,2,61,55,25,7,5,0,0,0,0
49,62,30,2,66,55,25,7,5,0,0,0,0
50,67,33,7,72,60,28,0,1,5,3,1,1
51,71,35,11,61,64,30,4,3,4,2,1,2
52,71,35,11,61,64,30,4,3,4,2,1,2
53,76,38,4,66,69,33,9,6,5,3,1,3
54,76,38,4,66,69,33,9,6,5,3,1,3
55,76,38,4,61,69,33,9,6,0,0,0,3
56,74,37,2,65,67,32,7,5,-2,-1,-1,2
57,76,38,4,72,69,33,9,6,2,1,1,3
58,76,38,4,72,69,33,9,6,2,1,1,3
59,74,37,2,69,67,32,7,5,-2,-1,-1,2
60,74,37,2,69,67,32,7,5,-2,-1,-1,2
61,76,38,4,70,69,33,9,6,2,1,1,3
62,76,38,4,70,69,33,9,6,2,1,1,3
63,76,38,4,68,69,33,9,6,0,0,0,3
64,76,38,4,68,69,33,9,6,0,0,0,3
65,74,37,2,70,67,32,7,5,-2,-1,-1,2
66,74,37,2,70,67,32,7,5,-2,-1,-1,2
67,71,35,11,66,64,30,4,3,-3,-2,-1,1
68,71,35,11,66,64,30,4,3,-3,-2,-1,1
69,64,31,4,64,57,26,9,6,-7,-4,-1,0
70,64,31,4,64,57,26,9,6,-7,-4,-1,0
71,62,30,2,64,55,25,7,5,-2,-1,-1,-1
72,62,30,2,64,55,25,7,5,-2,-1,-1,-1
73,62,30,2,64,55,25,7,5,-2,-1,-1,-1
74,62,30,2,64,55,25,7,5,-2,-1,-1,-1
75,62,30,2,64,55,25,7,5,-2,-1,-1,-1
76,62,30,2,64,55,25,7,5,-2,-1,-1,-1
77,72,36,0,64,65,31,5,4,10,6,1,0
78,72,36,0,64,65,31,5,4,10,6,1,0
79,71,35,11,59,64,30,4,3,-1,-1,-1,-1
80,71,35,11,59,64,30,4,3,-1,-1,-1,-1
81,69,34,9,63,62,29,2,2,-2,-1,-1,-2
82,69,34,9,63,62,29,2,2,-2,-1,-1,-2
83,67,33,7,66,60,28,0,1,-2,-1,-1,-3
84,67,33,7,66,60,28,0,1,-2,-1,-1,-3
85,67,33,7,66,60,28,0,1,-2,-1,-1,-3
86,67,33,7,66,60,28,0,1,-2,-1,-1,-3
87,62,30,2,70,55,25,7,5,-5,-3,-1,-4
88,62,30,2,70,55,25,7,5,-5,-3,-1,-4
89,62,30,2,70,55,25,7,5,-5,-3,-1,-4
90,62,30,2,70,55,25,7,5,-5,-3,-1,-4
91,71,35,11,67,64,30,4,3,9,5,1,-3
92,71,35,11,67,64,30,4,3,9,5,1,-3
93,67,33,7,63,60,28,0,1,-4,-2,-1,-4
94,67,33,7,63,60,28,0,1,-4,-2,-1,-4
95,67,33,7,63,60,28,0,1,-4,-2,-1,-4
