eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,66,64,30,4,3,0,0,0,0
1,71,35,11,62,64,30,4,3,0,0,0,0
2,69,34,9,57,62,29,2,2,-2,-1,-1,-1
3,67,33,7,67,60,28,0,1,-2,-1,-1,-2
4,67,33,7,64,60,28,0,1,0,0,0,-2
5,67,33,7,62,60,28,0,1,0,0,0,-2
6,71,35,11,62,64,30,4,3,4,2,1,-1
7,74,37,2,60,67,32,7,5,3,2,1,0
8,72,36,0,65,65,31,5,4,-2,-1,-1,-1
9,71,35,11,71,64,30,4,3,-1,-1,-1,-2
10,69,34,9,60,62,29,2,2,-2,-1,-1,-3
11,74,37,2,65,67,32,7,5,5,3,1,-2
12,74,37,2,65,67,32,7,5,5,3,1,-2
13,74,37,2,65,67,32,7,5,5,3,1,-2
14,74,37,2,65,67,32,7,5,5,3,1,-2
15,76,38,4,68,69,33,9,6,2,1,1,-1
16,74,37,2,64,67,32,7,5,-2,-1,-1,-2
17,72,36,0,62,65,31,5,4,-2,-1,-1,-3
18,72,36,0,66,65,31,5,4,0,0,0,-3
19,72,36,0,59,65,31,5,4,0,0,0,-3
20,74,37,2,58,67,32,7,5,2,1,1,-2
21,76,38,4,64,69,33,9,6,2,1,1,-1
22,76,38,4,59,69,33,9,6,0,0,0,-1
23,74,37,2,63,67,32,7,5,-2,-1,-1,-2
24,67,33,7,58,60,28,0,1,-7,-4,-1,-3
25,67,33,7,58,60,28,0,1,-7,-4,-1,-3
26,67,33,7,58,60,28,0,1,-7,-4,-1,-3
27,67,33,7,58,60,28,0,1,-7,-4,-1,-3
28,67,33,7,58,60,28,0,1,-7,-4,-1,-3
29,67,33,7,68,60,28,0,1,0,0,0,-3
30,74,37,2,62,67,32,7,5,7,4,1,-2
31,79,40,7,72,72,35,0,1,5,3,1,-1
32,78,39,6,58,71,34,11,7,-1,-1,-1,-2
33,76,38,4,62,69,33,9,6,-2,-1,-1,-3
34,78,39,6,64,71,34,11,7,2,1,1,-2
35,79,40,7,65,72,35,0,1,1,1,1,-1
36,76,38,4,64,69,33,9,6,-3,-2,-1,-2
37,76,38,4,71,69,33,9,6,0,0,0,-2
38,74,37,2,56,67,32,7,5,-2,-1,-1,-3
39,74,37,2,61,67,32,7,5,0,0,0,-3
40,74,37,2,61,67,32,7,5,0,0,0,-3
41,74,37,2,61,67,32,7,5,0,0,0,-3
42,74,37,2,61,67,32,7,5,0,0,0,-3
43,74,37,2,65,67,32,7,5,0,0,0,-3
44,72,36,0,65,65,31,5,4,-2,-1,-1,-4
45,71,35,11,70,64,30,4,3,-1,-1,-1,-5
46,71,35,11,64,64,30,4,3,0,0,0,-5
47,71,35,11,59,64,30,4,3,0,0,0,-5
48,72,36,0,64,65,31,5,4,1,1,1,-4
49,76,38,4,63,69,33,9,6,4,2,1,-3
50,76,38,4,62,69,33,9,6,0,0,0,-3
51,74,37,2,69,67,32,7,5,-2,-1,-1,-4
52,74,37,2,56,67,32,7,5,0,0,0,-4
53,74,37,2,56,67,32,7,5,0,0,0,-4
54,74,37,2,56,67,32,7,5,0,0,0,-4
55,74,37,2,56,67,32,7,5,0,0,0,-4
56,74,37,2,56,67,32,7,5,0,0,0,-4
57,74,37,2,60,67,32,7,5,0,0,0,-4
58,72,36,0,58,65,31,5,4,-2,-1,-1,-5
59,71,35,11,68,64,30,4,3,-1,-1,-1,-6
60,67,33,7,60,60,28,0,1,-4,-2,-1,-7
61,69,34,9,57,62,29,2,2,2,1,1,-6
62,71,35,11,61,64,30,4,3,2,1,1,-5
63,72,36,0,63,65,31,5,4,1,1,1,-4
64,71,35,11,64,64,30,4,3,-1,-1,-1,-5
