eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,65,55,25,7,5,0,0,0,0
1,67,33,7,61,60,28,0,1,5,3,1,1
2,69,34,9,61,62,29,2,2,2,1,1,2
3,71,35,11,68,64,30,4,3,2,1,1,3
4,67,33,7,65,60,28,0,1,-4,-2,-1,2
5,67,33,7,65,60,28,0,1,-4,-2,-1,2
6,67,33,7,65,60,28,0,1,-4,-2,-1,2
7,71,35,11,63,64,30,4,3,4,2,1,3
8,72,36,0,65,65,31,5,4,1,1,1,4
9,74,37,2,70,67,32,7,5,2,1,1,5
10,74,37,2,59,67,32,7,5,0,0,0,5
11,74,37,2,59,67,32,7,5,0,0,0,5
12,74,37,2,59,67,32,7,5,0,0,0,5
13,76,38,4,61,69,33,9,6,2,1,1,6
14,78,39,6,56,71,34,11,7,2,1,1,7
15,79,40,7,67,72,35,0,1,1,1,1,8
16,78,39,6,63,71,34,11,7,-1,-1,-1,7
17,78,39,6,63,71,34,11,7,-1,-1,-1,7
18,76,38,4,62,69,33,9,6,-2,-1,-1,6
19,74,37,2,59,67,32,7,5,-2,-1,-1,5
20,76,38,4,64,69,33,9,6,2,1,1,6
21,74,37,2,70,67,32,7,5,-2,-1,-1,5
22,74,37,2,63,67,32,7,5,0,0,0,5
23,74,37,2,63,67,32,7,5,0,0,0,5
24,74,37,2,63,67,32,7,5,0,0,0,5
25,79,40,7,70,72,35,0,1,5,3,1,6
26,79,40,7,59,72,35,0,1,0,0,0,6
27,74,37,2,57,67,32,7,5,-5,-3,-1,5
28,76,38,4,66,69,33,9,6,2,1,1,6
29,76,38,4,63,69,33,9,6,0,0,0,6
30,76,38,4,62,69,33,9,6,0,0,0,6
31,72,36,0,71,65,31,5,4,-4,-2,-1,5
32,74,37,2,60,67,32,7,5,2,1,1,6
33,76,38,4,63,69,33,9,6,2,1,1,7
34,74,37,2,56,67,32,7,5,-2,-1,-1,6
35,74,37,2,59,67,32,7,5,0,0,0,6
36,74,37,2,59,67,32,7,5,0,0,0,6
37,74,37,2,59,67,32,7,5,0,0,0,6
38,71,35,11,63,64,30,4,3,-3,-2,-1,5
39,74,37,2,63,67,32,7,5,3,2,1,6
40,72,36,0,59,65,31,5,4,-2,-1,-1,5
41,71,35,11,60,64,30,4,3,-1,-1,-1,4
42,71,35,11,60,64,30,4,3,-1,-1,-1,4
43,69,34,9,62,62,29,2,2,-2,-1,-1,3
