eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,62,55,25,7,5,0,0,0,0
1,62,30,2,56,55,25,7,5,0,0,0,0
2,67,33,7,63,60,28,0,1,5,3,1,1
3,62,30,2,61,55,25,7,5,-5,-3,-1,0
4,62,30,2,61,55,25,7,5,-5,-3,-1,0
5,62,30,2,61,55,25,7,5,-5,-3,-1,0
6,66,32,6,58,59,27,11,7,4,2,1,1
7,64,31,4,64,57,26,9,6,-2,-1,-1,0
8,60,29,0,72,53,24,5,4,-4,-2,-1,-1
9,60,29,0,59,53,24,5,4,0,0,0,-1
10,60,29,0,59,53,24,5,4,0,0,0,-1
11,60,29,0,59,53,24,5,4,0,0,0,-1
12,60,29,0,58,53,24,5,4,0,0,0,-1
13,62,30,2,57,55,25,7,5,2,1,1,0
14,66,32,6,70,59,27,11,7,4,2,1,1
15,66,32,6,59,59,27,11,7,0,0,0,1
16,66,32,6,59,59,27,11,7,0,0,0,1
17,64,31,4,60,57,26,9,6,-2,-1,-1,0
18,64,31,4,60,57,26,9,6,-2,-1,-1,0
19,62,30,2,56,55,25,7,5,-2,-1,-1,-1
20,59,28,11,62,52,23,4,3,-3,-2,-1,-2
21,62,30,2,63,55,25,7,5,3,2,1,-1
22,62,30,2,63,55,25,7,5,3,2,1,-1
23,62,30,2,63,55,25,7,5,3,2,1,-1
24,62,30,2,60,55,25,7,5,0,0,0,-1
25,62,30,2,65,55,25,7,5,0,0,0,-1
26,67,33,7,64,60,28,0,1,5,3,1,0
27,71,35,11,62,64,30,4,3,4,2,1,1
28,71,35,11,62,64,30,4,3,4,2,1,1
29,69,34,9,64,62,29,2,2,-2,-1,-1,0
30,69,34,9,64,62,29,2,2,-2,-1,-1,0
31,67,33,7,65,60,28,0,1,-2,-1,-1,-1
32,64,31,4,67,57,26,9,6,-3,-2,-1,-2
33,69,34,9,62,62,29,2,2,5,3,1,-1
34,69,34,9,69,62,29,2,2,0,0,0,-1
35,67,33,7,59,60,28,0,1,-2,-1,-1,-2
36,66,32,6,66,59,27,11,7,-1,-1,-1,-3
37,62,30,2,66,55,25,7,5,-4,-2,-1,-4
38,64,31,4,59,57,26,9,6,2,1,1,-3
39,66,32,6,59,59,27,11,7,2,1,1,-2
