eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,72,36,0,65,65,31,5,4,0,0,0,0
1,72,36,0,67,65,31,5,4,0,0,0,0
2,69,34,9,57,62,29,2,2,-3,-2,-1,-1
3,74,37,2,62,67,32,7,5,5,3,1,0
4,72,36,0,65,65,31,5,4,-2,-1,-1,-1
5,72,36,0,65,65,31,5,4,-2,-1,-1,-1
6,72,36,0,65,65,31,5,4,-2,-1,-1,-1
7,72,36,0,71,65,31,5,4,0,0,0,-1
8,71,35,11,58,64,30,4,3,-1,-1,-1,-2
9,70,35,10,64,63,30,3,3,-1,0,-1,-3
10,69,34,9,59,62,29,2,2,-1,-1,-1,-4
11,69,34,9,59,62,29,2,2,-1,-1,-1,-4
12,69,34,9,59,62,29,2,2,-1,-1,-1,-4
13,70,35,10,62,63,30,3,3,1,1,1,-3
14,72,36,0,57,65,31,5,4,2,1,1,-2
15,76,38,4,61,69,33,9,6,4,2,1,-1
16,70,35,10,63,63,30,3,3,-6,-3,-1,-2
17,70,35,10,63,63,30,3,3,-6,-3,-1,-2
18,70,35,10,63,63,30,3,3,-6,-3,-1,-2
19,74,37,2,65,67,32,7,5,4,2,1,-1
20,72,36,0,64,65,31,5,4,-2,-1,-1,-2
21,69,34,9,66,62,29,2,2,-3,-2,-1,-3
22,72,36,0,64,65,31,5,4,3,2,1,-2
23,72,36,0,64,65,31,5,4,3,2,1,-2
24,72,36,0,64,65,31,5,4,3,2,1,-2
25,69,34,9,69,62,29,2,2,-3,-2,-1,-3
26,72,36,0,59,65,31,5,4,3,2,1,-2
27,77,39,5,58,70,34,10,7,5,3,1,-1
28,81,41,9,64,74,36,2,2,4,2,1,0
29,81,41,9,64,74,36,2,2,4,2,1,0
30,81,41,9,64,74,36,2,2,4,2,1,0
31,79,40,7,63,72,35,0,1,-2,-1,-1,-1
32,77,39,5,66,70,34,10,7,-2,-1,-1,-2
33,67,33,7,63,60,28,0,1,-10,-6,-1,-3
34,69,34,9,65,62,29,2,2,2,1,1,-2
35,69,34,9,65,62,29,2,2,2,1,1,-2
36,69,34,9,65,62,29,2,2,2,1,1,-2
37,70,35,10,66,63,30,3,3,1,1,1,-1
38,72,36,0,63,65,31,5,4,2,1,1,0
39,76,38,4,56,69,33,9,6,4,2,1,1
40,72,36,0,63,65,31,5,4,-4,-2,-1,0
41,72,36,0,63,65,31,5,4,-4,-2,-1,0
42,72,36,0,63,65,31,5,4,-4,-2,-1,0
43,74,37,2,71,67,32,7,5,2,1,1,1
44,76,38,4,56,69,33,9,6,2,1,1,2
