eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,62,55,25,7,5,0,0,0,0
1,59,28,11,69,52,23,4,3,-3,-2,-1,-1
2,62,30,2,57,55,25,7,5,3,2,1,0
3,62,30,2,57,55,25,7,5,3,2,1,0
4,67,33,7,61,60,28,0,1,5,3,1,1
5,62,30,2,58,55,25,7,5,-5,-3,-1,0
6,62,30,2,58,55,25,7,5,-5,-3,-1,0
7,66,32,6,64,59,27,11,7,4,2,1,1
8,64,31,4,66,57,26,9,6,-2,-1,-1,0
9,66,32,6,58,59,27,11,7,2,1,1,1
10,66,32,6,58,59,27,11,7,2,1,1,1
11,66,32,6,58,59,27,11,7,2,1,1,1
12,66,32,6,58,59,27,11,7,2,1,1,1
13,66,32,6,70,59,27,11,7,-1,-1,-1,1
14,67,33,7,59,60,28,0,1,1,1,1,2
15,67,33,7,59,60,28,0,1,1,1,1,2
16,66,32,6,60,59,27,11,7,-1,-1,-1,1
17,64,31,4,56,57,26,9,6,-2,-1,-1,0
18,64,31,4,56,57,26,9,6,-2,-1,-1,0
19,62,30,2,62,55,25,7,5,-2,-1,-1,-1
20,62,30,2,60,55,25,7,5,0,0,0,-1
21,62,30,2,60,55,25,7,5,0,0,0,-1
22,62,30,2,60,55,25,7,5,0,0,0,-1
23,62,30,2,60,55,25,7,5,0,0,0,-1
24,62,30,2,60,55,25,7,5,0,0,0,-1
25,59,28,11,64,52,23,4,3,-3,-2,-1,-2
26,62,30,2,58,55,25,7,5,3,2,1,-1
27,62,30,2,58,55,25,7,5,3,2,1,-1
28,67,33,7,62,60,28,0,1,5,3,1,0
29,71,35,11,64,64,30,4,3,4,2,1,1
30,71,35,11,64,64,30,4,3,4,2,1,1
31,69,34,9,71,62,29,2,2,-2,-1,-1,0
32,67,33,7,57,60,28,0,1,-2,-1,-1,-1
33,67,33,7,57,60,28,0,1,-2,-1,-1,-1
34,64,31,4,61,57,26,9,6,-3,-2,-1,-2
35,67,33,7,62,60,28,0,1,3,2,1,-1
36,67,33,7,62,60,28,0,1,3,2,1,-1
37,66,32,6,65,59,27,11,7,-1,-1,-1,-2
38,64,31,4,60,57,26,9,6,-2,-1,-1,-3
39,64,31,4,60,57,26,9,6,-2,-1,-1,-3
40,62,30,2,66,55,25,7,5,-2,-1,-1,-4
41,64,31,4,56,57,26,9,6,2,1,1,-3
42,66,32,6,59,59,27,11,7,2,1,1,-2
43,67,33,7,63,60,28,0,1,1,1,1,-1
44,62,30,2,57,55,25,7,5,-5,-3,-1,-2
45,62,30,2,57,55,25,7,5,-5,-3,-1,-2
46,62,30,2,57,55,25,7,5,-5,-3,-1,-2
47,62,30,2,57,55,25,7,5,-5,-3,-1,-2
48,62,30,2,57,55,25,7,5,-5,-3,-1,-2
49,59,28,11,64,52,23,4,3,-3,-2,-1,-3
50,62,30,2,62,55,25,7,5,3,2,1,-2
51,62,30,2,62,55,25,7,5,3,2,1,-2
52,67,33,7,60,60,28,0,1,5,3,1,-1
53,71,35,11,61,64,30,4,3,4,2,1,0
54,71,35,11,61,64,30,4,3,4,2,1,0
55,69,34,9,64,62,29,2,2,-2,-1,-1,-1
56,67,33,7,59,60,28,0,1,-2,-1,-1,-2
57,67,33,7,59,60,28,0,1,-2,-1,-1,-2
58,64,31,4,65,57,26,9,6,-3,-2,-1,-3
59,67,33,7,58,60,28,0,1,3,2,1,-2
60,67,33,7,58,60,28,0,1,3,2,1,-2
61,66,32,6,66,59,27,11,7,-1,-1,-1,-3
62,64,31,4,59,57,26,9,6,-2,-1,-1,-4
63,64,31,4,59,57,26,9,6,-2,-1,-1,-4
64,62,30,2,56,55,25,7,5,-2,-1,-1,-5
65,64,31,4,61,57,26,9,6,2,1,1,-4
66,66,32,6,58,59,27,11,7,2,1,1,-3
