eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,66,55,25,7,5,0,0,0,0
1,62,30,2,63,55,25,7,5,0,0,0,0
2,64,31,4,62,57,26,9,6,2,1,1,1
3,66,32,6,61,59,27,11,7,2,1,1,2
4,67,33,7,64,60,28,0,1,1,1,1,3
5,67,33,7,62,60,28,0,1,0,0,0,3
6,66,32,6,62,59,27,11,7,-1,-1,-1,2
7,66,32,6,71,59,27,11,7,0,0,0,2
8,64,31,4,65,57,26,9,6,-2,-1,-1,1
9,64,31,4,60,57,26,9,6,0,0,0,1
10,64,31,4,60,57,26,9,6,0,0,0,1
11,64,31,4,60,57,26,9,6,0,0,0,1
12,64,31,4,60,57,26,9,6,0,0,0,1
13,64,31,4,71,57,26,9,6,0,0,0,1
14,69,34,9,64,62,29,2,2,5,3,1,2
15,67,33,7,57,60,28,0,1,-2,-1,-1,1
16,66,32,6,65,59,27,11,7,-1,-1,-1,0
17,67,33,7,56,60,28,0,1,1,1,1,1
18,67,33,7,56,60,28,0,1,1,1,1,1
19,62,30,2,62,55,25,7,5,-5,-3,-1,0
20,62,30,2,64,55,25,7,5,0,0,0,0
21,62,30,2,64,55,25,7,5,0,0,0,0
22,62,30,2,64,55,25,7,5,0,0,0,0
23,62,30,2,64,55,25,7,5,0,0,0,0
24,62,30,2,64,55,25,7,5,0,0,0,0
25,62,30,2,64,55,25,7,5,0,0,0,0
26,59,28,11,59,52,23,4,3,-3,-2,-1,-1
27,62,30,2,57,55,25,7,5,3,2,1,0
28,67,33,7,63,60,28,0,1,5,3,1,1
29,69,34,9,66,62,29,2,2,2,1,1,2
30,71,35,11,58,64,30,4,3,2,1,1,3
31,69,34,9,68,62,29,2,2,-2,-1,-1,2
32,66,32,6,65,59,27,11,7,-3,-2,-1,1
33,66,32,6,65,59,27,11,7,-3,-2,-1,1
34,64,31,4,63,57,26,9,6,-2,-1,-1,0
35,69,34,9,66,62,29,2,2,5,3,1,1
36,67,33,7,62,60,28,0,1,-2,-1,-1,0
37,66,32,6,71,59,27,11,7,-1,-1,-1,-1
38,66,32,6,61,59,27,11,7,0,0,0,-1
39,64,31,4,64,57,26,9,6,-2,-1,-1,-2
40,62,30,2,63,55,25,7,5,-2,-1,-1,-3
41,64,31,4,57,57,26,9,6,2,1,1,-2
42,66,32,6,65,59,27,11,7,2,1,1,-1
