eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,67,55,25,7,5,0,0,0,0
1,64,31,4,61,57,26,9,6,2,1,1,1
2,66,32,6,57,59,27,11,7,2,1,1,2
3,67,33,7,62,60,28,0,1,1,1,1,3
4,66,32,6,65,59,27,11,7,-1,-1,-1,2
5,64,31,4,63,57,26,9,6,-2,-1,-1,1
6,64,31,4,64,57,26,9,6,0,0,0,1
7,62,30,2,64,55,25,7,5,-2,-1,-1,0
8,62,30,2,66,55,25,7,5,0,0,0,0
9,64,31,4,59,57,26,9,6,2,1,1,1
10,62,30,2,61,55,25,7,5,-2,-1,-1,0
11,62,30,2,56,55,25,7,5,0,0,0,0
12,67,33,7,69,60,28,0,1,5,3,1,1
13,67,33,7,62,60,28,0,1,0,0,0,1
14,67,33,7,59,60,28,0,1,0,0,0,1
15,62,30,2,64,55,25,7,5,-5,-3,-1,0
16,62,30,2,66,55,25,7,5,0,0,0,0
17,62,30,2,66,55,25,7,5,0,0,0,0
18,64,31,4,70,57,26,9,6,2,1,1,1
19,62,30,2,59,55,25,7,5,-2,-1,-1,0
20,62,30,2,59,55,25,7,5,-2,-1,-1,0
21,59,28,11,63,52,23,4,3,-3,-2,-1,-1
22,55,26,7,70,48,21,0,1,-4,-2,-1,-2
23,55,26,7,70,48,21,0,1,-4,-2,-1,-2
24,55,26,7,70,48,21,0,1,-4,-2,-1,-2
25,59,28,11,59,52,23,4,3,4,2,1,-1
26,62,30,2,57,55,25,7,5,3,2,1,0
27,67,33,7,66,60,28,0,1,5,3,1,1
28,67,33,7,63,60,28,0,1,0,0,0,1
29,67,33,7,62,60,28,0,1,0,0,0,1
30,69,34,9,71,62,29,2,2,2,1,1,2
31,69,34,9,60,62,29,2,2,0,0,0,2
32,69,34,9,60,62,29,2,2,0,0,0,2
33,71,35,11,63,64,30,4,3,2,1,1,3
34,72,36,0,72,65,31,5,4,1,1,1,4
35,72,36,0,72,65,31,5,4,1,1,1,4
36,72,36,0,72,65,31,5,4,1,1,1,4
37,71,35,11,65,64,30,4,3,-1,-1,-1,3
38,69,34,9,56,62,29,2,2,-2,-1,-1,2
39,67,33,7,63,60,28,0,1,-2,-1,-1,1
40,67,33,7,60,60,28,0,1,0,0,0,1
41,67,33,7,60,60,28,0,1,0,0,0,1
42,62,30,2,62,55,25,7,5,-5,-3,-1,0
43,64,31,4,57,57,26,9,6,2,1,1,1
44,66,32,6,64,59,27,11,7,2,1,1,2
