eighth_note,midi_note_num,diatonic_note_num,chromatic_pitch_class,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,58,55,25,7,5,0,0,0,0
1,72,36,0,65,65,31,5,4,10,6,1,1
2,72,36,0,65,65,31,5,4,10,6,1,1
3,74,37,2,64,67,32,7,5,2,1,1,2
4,74,37,2,64,67,32,7,5,2,1,1,2
5,74,37,2,64,67,32,7,5,2,1,1,2
6,72,36,0,58,65,31,5,4,-2,-1,-1,1
7,71,35,11,65,64,30,4,3,-1,-1,-1,0
8,71,35,11,65,64,30,4,3,-1,-1,-1,0
9,69,34,9,57,62,29,2,2,-2,-1,-1,-1
10,69,34,9,57,62,29,2,2,-2,-1,-1,-1
11,69,34,9,57,62,29,2,2,-2,-1,-1,-1
12,67,33,7,65,60,28,0,1,-2,-1,-1,-2
13,69,34,9,66,62,29,2,2,2,1,1,-1
14,71,35,11,66,64,30,4,3,2,1,1,0
15,69,34,9,63,62,29,2,2,-2,-1,-1,-1
16,69,34,9,63,62,29,2,2,-2,-1,-1,-1
17,62,30,2,59,55,25,7,5,-7,-4,-1,-2
18,62,30,2,59,55,25,7,5,-7,-4,-1,-2
19,62,30,2,59,55,25,7,5,-7,-4,-1,-2
20,62,30,2,59,55,25,7,5,-7,-4,-1,-2
21,62,30,2,59,55,25,7,5,-7,-4,-1,-2
22,62,30,2,59,55,25,7,5,-7,-4,-1,-2
23,62,30,2,59,55,25,7,5,-7,-4,-1,-2
24,62,30,2,59,55,25,7,5,-7,-4,-1,-2
25,72,36,0,64,65,31,5,4,10,6,1,-1
26,72,36,0,64,65,31,5,4,10,6,1,-1
27,74,37,2,59,67,32,7,5,2,1,1,0
28,74,37,2,59,67,32,7,5,2,1,1,0
29,74,37,2,59,67,32,7,5,2,1,1,0
30,72,36,0,57,65,31,5,4,-2,-1,-1,-1
31,71,35,11,67,64,30,4,3,-1,-1,-1,-2
32,71,35,11,67,64,30,4,3,-1,-1,-1,-2
33,69,34,9,58,62,29,2,2,-2,-1,-1,-3
34,69,34,9,58,62,29,2,2,-2,-1,-1,-3
35,69,34,9,58,62,29,2,2,-2,-1,-1,-3
36,67,33,7,58,60,28,0,1,-2,-1,-1,-4
37,69,34,9,62,62,29,2,2,2,1,1,-3
38,71,35,11,66,64,30,4,3,2,1,1,-2
39,69,34,9,56,62,29,2,2,-2,-1,-1,-3
40,69,34,9,56,62,29,2,2,-2,-1,-1,-3
41,71,35,11,62,64,30,4,3,2,1,1,-2
42,71,35,11,62,64,30,4,3,2,1,1,-2
43,71,35,11,62,64,30,4,3,2,1,1,-2
44,71,35,11,62,64,30,4,3,2,1,1,-2
45,71,35,11,62,64,30,4,3,2,1,1,-2
46,71,35,11,62,64,30,4,3,2,1,1,-2
47,71,35,11,62,64,30,4,3,2,1,1,-2
48,71,35,11,62,64,30,4,3,2,1,1,-2
49,69,34,9,64,62,29,2,2,-2,-1,-1,-3
50,67,33,7,68,60,28,0,1,-2,-1,-1,-4
51,67,33,7,63,60,28,0,1,0,0,0,-4
52,67,33,7,61,60,28,0,1,0,0,0,-4
53,67,33,7,64,60,28,0,1,0,0,0,-4
54,69,34,9,69,62,29,2,2,2,1,1,-3
55,76,38,4,61,69,33,9,6,7,4,1,-2
56,76,38,4,61,69,33,9,6,7,4,1,-2
57,74,37,2,67,67,32,7,5,-2,-1,-1,-3
58,74,37,2,67,67,32,7,5,-2,-1,-1,-3
59,67,33,7,65,60,28,0,1,-7,-4,-1,-4
60,67,33,7,65,60,28,0,1,-7,-4,-1,-4
61,67,33,7,65,60,28,0,1,-7,-4,-1,-4
62,67,33,7,65,60,28,0,1,-7,-4,-1,-4
63,66,32,6,61,59,27,11,7,-1,-1,-1,-5
64,64,31,4,70,57,26,9,6,-2,-1,-1,-6
65,72,36,0,64,65,31,5,4,8,5,1,-5
66,72,36,0,66,65,31,5,4,0,0,0,-5
67,72,36,0,56,65,31,5,4,0,0,0,-5
68,74,37,2,63,67,32,7,5,2,1,1,-4
69,72,36,0,68,65,31,5,4,-2,-1,-1,-5
70,72,36,0,68,65,31,5,4,-2,-1,-1,-5
71,71,35,11,72,64,30,4,3,-1,-1,-1,-6
