,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.5,0,0.0,2.0,0,-5,-3,7,5,0,0,0,0
1,72,36,0,1.0,1,2.0,3.0,0,5,3,5,4,10,6,1,1
2,74,37,2,0.25,1,5.0,1.0,0,7,4,7,5,2,1,1,2
3,71,35,11,1.0,2,6.0,3.0,0,4,2,4,3,-3,-2,-1,1
4,69,34,9,0.25,2,9.0,1.0,0,2,1,2,2,-2,-1,-1,0
5,67,33,7,0.5,2,10.0,1.0,0,0,0,0,1,-2,-1,-1,-1
6,69,34,9,0.25,2,11.0,1.0,0,2,1,2,2,2,1,1,0
7,71,35,11,1.0,3,12.0,2.0,0,4,2,4,3,2,1,1,1
8,69,34,9,0.25,3,14.0,2.0,0,2,1,2,2,-2,-1,-1,0
9,69,34,9,0.0,3,16.0,2.0,0,2,1,2,2,0,0,0,0
10,71,35,11,0.25,3,18.0,1.0,0,4,2,4,3,2,1,1,1
11,69,34,9,0.125,3,19.0,1.0,0,2,1,2,2,-2,-1,-1,0
12,67,33,7,1.0,4,20.0,2.0,0,0,0,0,1,-2,-1,-1,-1
13,67,33,7,0.25,4,22.0,2.0,0,0,0,0,1,0,0,0,-1
14,69,34,9,0.5,4,24.0,2.0,0,2,1,2,2,2,1,1,0
15,69,34,9,0.25,4,26.0,2.0,0,2,1,2,2,0,0,0,0
16,74,37,2,1.0,5,28.0,2.0,0,7,4,7,5,5,3,1,1
17,71,35,11,0.5,5,30.0,1.0,0,4,2,4,3,-3,-2,-1,0
18,69,34,9,0.25,5,31.0,1.0,0,2,1,2,2,-2,-1,-1,-1
19,67,33,7,1.0,6,32.0,2.0,0,0,0,0,1,-2,-1,-1,-2
20,69,34,9,0.5,6,34.0,2.0,0,2,1,2,2,2,1,1,-1
21,71,35,11,1.0,7,36.0,4.0,0,4,2,4,3,2,1,1,0
22,69,34,9,0.5,7,40.0,4.0,0,2,1,2,2,-2,-1,-1,-1
23,67,33,7,1.0,8,44.0,4.0,0,0,0,0,1,-2,-1,-1,-2
24,67,33,7,0.0,8,48.0,2.0,0,0,0,0,1,0,0,0,-2
