,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,69,34,9,0.0,2.0,66,62,29,2,2,0,0,0,0
1,67,33,7,2.0,3.0,63,60,28,0,1,-2,-1,-1,-1
2,69,34,9,5.0,1.0,62,62,29,2,2,2,1,1,0
3,67,33,7,6.0,1.5,61,60,28,0,1,-2,-1,-1,-1
4,66,32,6,7.5,0.5,64,59,27,11,7,-1,-1,-1,-2
5,64,31,4,8.0,2.0,68,57,26,9,6,-2,-1,-1,-3
6,66,32,6,10.0,2.0,60,59,27,11,7,2,1,1,-2
7,71,35,11,12.0,2.0,65,64,30,4,3,5,3,1,-1
8,69,34,9,14.0,3.0,65,62,29,2,2,-2,-1,-1,-2
9,67,33,7,17.0,1.0,65,60,28,0,1,-2,-1,-1,-3
10,66,32,6,18.0,1.0,60,59,27,11,7,-1,-1,-1,-4
11,64,31,4,19.0,1.0,60,57,26,9,6,-2,-1,-1,-5
12,62,30,2,20.0,4.0,71,55,25,7,5,-2,-1,-1,-6
13,62,30,2,24.0,1.5,57,55,25,7,5,0,0,0,-6
14,62,30,2,25.5,0.5,65,55,25,7,5,0,0,0,-6
15,67,33,7,26.0,2.0,72,60,28,0,1,5,3,1,-5
16,69,34,9,28.0,1.5,56,62,29,2,2,2,1,1,-4
17,69,34,9,29.5,0.5,59,62,29,2,2,0,0,0,-4
18,71,35,11,30.0,1.0,58,64,30,4,3,2,1,1,-3
19,71,35,11,31.0,1.0,64,64,30,4,3,0,0,0,-3
20,69,34,9,32.0,2.0,64,62,29,2,2,-2,-1,-1,-4
21,67,33,7,34.0,2.0,59,60,28,0,1,-2,-1,-1,-5
22,69,34,9,36.0,1.0,63,62,29,2,2,2,1,1,-4
23,69,34,9,37.0,1.0,66,62,29,2,2,0,0,0,-4
24,71,35,11,38.0,2.0,71,64,30,4,3,2,1,1,-3
25,74,37,2,40.0,2.0,62,67,32,7,5,3,2,1,-2
26,71,35,11,42.0,2.0,65,64,30,4,3,-3,-2,-1,-3
27,69,34,9,44.0,2.0,72,62,29,2,2,-2,-1,-1,-4
28,72,36,0,46.0,2.0,58,65,31,5,4,3,2,1,-3
29,71,35,11,48.0,1.0,62,64,30,4,3,-1,-1,-1,-4
30,69,34,9,49.0,1.0,64,62,29,2,2,-2,-1,-1,-5
31,67,33,7,50.0,4.0,67,60,28,0,1,-2,-1,-1,-6
