,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,61,55,25,7,5,0,0,0,0
1,67,33,7,1.0,2.0,62,60,28,0,1,5,3,1,1
2,71,35,11,3.0,1.0,61,64,30,4,3,4,2,1,2
3,71,35,11,4.0,1.0,62,64,30,4,3,0,0,0,2
4,69,34,9,5.0,1.0,59,62,29,2,2,-2,-1,-1,1
5,67,33,7,6.0,1.0,65,60,28,0,1,-2,-1,-1,0
6,69,34,9,7.0,2.0,70,62,29,2,2,2,1,1,1
7,74,37,2,9.0,1.0,56,67,32,7,5,5,3,1,2
8,72,36,0,10.0,1.0,62,65,31,5,4,-2,-1,-1,1
9,71,35,11,11.0,1.0,58,64,30,4,3,-1,-1,-1,0
10,69,34,9,12.0,1.0,64,62,29,2,2,-2,-1,-1,-1
11,67,33,7,13.0,3.0,67,60,28,0,1,-2,-1,-1,-2
12,62,30,2,18.0,1.0,56,55,25,7,5,-5,-3,-1,-3
13,67,33,7,19.0,2.0,70,60,28,0,1,5,3,1,-2
14,71,35,11,21.0,1.0,60,64,30,4,3,4,2,1,-1
15,71,35,11,22.0,1.0,59,64,30,4,3,0,0,0,-1
16,69,34,9,23.0,1.0,57,62,29,2,2,-2,-1,-1,-2
17,67,33,7,24.0,1.0,65,60,28,0,1,-2,-1,-1,-3
18,69,34,9,25.0,2.0,72,62,29,2,2,2,1,1,-2
19,74,37,2,27.0,1.0,61,67,32,7,5,5,3,1,-1
20,72,36,0,28.0,1.0,59,65,31,5,4,-2,-1,-1,-2
21,71,35,11,29.0,1.0,65,64,30,4,3,-1,-1,-1,-3
22,69,34,9,30.0,1.0,56,62,29,2,2,-2,-1,-1,-4
23,67,33,7,31.0,3.0,64,60,28,0,1,-2,-1,-1,-5
24,74,37,2,36.0,1.0,58,67,32,7,5,7,4,1,-4
25,74,37,2,37.0,1.0,68,67,32,7,5,0,0,0,-4
26,74,37,2,38.0,1.0,56,67,32,7,5,0,0,0,-4
27,71,35,11,39.0,1.0,61,64,30,4,3,-3,-2,-1,-5
28,71,35,11,40.0,1.0,63,64,30,4,3,0,0,0,-5
29,72,36,0,41.0,1.0,58,65,31,5,4,1,1,1,-4
30,74,37,2,42.0,1.0,59,67,32,7,5,2,1,1,-3
31,76,38,4,43.0,2.0,71,69,33,9,6,2,1,1,-2
32,74,37,2,45.0,1.0,64,67,32,7,5,-2,-1,-1,-3
33,72,36,0,46.0,2.0,66,65,31,5,4,-2,-1,-1,-4
34,71,35,11,48.0,1.0,59,64,30,4,3,-1,-1,-1,-5
35,69,34,9,49.0,2.0,72,62,29,2,2,-2,-1,-1,-6
36,69,34,9,51.0,1.0,66,62,29,2,2,0,0,0,-6
37,69,34,9,52.0,1.0,58,62,29,2,2,0,0,0,-6
38,71,35,11,53.0,1.0,66,64,30,4,3,2,1,1,-5
39,72,36,0,54.0,1.0,59,65,31,5,4,1,1,1,-4
40,74,37,2,55.0,2.0,62,67,32,7,5,2,1,1,-3
41,76,38,4,57.0,1.0,60,69,33,9,6,2,1,1,-2
42,74,37,2,58.0,1.0,57,67,32,7,5,-2,-1,-1,-3
43,71,35,11,59.0,1.0,64,64,30,4,3,-3,-2,-1,-4
44,69,34,9,60.0,1.0,61,62,29,2,2,-2,-1,-1,-5
45,67,33,7,61.0,3.0,69,60,28,0,1,-2,-1,-1,-6
