,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.25,0,0.0,1.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.5,0,1.0,1.0,0,7,4,7,5,0,0,0,0
2,78,39,6,0.25,0,2.0,1.0,0,11,6,11,7,4,2,1,1
3,76,38,4,1.0,1,3.0,2.0,0,9,5,9,6,-2,-1,-1,0
4,74,37,2,0.5,1,5.0,2.0,0,7,4,7,5,-2,-1,-1,-1
5,72,36,0,1.0,2,7.0,1.0,0,5,3,5,4,-2,-1,-1,-2
6,71,35,11,0.25,2,8.0,1.0,0,4,2,4,3,-1,-1,-1,-3
7,69,34,9,0.5,2,9.0,1.0,0,2,1,2,2,-2,-1,-1,-4
8,69,34,9,0.25,2,10.0,0.5,0,2,1,2,2,0,0,0,-4
9,69,34,9,0.125,2,10.5,0.5,0,2,1,2,2,0,0,0,-4
10,67,33,7,1.0,3,11.0,1.0,0,0,0,0,1,-2,-1,-1,-5
11,67,33,7,0.25,3,12.0,0.5,0,0,0,0,1,0,0,0,-5
12,67,33,7,0.125,3,12.5,0.5,0,0,0,0,1,0,0,0,-5
13,69,34,9,0.5,3,13.0,1.0,0,2,1,2,2,2,1,1,-4
14,71,35,11,0.25,3,14.0,1.0,0,4,2,4,3,2,1,1,-3
15,72,36,0,1.0,4,15.0,1.0,0,5,3,5,4,1,1,1,-2
16,71,35,11,0.25,4,16.0,1.0,0,4,2,4,3,-1,-1,-1,-3
17,69,34,9,0.5,4,17.0,2.0,0,2,1,2,2,-2,-1,-1,-4
18,69,34,9,0.0,5,19.0,1.0,0,2,1,2,2,0,0,0,-4
19,74,37,2,0.25,5,20.0,0.5,0,7,4,7,5,5,3,1,-3
20,74,37,2,0.125,5,20.5,0.5,0,7,4,7,5,0,0,0,-3
21,74,37,2,0.5,5,21.0,1.0,0,7,4,7,5,0,0,0,-3
22,76,38,4,0.25,5,22.0,0.5,0,9,5,9,6,2,1,1,-2
23,78,39,6,0.125,5,22.5,0.5,0,11,6,11,7,2,1,1,-1
24,76,38,4,1.0,6,23.0,2.0,0,9,5,9,6,-2,-1,-1,-2
25,74,37,2,0.5,6,25.0,2.0,0,7,4,7,5,-2,-1,-1,-3
26,76,38,4,1.0,7,27.0,1.0,0,9,5,9,6,2,1,1,-2
27,74,37,2,0.25,7,28.0,1.0,0,7,4,7,5,-2,-1,-1,-3
28,69,34,9,0.5,7,29.0,1.0,0,2,1,2,2,-5,-3,-1,-4
29,69,34,9,0.25,7,30.0,0.5,0,2,1,2,2,0,0,0,-4
30,69,34,9,0.125,7,30.5,0.5,0,2,1,2,2,0,0,0,-4
31,71,35,11,1.0,8,31.0,1.0,0,4,2,4,3,2,1,1,-3
32,72,36,0,0.25,8,32.0,0.5,0,5,3,5,4,1,1,1,-2
33,74,37,2,0.125,8,32.5,0.5,0,7,4,7,5,2,1,1,-1
34,67,33,7,0.5,8,33.0,1.0,0,0,0,0,1,-7,-4,-1,-2
35,69,34,9,0.25,8,34.0,0.5,0,2,1,2,2,2,1,1,-1
36,71,35,11,0.125,8,34.5,0.5,0,4,2,4,3,2,1,1,0
37,72,36,0,1.0,9,35.0,1.0,0,5,3,5,4,1,1,1,1
38,71,35,11,0.25,9,36.0,1.0,0,4,2,4,3,-1,-1,-1,0
39,69,34,9,0.5,9,37.0,2.0,0,2,1,2,2,-2,-1,-1,-1
40,74,37,2,1.0,10,39.0,1.5,0,7,4,7,5,5,3,1,0
41,76,38,4,0.125,10,40.5,0.5,0,9,5,9,6,2,1,1,1
42,74,37,2,0.5,10,41.0,1.5,0,7,4,7,5,-2,-1,-1,0
43,69,34,9,0.125,10,42.5,0.5,0,2,1,2,2,-5,-3,-1,-1
44,71,35,11,1.0,11,43.0,1.0,0,4,2,4,3,2,1,1,0
45,72,36,0,0.25,11,44.0,0.5,0,5,3,5,4,1,1,1,1
46,74,37,2,0.125,11,44.5,0.5,0,7,4,7,5,2,1,1,2
47,67,33,7,0.5,11,45.0,1.5,0,0,0,0,1,-7,-4,-1,1
48,71,35,11,0.125,11,46.5,0.5,0,4,2,4,3,4,2,1,2
49,74,37,2,1.0,12,47.0,1.0,0,7,4,7,5,3,2,1,3
50,76,38,4,0.25,12,48.0,1.0,0,9,5,9,6,2,1,1,4
51,74,37,2,0.5,12,49.0,1.0,0,7,4,7,5,-2,-1,-1,3
