,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,2.0,64,55,25,7,5,0,0,0,0
1,67,33,7,2.0,2.0,66,60,28,0,1,5,3,1,1
2,69,34,9,4.0,1.0,61,62,29,2,2,2,1,1,2
3,69,34,9,5.0,1.0,66,62,29,2,2,0,0,0,2
4,71,35,11,6.0,6.0,63,64,30,4,3,2,1,1,3
5,62,30,2,12.0,2.0,59,55,25,7,5,-9,-5,-1,2
6,67,33,7,14.0,2.0,63,60,28,0,1,5,3,1,3
7,69,34,9,16.0,2.0,61,62,29,2,2,2,1,1,4
8,71,35,11,18.0,6.0,70,64,30,4,3,2,1,1,5
9,71,35,11,24.0,1.5,62,64,30,4,3,0,0,0,5
10,71,35,11,25.5,0.5,56,64,30,4,3,0,0,0,5
11,71,35,11,26.0,2.0,59,64,30,4,3,0,0,0,5
12,71,35,11,28.0,1.5,61,64,30,4,3,0,0,0,5
13,69,34,9,29.5,0.5,64,62,29,2,2,-2,-1,-1,4
14,67,33,7,30.0,6.0,63,60,28,0,1,-2,-1,-1,3
15,62,30,2,36.0,2.0,67,55,25,7,5,-5,-3,-1,2
16,67,33,7,38.0,2.0,60,60,28,0,1,5,3,1,3
17,69,34,9,40.0,2.0,58,62,29,2,2,2,1,1,4
18,71,35,11,42.0,6.0,72,64,30,4,3,2,1,1,5
19,71,35,11,48.0,1.5,63,64,30,4,3,0,0,0,5
20,71,35,11,49.5,0.5,61,64,30,4,3,0,0,0,5
21,71,35,11,50.0,2.0,62,64,30,4,3,0,0,0,5
22,71,35,11,52.0,1.5,66,64,30,4,3,0,0,0,5
23,69,34,9,53.5,0.5,66,62,29,2,2,-2,-1,-1,4
24,67,33,7,54.0,2.0,70,60,28,0,1,-2,-1,-1,3
25,71,35,11,56.0,2.0,63,64,30,4,3,4,2,1,4
26,74,37,2,58.0,4.0,58,67,32,7,5,3,2,1,5
27,72,36,0,62.0,2.0,61,65,31,5,4,-2,-1,-1,4
28,71,35,11,64.0,2.0,61,64,30,4,3,-1,-1,-1,3
29,71,35,11,66.0,2.0,62,64,30,4,3,0,0,0,3
30,69,34,9,68.0,4.0,57,62,29,2,2,-2,-1,-1,2
31,69,34,9,72.0,2.0,67,62,29,2,2,0,0,0,2
32,72,36,0,74.0,2.0,64,65,31,5,4,3,2,1,3
33,71,35,11,76.0,1.0,60,64,30,4,3,-1,-1,-1,2
34,71,35,11,77.0,1.0,59,64,30,4,3,0,0,0,2
35,69,34,9,78.0,3.0,62,62,29,2,2,-2,-1,-1,1
36,67,33,7,81.0,1.0,66,60,28,0,1,-2,-1,-1,0
37,67,33,7,82.0,1.0,66,60,28,0,1,0,0,0,0
38,69,34,9,83.0,1.0,61,62,29,2,2,2,1,1,1
39,71,35,11,84.0,3.0,60,64,30,4,3,2,1,1,2
40,66,32,6,87.0,1.0,61,59,27,11,7,-5,-3,-1,1
41,66,32,6,88.0,1.0,61,59,27,11,7,0,0,0,1
42,69,34,9,89.0,1.0,65,62,29,2,2,3,2,1,2
43,69,34,9,90.0,2.0,63,62,29,2,2,0,0,0,2
44,67,33,7,92.0,2.0,57,60,28,0,1,-2,-1,-1,1
