,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,69,34,9,0.0,2.0,63,62,29,2,2,0,0,0,0
1,71,35,11,2.0,3.0,72,64,30,4,3,2,1,1,1
2,69,34,9,5.0,1.0,62,62,29,2,2,-2,-1,-1,0
3,67,33,7,6.0,1.0,66,60,28,0,1,-2,-1,-1,-1
4,66,32,6,7.0,1.0,63,59,27,11,7,-1,-1,-1,-2
5,64,31,4,8.0,2.0,62,57,26,9,6,-2,-1,-1,-3
6,66,32,6,10.0,2.0,66,59,27,11,7,2,1,1,-2
7,71,35,11,12.0,2.0,64,64,30,4,3,5,3,1,-1
8,69,34,9,14.0,2.0,66,62,29,2,2,-2,-1,-1,-2
9,71,35,11,16.0,2.0,56,64,30,4,3,2,1,1,-1
10,69,34,9,18.0,2.0,64,62,29,2,2,-2,-1,-1,-2
11,62,30,2,20.0,4.0,62,55,25,7,5,-7,-4,-1,-3
12,62,30,2,24.0,1.0,61,55,25,7,5,0,0,0,-3
13,62,30,2,25.0,1.0,58,55,25,7,5,0,0,0,-3
14,67,33,7,26.0,2.0,72,60,28,0,1,5,3,1,-2
15,71,35,11,28.0,1.5,59,64,30,4,3,4,2,1,-1
16,71,35,11,29.5,0.5,62,64,30,4,3,0,0,0,-1
17,71,35,11,30.0,1.0,60,64,30,4,3,0,0,0,-1
18,71,35,11,31.0,1.0,58,64,30,4,3,0,0,0,-1
19,69,34,9,32.0,2.0,64,62,29,2,2,-2,-1,-1,-2
20,67,33,7,34.0,2.0,56,60,28,0,1,-2,-1,-1,-3
21,69,34,9,36.0,1.5,56,62,29,2,2,2,1,1,-2
22,69,34,9,37.5,0.5,57,62,29,2,2,0,0,0,-2
23,71,35,11,38.0,2.0,71,64,30,4,3,2,1,1,-1
24,74,37,2,40.0,2.0,66,67,32,7,5,3,2,1,0
25,71,35,11,42.0,2.0,65,64,30,4,3,-3,-2,-1,-1
26,69,34,9,44.0,2.0,70,62,29,2,2,-2,-1,-1,-2
27,72,36,0,46.0,1.5,60,65,31,5,4,3,2,1,-1
28,72,36,0,47.5,0.5,58,65,31,5,4,0,0,0,-1
29,71,35,11,48.0,1.0,58,64,30,4,3,-1,-1,-1,-2
30,69,34,9,49.0,1.0,56,62,29,2,2,-2,-1,-1,-3
31,67,33,7,50.0,4.0,70,60,28,0,1,-2,-1,-1,-4
