,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.25,0,0.0,1.0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1.0,1,1.0,2.0,0,0,0,0,1,5,3,1,1
2,71,35,11,0.25,1,3.0,1.0,0,4,2,4,3,4,2,1,2
3,71,35,11,0.5,1,4.0,1.0,0,4,2,4,3,0,0,0,2
4,69,34,9,0.25,1,5.0,1.0,0,2,1,2,2,-2,-1,-1,1
5,67,33,7,0.25,1,6.0,1.0,0,0,0,0,1,-2,-1,-1,0
6,69,34,9,1.0,2,7.0,2.0,0,2,1,2,2,2,1,1,1
7,71,35,11,0.25,2,9.0,1.0,0,4,2,4,3,2,1,1,2
8,72,36,0,0.5,2,10.0,1.0,0,5,3,5,4,1,1,1,3
9,71,35,11,0.25,2,11.0,1.0,0,4,2,4,3,-1,-1,-1,2
10,69,34,9,0.25,2,12.0,1.0,0,2,1,2,2,-2,-1,-1,1
11,67,33,7,1.0,3,13.0,3.0,0,0,0,0,1,-2,-1,-1,0
12,67,33,7,0.0,3,16.0,2.0,0,0,0,0,1,0,0,0,0
13,62,30,2,0.25,3,18.0,1.0,0,-5,-3,7,5,-5,-3,-1,-1
14,67,33,7,1.0,4,19.0,2.0,0,0,0,0,1,5,3,1,0
15,71,35,11,0.25,4,21.0,1.0,0,4,2,4,3,4,2,1,1
16,71,35,11,0.5,4,22.0,1.0,0,4,2,4,3,0,0,0,1
17,69,34,9,0.25,4,23.0,1.0,0,2,1,2,2,-2,-1,-1,0
18,67,33,7,0.25,4,24.0,1.0,0,0,0,0,1,-2,-1,-1,-1
19,69,34,9,1.0,5,25.0,2.0,0,2,1,2,2,2,1,1,0
20,71,35,11,0.25,5,27.0,1.0,0,4,2,4,3,2,1,1,1
21,72,36,0,0.5,5,28.0,1.0,0,5,3,5,4,1,1,1,2
22,71,35,11,0.25,5,29.0,1.0,0,4,2,4,3,-1,-1,-1,1
23,69,34,9,0.25,5,30.0,1.0,0,2,1,2,2,-2,-1,-1,0
24,67,33,7,1.0,6,31.0,3.0,0,0,0,0,1,-2,-1,-1,-1
25,67,33,7,0.0,6,34.0,2.0,0,0,0,0,1,0,0,0,-1
26,71,35,11,0.25,6,36.0,1.0,0,4,2,4,3,4,2,1,0
27,74,37,2,1.0,7,37.0,2.0,0,7,4,7,5,3,2,1,1
28,74,37,2,0.25,7,39.0,1.0,0,7,4,7,5,0,0,0,1
29,76,38,4,0.5,7,40.0,2.0,0,9,5,9,6,2,1,1,2
30,76,38,4,0.25,7,42.0,1.0,0,9,5,9,6,0,0,0,2
31,74,37,2,1.0,8,43.0,1.0,0,7,4,7,5,-2,-1,-1,1
32,74,37,2,0.25,8,44.0,1.0,0,7,4,7,5,0,0,0,1
33,74,37,2,0.25,8,45.0,1.0,0,7,4,7,5,0,0,0,1
34,74,37,2,0.5,8,46.0,2.0,0,7,4,7,5,0,0,0,1
35,72,36,0,0.25,8,48.0,1.0,0,5,3,5,4,-2,-1,-1,0
36,71,35,11,1.0,9,49.0,1.0,0,4,2,4,3,-1,-1,-1,-1
37,69,34,9,0.25,9,50.0,1.0,0,2,1,2,2,-2,-1,-1,-2
38,67,33,7,0.25,9,51.0,1.0,0,0,0,0,1,-2,-1,-1,-3
39,69,34,9,0.5,9,52.0,1.0,0,2,1,2,2,2,1,1,-2
40,71,35,11,0.25,9,53.0,1.0,0,4,2,4,3,2,1,1,-1
41,72,36,0,0.25,9,54.0,1.0,0,5,3,5,4,1,1,1,0
42,74,37,2,1.0,10,55.0,2.0,0,7,4,7,5,2,1,1,1
43,74,37,2,0.25,10,57.0,1.0,0,7,4,7,5,0,0,0,1
44,74,37,2,0.5,10,58.0,1.0,0,7,4,7,5,0,0,0,1
45,72,36,0,0.25,10,59.0,1.0,0,5,3,5,4,-2,-1,-1,0
46,69,34,9,0.25,10,60.0,1.0,0,2,1,2,2,-3,-2,-1,-1
47,67,33,7,1.0,11,61.0,3.0,0,0,0,0,1,-2,-1,-1,-2
48,67,33,7,0.5,11,64.0,2.0,0,0,0,0,1,0,0,0,-2
