,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.5,0,0.0,1.0,0,7,4,7,5,0,0,0,0
1,67,33,7,0.5,0,1.0,1.0,0,0,0,0,1,-7,-4,-1,-1
2,71,35,11,0.5,0,2.0,1.0,0,4,2,4,3,4,2,1,0
3,74,37,2,1.0,1,3.0,2.0,0,7,4,7,5,3,2,1,1
4,67,33,7,0.5,1,5.0,1.0,0,0,0,0,1,-7,-4,-1,0
5,69,34,9,0.5,1,6.0,1.0,0,2,1,2,2,2,1,1,1
6,69,34,9,0.5,1,7.0,0.75,0,2,1,2,2,0,0,0,1
7,69,34,9,0.125,1,7.75,0.25,0,2,1,2,2,0,0,0,1
8,71,35,11,1.0,2,8.0,2.0,0,4,2,4,3,2,1,1,2
9,71,35,11,0.5,2,10.0,2.0,0,4,2,4,3,0,0,0,2
10,71,35,11,0.5,2,12.0,0.75,0,4,2,4,3,0,0,0,2
11,71,35,11,0.125,2,12.75,0.25,0,4,2,4,3,0,0,0,2
12,67,33,7,1.0,3,13.0,2.0,0,0,0,0,1,-4,-2,-1,1
13,62,30,2,0.5,3,15.0,1.0,0,-5,-3,7,5,-5,-3,-1,0
14,67,33,7,0.5,3,16.0,1.0,0,0,0,0,1,5,3,1,1
15,69,34,9,0.5,3,17.0,1.0,0,2,1,2,2,2,1,1,2
16,71,35,11,1.0,4,18.0,2.0,0,4,2,4,3,2,1,1,3
17,71,35,11,0.5,4,20.0,0.75,0,4,2,4,3,0,0,0,3
18,71,35,11,0.062,4,20.75,0.25,0,4,2,4,3,0,0,0,3
19,71,35,11,0.25,4,21.0,0.75,0,4,2,4,3,0,0,0,3
20,71,35,11,0.062,4,21.75,0.25,0,4,2,4,3,0,0,0,3
21,67,33,7,1.0,5,22.0,1.0,0,0,0,0,1,-4,-2,-1,2
22,71,35,11,0.25,5,23.0,1.0,0,4,2,4,3,4,2,1,3
23,74,37,2,0.25,5,24.0,0.75,0,7,4,7,5,3,2,1,4
24,74,37,2,0.062,5,24.75,0.25,0,7,4,7,5,0,0,0,4
25,74,37,2,0.5,5,25.0,2.0,0,7,4,7,5,0,0,0,4
26,71,35,11,0.25,5,27.0,1.0,0,4,2,4,3,-3,-2,-1,3
27,71,35,11,1.0,6,28.0,1.0,0,4,2,4,3,0,0,0,3
28,69,34,9,0.5,6,29.0,2.0,0,2,1,2,2,-2,-1,-1,2
29,69,34,9,0.5,6,31.0,0.75,0,2,1,2,2,0,0,0,2
30,71,35,11,0.125,6,31.75,0.25,0,4,2,4,3,2,1,1,3
31,69,34,9,0.5,6,32.0,0.75,0,2,1,2,2,-2,-1,-1,2
32,71,35,11,0.125,6,32.75,0.25,0,4,2,4,3,2,1,1,3
33,69,34,9,1.0,7,33.0,2.0,0,2,1,2,2,-2,-1,-1,2
34,67,33,7,0.25,7,35.0,0.75,0,0,0,0,1,-2,-1,-1,1
35,69,34,9,0.062,7,35.75,0.25,0,2,1,2,2,2,1,1,2
36,71,35,11,0.5,7,36.0,2.0,0,4,2,4,3,2,1,1,3
37,67,33,7,0.25,7,38.0,0.75,0,0,0,0,1,-4,-2,-1,2
38,67,33,7,0.062,7,38.75,0.25,0,0,0,0,1,0,0,0,2
39,69,34,9,1.0,8,39.0,1.0,0,2,1,2,2,2,1,1,3
40,67,33,7,0.25,8,40.0,2.0,0,0,0,0,1,-2,-1,-1,2
