,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.25,0,0.0,2.0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1.0,1,2.0,4.0,0,0,0,0,1,5,3,1,1
2,66,32,6,0.5,1,6.0,2.0,0,-1,-1,11,7,-1,-1,-1,0
3,64,31,4,0.25,1,8.0,2.0,0,-3,-2,9,6,-2,-1,-1,-1
4,62,30,2,1.0,2,10.0,2.0,0,-5,-3,7,5,-2,-1,-1,-2
5,66,32,6,0.25,2,12.0,2.0,0,-1,-1,11,7,4,2,1,-1
6,67,33,7,0.5,2,14.0,2.0,0,0,0,0,1,1,1,1,0
7,71,35,11,0.25,2,16.0,2.0,0,4,2,4,3,4,2,1,1
8,69,34,9,1.0,3,18.0,2.0,0,2,1,2,2,-2,-1,-1,0
9,66,32,6,0.25,3,20.0,1.0,0,-1,-1,11,7,-3,-2,-1,-1
10,67,33,7,0.125,3,21.0,1.0,0,0,0,0,1,1,1,1,0
11,69,34,9,0.5,3,22.0,2.0,0,2,1,2,2,2,1,1,1
12,71,35,11,0.25,3,24.0,2.0,0,4,2,4,3,2,1,1,2
13,69,34,9,1.0,4,26.0,2.0,0,2,1,2,2,-2,-1,-1,1
14,67,33,7,0.25,4,28.0,2.0,0,0,0,0,1,-2,-1,-1,0
15,69,34,9,0.5,4,30.0,2.0,0,2,1,2,2,2,1,1,1
16,71,35,11,0.25,4,32.0,2.0,0,4,2,4,3,2,1,1,2
17,64,31,4,1.0,5,34.0,1.0,0,-3,-2,9,6,-7,-4,-1,1
18,64,31,4,0.125,5,35.0,1.0,0,-3,-2,9,6,0,0,0,1
19,62,30,2,0.25,5,36.0,1.0,0,-5,-3,7,5,-2,-1,-1,0
20,64,31,4,0.125,5,37.0,1.0,0,-3,-2,9,6,2,1,1,1
21,62,30,2,0.5,5,38.0,2.0,0,-5,-3,7,5,-2,-1,-1,0
22,69,34,9,0.25,5,40.0,2.0,0,2,1,2,2,7,4,1,1
23,67,33,7,1.0,6,42.0,4.0,0,0,0,0,1,-2,-1,-1,0
24,66,32,6,0.5,6,46.0,2.0,0,-1,-1,11,7,-1,-1,-1,-1
25,62,30,2,0.25,6,48.0,2.0,0,-5,-3,7,5,-4,-2,-1,-2
26,67,33,7,1.0,7,50.0,6.0,0,0,0,0,1,5,3,1,-1
