,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,2.0,65,55,25,7,5,0,0,0,0
1,62,30,2,2.0,1.0,69,55,25,7,5,0,0,0,0
2,64,31,4,3.0,1.0,62,57,26,9,6,2,1,1,1
3,66,32,6,4.0,2.0,72,59,27,11,7,2,1,1,2
4,64,31,4,6.0,2.0,66,57,26,9,6,-2,-1,-1,1
5,62,30,2,8.0,1.0,62,55,25,7,5,-2,-1,-1,0
6,66,32,6,9.0,1.0,66,59,27,11,7,4,2,1,1
7,69,34,9,10.0,1.0,67,62,29,2,2,3,2,1,2
8,66,32,6,11.0,1.0,59,59,27,11,7,-3,-2,-1,1
9,64,31,4,12.0,1.0,66,57,26,9,6,-2,-1,-1,0
10,61,29,1,13.0,1.0,56,54,24,6,4,-3,-2,-1,-1
11,57,27,9,14.0,2.0,67,50,22,2,2,-4,-2,-1,-2
12,69,34,9,16.0,2.0,66,62,29,2,2,12,7,1,-1
13,71,35,11,18.0,1.0,64,64,30,4,3,2,1,1,0
14,69,34,9,19.0,1.0,58,62,29,2,2,-2,-1,-1,-1
15,67,33,7,20.0,2.0,68,60,28,0,1,-2,-1,-1,-2
16,67,33,7,22.0,2.0,69,60,28,0,1,0,0,0,-2
17,66,32,6,24.0,1.0,68,59,27,11,7,-1,-1,-1,-3
18,64,31,4,25.0,1.0,60,57,26,9,6,-2,-1,-1,-4
19,66,32,6,26.0,1.0,61,59,27,11,7,2,1,1,-3
20,71,35,11,27.0,1.0,64,64,30,4,3,5,3,1,-2
21,69,34,9,28.0,4.0,64,62,29,2,2,-2,-1,-1,-3
22,69,34,9,32.0,2.0,62,62,29,2,2,0,0,0,-3
23,71,35,11,34.0,1.0,60,64,30,4,3,2,1,1,-2
24,73,36,1,35.0,1.0,59,66,31,6,4,2,1,1,-1
25,74,37,2,36.0,2.0,71,67,32,7,5,1,1,1,0
26,73,36,1,38.0,2.0,69,66,31,6,4,-1,-1,-1,-1
27,71,35,11,40.0,1.5,62,64,30,4,3,-2,-1,-1,-2
28,69,34,9,41.5,0.5,64,62,29,2,2,-2,-1,-1,-3
29,71,35,11,42.0,1.0,63,64,30,4,3,2,1,1,-2
30,73,36,1,43.0,1.0,58,66,31,6,4,2,1,1,-1
31,71,35,11,44.0,1.0,64,64,30,4,3,-2,-1,-1,-2
32,69,34,9,45.0,1.0,56,62,29,2,2,-2,-1,-1,-3
33,69,34,9,46.0,2.0,62,62,29,2,2,0,0,0,-3
34,69,34,9,48.0,2.0,71,62,29,2,2,0,0,0,-3
35,69,34,9,50.0,1.0,59,62,29,2,2,0,0,0,-3
36,67,33,7,51.0,1.0,63,60,28,0,1,-2,-1,-1,-4
37,66,32,6,52.0,2.0,68,59,27,11,7,-1,-1,-1,-5
38,66,32,6,54.0,1.5,60,59,27,11,7,0,0,0,-5
39,66,32,6,55.5,0.5,61,59,27,11,7,0,0,0,-5
40,64,31,4,56.0,1.0,63,57,26,9,6,-2,-1,-1,-6
41,71,35,11,57.0,1.0,56,64,30,4,3,7,4,1,-5
42,69,34,9,58.0,1.0,61,62,29,2,2,-2,-1,-1,-6
43,67,33,7,59.0,1.0,60,60,28,0,1,-2,-1,-1,-7
44,66,32,6,60.0,4.0,67,59,27,11,7,-1,-1,-1,-8
45,69,34,9,64.0,2.0,68,62,29,2,2,3,2,1,-7
46,69,34,9,66.0,1.0,64,62,29,2,2,0,0,0,-7
47,67,33,7,67.0,1.0,66,60,28,0,1,-2,-1,-1,-8
48,66,32,6,68.0,2.0,66,59,27,11,7,-1,-1,-1,-9
49,66,32,6,70.0,1.5,67,59,27,11,7,0,0,0,-9
50,66,32,6,71.5,0.5,56,59,27,11,7,0,0,0,-9
51,64,31,4,72.0,1.0,69,57,26,9,6,-2,-1,-1,-10
52,67,33,7,73.0,1.0,65,60,28,0,1,3,2,1,-9
53,66,32,6,74.0,1.0,67,59,27,11,7,-1,-1,-1,-10
54,64,31,4,75.0,1.0,60,57,26,9,6,-2,-1,-1,-11
55,62,30,2,76.0,4.0,68,55,25,7,5,-2,-1,-1,-12
